Split,N_val,MAE,RMSE,R2,Pearson_R,Spearman_R
Part_1,5408,27.365,37.268,0.641,0.801,0.799
Part_2,5409,27.197,37.277,0.641,0.801,0.802
Part_3,5409,27.136,37.031,0.648,0.805,0.806
Part_4,5409,27.085,37.090,0.642,0.801,0.802
Part_5,5409,27.400,37.453,0.642,0.801,0.802
Mean,5408,27.237,37.224,0.643,0.802,0.802
Std,,0.140,0.168,0.003,0.002,0.002
