feature,feature_value,shap_value,sample_idx,true_label,pred_val,base_value
LS_76,2.539430176429394,6.628658294677734,0,219.889457146562,172.94583,197.29434204101562
WT1_Expr,-0.14198594493003613,6.518428802490234,0,219.889457146562,172.94583,197.29434204101562
M16,0.04031181970833567,6.173526763916016,0,219.889457146562,172.94583,197.29434204101562
SALL4_Expr,0.535993133069885,-6.018093109130859,0,219.889457146562,172.94583,197.29434204101562
IGSF10_Expr,0.5347823603849288,-5.379245758056641,0,219.889457146562,172.94583,197.29434204101562
CEACAM8_Expr,-1.6006928961272253,-5.253894805908203,0,219.889457146562,172.94583,197.29434204101562
PROM1_Expr,0.7471420485879801,-4.667194366455078,0,219.889457146562,172.94583,197.29434204101562
NDN_Expr,-0.9404315321258917,-4.599082946777344,0,219.889457146562,172.94583,197.29434204101562
CEACAM6_Expr,-1.4808895182125963,-4.462287902832031,0,219.889457146562,172.94583,197.29434204101562
PRLR_Expr,0.4099114630824763,-4.4170684814453125,0,219.889457146562,172.94583,197.29434204101562
LS_200,-1.3705747427875383,-4.3204498291015625,0,219.889457146562,172.94583,197.29434204101562
LS_198,1.3669049663362594,4.11383056640625,0,219.889457146562,172.94583,197.29434204101562
LS_233,-2.3944388485850037,4.029273986816406,0,219.889457146562,172.94583,197.29434204101562
HOXA11-AS_Expr,-0.8651587945909032,3.83062744140625,0,219.889457146562,172.94583,197.29434204101562
ARPP21_Expr,0.3514302335954206,-3.7842254638671875,0,219.889457146562,172.94583,197.29434204101562
RPS4Y1_Expr,0.8644933215066298,-3.6757659912109375,0,219.889457146562,172.94583,197.29434204101562
RP11-704M14.1_Expr,0.819546228605079,-3.6344566345214844,0,219.889457146562,172.94583,197.29434204101562
CRISP3_Expr,-1.5189188480322198,-3.6291427612304688,0,219.889457146562,172.94583,197.29434204101562
PRAME_Expr,-0.7664557971709572,3.5791778564453125,0,219.889457146562,172.94583,197.29434204101562
AC016735.1_Expr,-1.25783005662992,-3.517230987548828,0,219.889457146562,172.94583,197.29434204101562
LS_21,0.9753485469567225,-3.4672927856445312,0,219.889457146562,172.94583,197.29434204101562
GTSF1_Expr,-0.9212228051547415,3.3640365600585938,0,219.889457146562,172.94583,197.29434204101562
DEFA4_Expr,-1.5427277665392987,3.3563613891601562,0,219.889457146562,172.94583,197.29434204101562
RP11-388P9.2_Expr,-0.9091314092561309,-3.3338890075683594,0,219.889457146562,172.94583,197.29434204101562
WT1-AS_Expr,0.004605519372457055,-3.2889976501464844,0,219.889457146562,172.94583,197.29434204101562
LS_1,0.624962859067674,3.2524986267089844,0,219.889457146562,172.94583,197.29434204101562
MYCN_Expr,-0.0904702415197,-3.240459442138672,0,219.889457146562,172.94583,197.29434204101562
RXFP1_Expr,-1.0233798600219899,-3.2276649475097656,0,219.889457146562,172.94583,197.29434204101562
HOXB8_Expr,-0.5161340015944987,-3.2253341674804688,0,219.889457146562,172.94583,197.29434204101562
LS_253,-0.6704864479101356,3.2030792236328125,0,219.889457146562,172.94583,197.29434204101562
FOXC1_Expr,-1.7298607574957985,-3.1712112426757812,0,219.889457146562,172.94583,197.29434204101562
cDC-like,0.6502881344195804,-3.168964385986328,0,219.889457146562,172.94583,197.29434204101562
HOXA3_Expr,-1.9932529086806896,3.1331138610839844,0,219.889457146562,172.94583,197.29434204101562
SLITRK4_Expr,-1.6196201313332932,-3.125133514404297,0,219.889457146562,172.94583,197.29434204101562
HOXB-AS3_Expr,-0.8888496612960941,3.084381103515625,0,219.889457146562,172.94583,197.29434204101562
RP11-129J12.2_Expr,-0.833490452000189,3.018768310546875,0,219.889457146562,172.94583,197.29434204101562
LS_138,0.859362479570199,-3.0135841369628906,0,219.889457146562,172.94583,197.29434204101562
HOXA11_Expr,-0.7284313623724021,2.9753265380859375,0,219.889457146562,172.94583,197.29434204101562
DEFA1B_Expr,-1.6074264829939622,-2.9644775390625,0,219.889457146562,172.94583,197.29434204101562
CSPG4_Expr,0.5663960569295037,-2.960437774658203,0,219.889457146562,172.94583,197.29434204101562
KIAA1456_Expr,-1.244595668495867,2.933685302734375,0,219.889457146562,172.94583,197.29434204101562
HPGDS_Expr,0.893952635000799,-2.904754638671875,0,219.889457146562,172.94583,197.29434204101562
BCLAF1_Expr,-1.035686506534175,-2.9010963439941406,0,219.889457146562,172.94583,197.29434204101562
PXDN_Expr,-0.802347855934634,2.899402618408203,0,219.889457146562,172.94583,197.29434204101562
LS_127,0.12224907632884614,-2.8751220703125,0,219.889457146562,172.94583,197.29434204101562
LS_151,1.9816009050822074,2.872173309326172,0,219.889457146562,172.94583,197.29434204101562
KDM5D_Expr,1.2943069601835775,-2.787799835205078,0,219.889457146562,172.94583,197.29434204101562
LS_98,0.36655040218327123,-2.7273635864257812,0,219.889457146562,172.94583,197.29434204101562
LS_35,-1.5132734748521557,2.653308868408203,0,219.889457146562,172.94583,197.29434204101562
M7,-1.624141429636226,-2.62005615234375,0,219.889457146562,172.94583,197.29434204101562
SRSF2_Mut,-0.36504989256929027,2.6051292419433594,0,219.889457146562,172.94583,197.29434204101562
SPAG6_Expr,0.5676153848666909,-2.591655731201172,0,219.889457146562,172.94583,197.29434204101562
DNTT_Expr,1.0360408659417513,2.587383270263672,0,219.889457146562,172.94583,197.29434204101562
LS_30,0.8213359455735468,2.5865516662597656,0,219.889457146562,172.94583,197.29434204101562
