feature,feature_value,shap_value,sample_idx,true_label,pred_val,base_value
LS_17,0.6234065680739624,-27.41217041015625,12778,133.793473111521,133.74417,197.29434204101562
LS_21,-0.8375524961880475,-17.99179458618164,12778,133.793473111521,133.74417,197.29434204101562
LS_138,0.8624918421273463,-10.216304779052734,12778,133.793473111521,133.74417,197.29434204101562
MAFB_Expr,-0.18653554798836158,7.663097381591797,12778,133.793473111521,133.74417,197.29434204101562
LS_125,0.1574795127988093,7.108800888061523,12778,133.793473111521,133.74417,197.29434204101562
LS_98,0.8301504644862568,-6.545387268066406,12778,133.793473111521,133.74417,197.29434204101562
DSG2_Expr,-0.6094944644669534,-6.03240966796875,12778,133.793473111521,133.74417,197.29434204101562
M14,1.2452792093519591,5.570528030395508,12778,133.793473111521,133.74417,197.29434204101562
LS_253,0.5824017455693677,-5.037986755371094,12778,133.793473111521,133.74417,197.29434204101562
LS_127,-0.6959664702945975,-5.030538558959961,12778,133.793473111521,133.74417,197.29434204101562
M16,0.16383008139249144,-4.871616363525391,12778,133.793473111521,133.74417,197.29434204101562
GSTM1_Expr,1.134112980196135,4.453329086303711,12778,133.793473111521,133.74417,197.29434204101562
MDFI_Expr,-0.6657764879418899,-4.361169815063477,12778,133.793473111521,133.74417,197.29434204101562
PHACTR3_Expr,-1.079782853742255,4.094587326049805,12778,133.793473111521,133.74417,197.29434204101562
NRG1_Expr,-1.4827777957224213,3.9176979064941406,12778,133.793473111521,133.74417,197.29434204101562
SRSF2_Mut,-0.36504989256929027,-3.916227340698242,12778,133.793473111521,133.74417,197.29434204101562
ARHGEF10L_Expr,0.6746306469041656,-3.7797183990478516,12778,133.793473111521,133.74417,197.29434204101562
KCNE1L_Expr,1.819398894891875,-3.61370849609375,12778,133.793473111521,133.74417,197.29434204101562
HOXA5_Expr,-1.718834705199346,-3.6046009063720703,12778,133.793473111521,133.74417,197.29434204101562
LS_94,-1.0778395524892723,3.5291175842285156,12778,133.793473111521,133.74417,197.29434204101562
XIST_Expr,-0.2247280167066647,3.4652156829833984,12778,133.793473111521,133.74417,197.29434204101562
HOXB-AS3_Expr,-0.8004749416313307,-3.271209716796875,12778,133.793473111521,133.74417,197.29434204101562
AUC__Proliferation,-0.7937034356406485,3.2696590423583984,12778,133.793473111521,133.74417,197.29434204101562
HOXA6_Expr,-2.065233159906214,3.236917495727539,12778,133.793473111521,133.74417,197.29434204101562
LPHN3_Expr,-0.07131391139029038,-3.2328929901123047,12778,133.793473111521,133.74417,197.29434204101562
ZNF521_Expr,0.5627919216649914,3.1517162322998047,12778,133.793473111521,133.74417,197.29434204101562
AKT3_Expr,-1.4297829480113808,-3.1330738067626953,12778,133.793473111521,133.74417,197.29434204101562
ARHGAP5_Expr,0.7050044329989266,3.112276077270508,12778,133.793473111521,133.74417,197.29434204101562
LS_34,2.572959381614938,-3.042093276977539,12778,133.793473111521,133.74417,197.29434204101562
TTTY15_Expr,0.819761473557357,-2.966836929321289,12778,133.793473111521,133.74417,197.29434204101562
LRP1B_Expr,-1.1742289716126888,-2.953033447265625,12778,133.793473111521,133.74417,197.29434204101562
DLK1_Expr,0.980103096122915,2.8713016510009766,12778,133.793473111521,133.74417,197.29434204101562
ZFY_Expr,1.018559333486256,-2.870199203491211,12778,133.793473111521,133.74417,197.29434204101562
ST18_Expr,2.1128219330903804,-2.849416732788086,12778,133.793473111521,133.74417,197.29434204101562
IRX3_Expr,-0.428784316656335,2.848512649536133,12778,133.793473111521,133.74417,197.29434204101562
DNTT_Expr,-0.0009130145260497029,2.8483200073242188,12778,133.793473111521,133.74417,197.29434204101562
HOXB8_Expr,-0.42896967564966876,-2.8460960388183594,12778,133.793473111521,133.74417,197.29434204101562
DPP10_Expr,1.7607111018410229,2.7647171020507812,12778,133.793473111521,133.74417,197.29434204101562
FAT1_Expr,-0.7135483392846828,2.7623157501220703,12778,133.793473111521,133.74417,197.29434204101562
CYYR1_Expr,-0.10698632296600714,2.664691925048828,12778,133.793473111521,133.74417,197.29434204101562
CDH2_Expr,-0.4465710231097665,2.6170692443847656,12778,133.793473111521,133.74417,197.29434204101562
PRDM16_Expr,-1.315191851690255,-2.604267120361328,12778,133.793473111521,133.74417,197.29434204101562
PPARG_Expr,-0.13896067499698256,-2.5657005310058594,12778,133.793473111521,133.74417,197.29434204101562
ADAMTS2_Expr,-0.7992291930545313,-2.542724609375,12778,133.793473111521,133.74417,197.29434204101562
IDH1_Mut,-0.2800726597382253,2.5176239013671875,12778,133.793473111521,133.74417,197.29434204101562
HOXA11_Expr,-0.8169729877045624,2.441272735595703,12778,133.793473111521,133.74417,197.29434204101562
SPAG6_Expr,-0.6222826217137811,-2.4359664916992188,12778,133.793473111521,133.74417,197.29434204101562
M12,0.32072086138860195,2.411527633666992,12778,133.793473111521,133.74417,197.29434204101562
M6,0.599693161558543,2.4053421020507812,12778,133.793473111521,133.74417,197.29434204101562
CD300E_Expr,-0.1179661829463516,2.372051239013672,12778,133.793473111521,133.74417,197.29434204101562
LS_243,0.46219014768926703,2.339284896850586,12778,133.793473111521,133.74417,197.29434204101562
DEFB1_Expr,1.1596454304295551,-2.2468128204345703,12778,133.793473111521,133.74417,197.29434204101562
HMGA2_Expr,0.03727389592686955,-2.2434864044189453,12778,133.793473111521,133.74417,197.29434204101562
TXLNG2P_Expr,0.9969378441157923,2.243143081665039,12778,133.793473111521,133.74417,197.29434204101562
M7,-1.348073386583005,-2.168914794921875,12778,133.793473111521,133.74417,197.29434204101562
CRISP3_Expr,0.9246104293446418,2.1487388610839844,12778,133.793473111521,133.74417,197.29434204101562
PROM1_Expr,0.18168066481305095,2.141510009765625,12778,133.793473111521,133.74417,197.29434204101562
S100A16_Expr,1.3055238407948198,2.1382923126220703,12778,133.793473111521,133.74417,197.29434204101562
PAX8-AS1_Expr,0.7450652398105776,2.1249866485595703,12778,133.793473111521,133.74417,197.29434204101562
DPPA4_Expr,-0.26409138221539746,2.108671188354492,12778,133.793473111521,133.74417,197.29434204101562
PPARGC1A_Expr,-0.20890853062534517,2.0595436096191406,12778,133.793473111521,133.74417,197.29434204101562
IRX5_Expr,0.03877832030307891,2.0275402069091797,12778,133.793473111521,133.74417,197.29434204101562
AC104809.4_Expr,0.5396398267806876,-2.005901336669922,12778,133.793473111521,133.74417,197.29434204101562
LINC00982_Expr,-1.3282269421628865,-1.9453086853027344,12778,133.793473111521,133.74417,197.29434204101562
RP11-704M14.1_Expr,0.9329065459482612,1.9259490966796875,12778,133.793473111521,133.74417,197.29434204101562
GPC6_Expr,-0.48086377705827427,1.8837871551513672,12778,133.793473111521,133.74417,197.29434204101562
CES1_Expr,0.3714984276725091,-1.8606033325195312,12778,133.793473111521,133.74417,197.29434204101562
EREG_Expr,-0.6357789725341049,-1.8380088806152344,12778,133.793473111521,133.74417,197.29434204101562
LS_242,-0.3101054284101807,1.833761215209961,12778,133.793473111521,133.74417,197.29434204101562
LS_1,0.7966908394657073,-1.8312835693359375,12778,133.793473111521,133.74417,197.29434204101562
DAXX_Expr,-0.2497414878310233,-1.8160476684570312,12778,133.793473111521,133.74417,197.29434204101562
PXDN_Expr,-0.6880722635389477,-1.8075141906738281,12778,133.793473111521,133.74417,197.29434204101562
KDM5D_Expr,0.9111058362415279,1.803140640258789,12778,133.793473111521,133.74417,197.29434204101562
cDC-like,0.5021635073565616,-1.7959480285644531,12778,133.793473111521,133.74417,197.29434204101562
NR4A3_Expr,0.7458725392169345,-1.7323951721191406,12778,133.793473111521,133.74417,197.29434204101562
CD177_Expr,1.067143949340988,-1.7117805480957031,12778,133.793473111521,133.74417,197.29434204101562
HOXA11-AS_Expr,-1.010653706000993,1.7102088928222656,12778,133.793473111521,133.74417,197.29434204101562
HPGDS_Expr,0.6385405920567837,1.7048835754394531,12778,133.793473111521,133.74417,197.29434204101562
FGD5_Expr,0.6691263471319726,1.6673469543457031,12778,133.793473111521,133.74417,197.29434204101562
Immunogenic_Cell_Death_(ICD),0.40455517362396903,-1.6642475128173828,12778,133.793473111521,133.74417,197.29434204101562
AC016735.1_Expr,-1.1574755929187293,-1.6571369171142578,12778,133.793473111521,133.74417,197.29434204101562
PRLR_Expr,0.4821518834403569,-1.6388359069824219,12778,133.793473111521,133.74417,197.29434204101562
RP11-388P9.2_Expr,-1.1569034082198955,1.5850067138671875,12778,133.793473111521,133.74417,197.29434204101562
