feature,embed_corr_train,embed_corr_test
LS_199,0.023324735912065537,0.029894846971412963
TERT_Expr,0.05676815630318863,0.029872136090419877
HPGDS_Expr,0.006476494415831002,0.029868976802666827
MEN1_Expr,0.04104847306585982,0.02975584427128449
KCNE1L_Expr,0.030910873469708302,0.02974067351154857
inframe_deletion,0.009536180113366195,0.02959478743473766
ETV6_Mut,0.0016908448854483984,0.02950576488418212
IGF2BP2_Expr,0.011086755826777036,0.02947154476081676
KMT2D_Expr,0.026668838127458863,0.02940266707431844
mTOR_Signaling,0.013688708611380185,0.02936398173698756
PWWP2A_Expr,0.0006350576281006394,0.02936298814262389
HIP1_Expr,0.00404861207067047,0.029340776572040924
POLE_Expr,0.0006179421514144002,0.029321669001571373
KIAA0087_Expr,0.009139211082834527,0.02927483336950565
AUC__EGF_Signaling,0.07346326494616238,0.029270944763032106
PICALM_Expr,0.04640101342652474,0.029152943679165235
ID3_Expr,0.05663422188054969,0.029152412688833944
HLA-A_Expr,0.0077639767048680395,0.029124925243617185
CASP3_Expr,0.013703385297048119,0.029042181819537112
RP11-497G19.1_Expr,0.0410565804165357,0.029025999868675205
PAX5_Expr,0.0008495094741950089,0.029023329563090512
SMARCD1_Expr,0.05159622634992149,0.0289919079641091
SUFU_Expr,0.04120844709105801,0.028974992933856587
PER1_Expr,0.004160557881519618,0.02893878039344723
KIAA1456_Expr,0.04974499819900449,0.02891510588798155
ACVR1B_Expr,0.033659530579739576,0.028903970198828642
Mitotic_spindle,0.042234540317014416,0.028898718191779287
SH3GL1_Expr,0.04068463565817699,0.028874446761404108
POLD1_Expr,0.03915262826723838,0.028806832114051075
SNCAIP_Expr,0.021449128218130935,0.028751898183539747
MUC1_Expr,0.012168856759562894,0.028748443591338713
CUX1_Expr,0.0016431482849485286,0.02858787147103804
STAT6_Expr,0.002510323481390498,0.0285041925160054
NFE2L2_Expr,0.06316254925247239,0.028452609064980372
MDM2_Expr,0.004977632092551204,0.028443135232337626
SETD2_Expr,0.07127385788228843,0.028395670662578053
LS_74,0.03531402104157276,0.028305858082810383
DSC2_Expr,0.008009599423984938,0.028303632977581615
AHSP_Expr,0.02364019602975139,0.028261143785855092
TFPT_Expr,0.008916124521208721,0.02806723543115069
CCND3_Expr,0.07758076918568312,0.028046194542482902
AMER1_Expr,0.022614208197008975,0.027858788322437912
CLIP1_Expr,0.04769097426619209,0.0278467515211652
RP11-497G19.2_Expr,0.03498310727481288,0.027607918120992333
LS_67,0.020537666149638516,0.027497230844167646
MAMLD1_Mut,0.0013835732007189024,0.027343594632901758
LS_226,0.02308027964238896,0.027336867697167273
FOXP1_Expr,0.009479470028656692,0.027335940953663578
AUC__UV_response_down,0.02539288391568176,0.027332574979791083
Immunogenic_Cell_Death_(ICD),0.0002681654671467936,0.027242463965929203
HLF_Expr,0.0006293527319072552,0.02720247786577482
CA1_Expr,0.02507555774896926,0.027178772006182256
STAG2_Mut,0.042478010292789525,0.02715423646782491
LS_103,0.04538985198555495,0.0271343421804382
STAT5B_Expr,0.013625194442006694,0.027133270813597263
BCORL1_Mut,0.00850771193364695,0.027124128908395214
LS_178,0.03508896198756647,0.027085254689469398
LS_181,0.025931184343186954,0.026984520711267862
CCND1_Expr,0.004562712774211381,0.026942278413035616
XPA_Expr,0.020884000091085247,0.026893495544997405
QKI_Expr,0.057497336543565696,0.026863493870715224
LS_237,0.03882659354731728,0.02678664187505902
WNK2_Expr,0.004985289540679815,0.026785284389964165
LS_171,0.0398226697436546,0.026652892341531325
PI3Kgamma_Signature,0.0020203147393527557,0.026649750379721695
CALR_Mut,0.002056272985549222,0.02664326138037703
TAF15_Expr,0.050522374446589316,0.026616138863258948
SLC4A1_Expr,0.02860962257535341,0.0266085402752371
LS_153,0.010996365230200858,0.026360859742616535
LS_108,0.0026334533469963496,0.026250769995373624
TP63_Expr,0.03422799832378478,0.026246830339472102
PIK3CB_Expr,0.036941223805403704,0.02621069923159219
PHACTR3_Expr,0.044277577579605855,0.026208268626519537
BIRC6_Expr,0.029067376864831015,0.026200323905904755
ZEB1_Expr,0.02212944218680569,0.02619622933709452
RAF1_Expr,0.012966758947005781,0.02619483091591835
PXDN_Expr,0.02866957465375421,0.026122267428603435
MLLT6_Expr,0.04507610496467667,0.025948603307630127
MN1_Expr,0.011937509715146082,0.025922283934913606
TCHH_Mut,0.011226954506458333,0.025905915383319197
HOXA6_Expr,0.034761573794984464,0.0258767905053276
CPEB3_Expr,0.02767929180167435,0.025788993733794133
CREB3L2_Expr,0.022080450212398295,0.02576546896909242
M21,0.03051760141071823,0.025762660289214485
COL2A1_Expr,0.009398380779185934,0.025761432023614913
splice_donor_variant,0.0053764234897732445,0.025757762707976195
NDN_Expr,0.03068556068129656,0.02574595611059905
Hedgehog_signaling,0.011899478483151186,0.02564740705283916
SYK_Expr,0.015746007849597017,0.025624133244172106
JAK2_Expr,0.024152424200593603,0.025512564715558832
NEO1_Mut,0.0,0.025482581246407295
LCP1_Expr,0.030976205224295186,0.025458341778002744
LS_132,0.0023844284310612454,0.025428469288049496
FGFR2_Expr,0.028452121157359993,0.025372995278044472
LS_161,0.004377109572804037,0.025155653507394706
HOXA7_Expr,0.02468849572662523,0.025081029408407868
TRH_Expr,0.010170686772914663,0.02505182070931038
LS_29,0.04305589795436345,0.024962557752532005
HER_2_Signaling_in_Breast_Cancer,0.048117015333146496,0.024922621179795164
RUNX1_Mut,0.013833774272712143,0.02490642850857985
FAT1_Expr,0.0013012092235213278,0.02487555485397756
MAFB_Expr,0.024036474871720767,0.02481632214771864
PLEKHG4B_Expr,0.0380851142519911,0.02477702931986778
FN1_Expr,0.06809228088621885,0.02476751308283617
LS_115,0.012430397913289211,0.024745344802977885
LSM14A_Expr,0.011567283052573906,0.02467302957564591
M12,0.01107922267323014,0.024611382318110303
LS_191,0.03909643864274229,0.024562421516668837
AUC__ERK_MAPK_Signaling,0.04597294078932046,0.024560947280711242
AFF3_Expr,0.03829332760010766,0.02452463146636357
EIF3E_Expr,0.05795766972614944,0.024500075106323255
PRDM2_Expr,0.015408365208019179,0.024472549574219883
CSF3R_Mut,0.0046311350549926265,0.02440949512081415
GYPA_Expr,0.016539450426278173,0.024383709351816413
RPL22_Expr,0.0519504046895908,0.024371355958815972
AXIN1_Expr,0.02161216563451948,0.024365762616375793
LS_192,0.03160481037309345,0.02434335774209853
CDK12_Expr,0.017539858076727706,0.024322658887168544
BTG2_Expr,0.013900052732466925,0.02429773303185358
SOCS1_Expr,0.008419892849665092,0.024268087099254838
PIK3CA_Expr,0.04035917094712291,0.02425104570927905
LS_232,0.0265656276747064,0.024207788256420844
NSD1_Expr,0.0574360392878853,0.023984639288898393
NPTX2_Expr,0.0009014473870541228,0.023919223938142047
AUC__Proliferation,0.030710993445909093,0.02379754068770431
FOXO4_Expr,0.04252588149484997,0.02365885201199641
MAX_Expr,0.02619963800042143,0.02359474732505851
CTCF_Expr,0.006035972436874003,0.023559781260380833
MUTYH_Expr,0.03648021772908317,0.023556508480919034
AUC__PI3K_AKT_Signaling,0.05536656051284171,0.023479607584540565
ATRX_Expr,0.03385579521004088,0.023341568213367515
ERC1_Expr,0.037393988000330766,0.023308319046169767
FIP1L1_Expr,0.01655556485908814,0.023278590002310574
KDM6A_Expr,0.028969144934440434,0.023176861472285346
RHOA_Expr,0.0601252924968007,0.023167112931903135
MYD88_Expr,0.02733132089868479,0.023165978206131775
FANCE_Expr,0.024195317933962134,0.023118568344537883
RFWD3_Expr,0.013340376874958988,0.023112494248085105
MUC16_Expr,0.0034631480220220045,0.023090430410351533
EZH2_Expr,0.01610171108050155,0.023077125543910604
BCL10_Expr,0.0282093046148837,0.023073216851320015
ARHGAP5_Expr,0.0399174959512109,0.023050263049294622
NAB2_Expr,0.004834054691006234,0.023050225274863292
CRTC1_Expr,0.03725037922304158,0.02302786414487254
ARNT_Expr,0.04893675513246143,0.023004940526065616
LS_89,0.004126905931676142,0.023002490661890307
THBS1_Expr,0.009074863768568536,0.02295025052413212
AUC__PI3K_Akt_mTOR_signaling,0.05804650477363625,0.022848005935524638
IKZF3_Expr,0.007907060559456724,0.022847143664365802
CD28_Expr,0.01829700752172839,0.022705417904825248
PCM1_Expr,0.04506288528044007,0.022704296228838204
LS_207,0.008655617366447665,0.02263003829007318
HBA2_Expr,0.03367323573087005,0.022567950295838912
PPIL4_Mut,0.0046136436474150935,0.022559844726781755
HOXB3_Expr,0.010431059069405184,0.022301851232734
MED12_Expr,0.021996642736275385,0.02227541983813513
HBB_Expr,0.04730278643327546,0.022204290447773983
SUB1_Expr,0.04268594983796098,0.02219678196886058
PI3K_Akt_mTOR_signaling,0.0014750966103156643,0.022141102902737058
KDM5C_Expr,0.009130891912914314,0.02201837709177129
HIST1H3B_Expr,0.014354927865647958,0.02198663207719845
LS_145,0.03379536422120226,0.021971956579191806
TPTE2_Mut,0.010769475941330623,0.021953381134864728
BRINP1_Mut,0.0,0.021953381134864728
CTNNB1_Expr,0.01627839497996596,0.0219325116120233
KAT6B_Expr,0.029800580542943083,0.021846587337253087
KIF5B_Expr,0.020138639499566624,0.021782269974996472
JAZF1_Expr,0.02927500753135457,0.021623021280022827
MYO5A_Expr,0.0031914389252602356,0.02157306413436534
IL7R_Expr,0.024114949536529588,0.021536697451951456
ALAS2_Expr,0.029857693370341536,0.021523052551575782
GOLGA5_Expr,0.03279656367846392,0.021485809060656166
CBFB_Expr,0.0558322830567926,0.021458617699470793
SEPT9_Expr,0.016587690384461087,0.021420152661797462
FANCG_Expr,0.005296665774294598,0.02141723076183794
USP9X_Expr,0.024331521499327175,0.02139263926604792
NF2_Expr,0.03756179884490794,0.021333056474976523
SDC4_Expr,0.025144906157704393,0.021307291337946073
NF1_Mut,0.0004789427037016598,0.021301578889233168
MAN2A2_Mut,0.0,0.02129084121814487
MED13_Mut,0.020483994549201037,0.02129084121814486
MYT1_Mut,0.005029058192736718,0.021029906460374694
MKRN3_Expr,0.01628542340213217,0.02101343805151304
FLI1_Expr,0.019415638193311116,0.020964626971798406
LEF1_Expr,0.033556151279187096,0.02096358201264793
GNA11_Expr,0.04335792017734901,0.020960285944647963
ZMYM3_Expr,0.036474697613407187,0.02090297079769759
NUMA1_Expr,0.016870311537218925,0.020902612041335866
M1,0.013385463984722882,0.02087129999349238
CXCL12_Expr,0.023807870894137956,0.020825736527758102
SNX29_Expr,0.012115850085367075,0.02072054097425641
DMBT1_Mut,0.0,0.02071974590778088
WT1-AS_Expr,0.024417969691595136,0.02065752388716167
LRP1B_Expr,0.012322611210033209,0.020620429011956685
AC004791.2_Expr,0.018501541520035265,0.020536727408379734
ETV6_Expr,0.04573104989707851,0.020520093449931023
BCL3_Expr,0.015752488299062846,0.02048736545466934
FAT3_Expr,0.04125285583369693,0.020482304942770084
RALGDS_Expr,0.01560786713111548,0.020475730241442662
FBLN2_Expr,0.006882054435185767,0.0203939592059048
BEX1_Expr,0.01024841923610509,0.020327799177809577
APC_Expr,0.04927855720969067,0.020322439063187637
LS_54,0.03245537153267636,0.020276040312618728
stop_gained,0.009615560939063485,0.02025965409635322
ARID2_Expr,0.009787107559475816,0.020237377171324844
WT1_Expr,0.02765671085065901,0.020195263227267408
KMT2C_Expr,0.009988533014895615,0.02019496532726944
ATM_Expr,0.03071078612792257,0.020145000746176065
CIC_Expr,0.01770137436432106,0.020141654192049305
DDR2_Expr,0.03036317840831771,0.02012919557630979
LS_112,0.023206938487330513,0.019984771051753662
NFATC2_Expr,0.008324825626259197,0.01996887685740152
BAP1_Expr,0.027655221827955684,0.019953349186652734
CDH1_Expr,0.013971870953267702,0.019909086582307424
SPECC1_Expr,0.012597717723864772,0.01989289551007086
USP8_Expr,0.03550547887659494,0.019803976377607405
ACSL3_Expr,0.027785903315143114,0.019792253756116717
DNMT3A_Expr,0.035804642712002274,0.019758762851452692
SAGE1_Expr,0.04343053435742237,0.019726422218580546
M16,0.0022305882933598377,0.019719181347860597
LS_32,0.033080088907947315,0.01971716591000296
RABEP1_Expr,0.002229471707693245,0.01964624028090879
DLG3_Mut,0.006571419671290338,0.019641197719257722
BRCA1_Expr,0.005103001209879192,0.019614831475791208
LS_174,0.03364388781837945,0.01961110136376446
mTORC1_signaling,0.018316058937692944,0.019584474986914964
TRAF7_Expr,0.023081857866980873,0.01956599605006873
IGSF10_Expr,0.08418162379149767,0.019531321996033107
LS_187,0.013215805121931611,0.019493157296033195
LS_109,0.03329530934784441,0.01932437846441134
LS_231,0.037302451630826905,0.019320832042298286
Mismatch_Repair_in_Eukaryotes,0.009007821408968754,0.019194736076843806
NTRK3_Expr,0.01757717053640622,0.019106525062895348
LS_93,0.008640445067930885,0.019088831945777422
BRD4_Expr,0.01688453126236909,0.01908514853345083
PKD1L2_Mut,0.020946127807775168,0.01907242443794532
RIMS1_Mut,0.009846515263174356,0.01907242443794532
LS_30,0.028860176792964935,0.018909029961467518
GOPC_Expr,0.019182736431695078,0.01881880604575433
PPARGC1A_Expr,0.0020379604962068565,0.018800607388664233
VHL_Expr,0.02614295095708607,0.018704723150290183
BCORL1_Expr,0.04379973419369038,0.018636270679478966
POU4F1_Expr,0.019596548794523085,0.01862485878761988
BIRC3_Expr,0.014627908136755515,0.01859340477616304
SCN9A_Expr,0.0028869551400572454,0.01847906200049948
FANCC_Expr,0.01671588520733619,0.018472094511462773
SS18L1_Expr,0.015043771854476222,0.01846061382253298
ZNF521_Expr,0.006873073420091671,0.018442818604308086
SPOP_Expr,0.01579288521170768,0.018419005878135487
CRTC3_Expr,0.0071571004792644844,0.01839779026782668
SAMD7_Mut,0.020946127807775168,0.018353647459841613
RAD21_Expr,0.006453312384044218,0.018347090470227798
NTHL1_Expr,0.028908525628497505,0.018322218943596695
BRD3_Expr,0.0016853136786905332,0.018196839030863728
LS_205,0.028961588780868863,0.018112543737034085
HERPUD1_Expr,0.01615484005340984,0.018092355195649765
BTK_Expr,0.028372744498441616,0.01806333782828646
USP6_Expr,0.003953005273295991,0.018045748326245958
KRAS_Mut,0.14555319545468903,0.018035410232541235
JAK3_Expr,0.003998862075672475,0.01801959710626467
LS_56,0.0023244317248343437,0.017884139305646248
ATP1A1_Expr,0.02456726940674008,0.017870124240293165
WWTR1_Expr,0.04005590613591569,0.017833601827215138
LARP4B_Expr,0.019920676662165345,0.01777522941960263
NUP98_Mut,0.007457944857251364,0.017688430292822774
TNFR1_Signaling,0.018332721855628474,0.017665295836595166
ERG_Expr,0.010148528092551495,0.01764473564860617
DPPA4_Expr,0.0010266163762038252,0.017638367294304336
POU2AF1_Expr,0.002953088508385976,0.017587707147881625
MTUS2_Mut,0.013977184870952359,0.01758047607963778
SNCAIP_Mut,0.010630094572195247,0.01758047607963778
AARS2_Mut,0.0039841477175555804,0.01758047607963778
ASXL2_Expr,0.005811506116835337,0.017557040359598576
CLP1_Expr,0.020901576138693385,0.017534457213750857
SMC1A_Expr,0.0004878973246315769,0.017431529235104867
HOXA3_Expr,0.03077276675656066,0.017418253052485067
CNOT3_Expr,0.01166942996394893,0.017386620337883792
M23,0.0035247882171485874,0.017361958762298464
Progenitor-like,0.058005893536464855,0.017352295584017605
MYH11_Expr,0.037436760413218265,0.017311100614240793
CD79B_Expr,0.0026613420596021883,0.017287922407926183
JAK2_Mut,0.022204132158143333,0.017182596887077566
KDM5A_Expr,0.03022605186880929,0.01715337511947534
HOXA9_Expr,0.0003358182546234928,0.017138199824756995
IDH2_Mut,0.02869132665943072,0.017134915801717526
FNBP1_Expr,0.021974280512508576,0.017022876472068384
CREBBP_Mut,0.0015543176613364933,0.0168947545059479
PTPRC_Expr,0.01855514495831764,0.016867569960555467
DICER1_Expr,0.03937152321794889,0.016834645955394308
SLITRK4_Expr,0.01758342549314433,0.01681455520633244
SMAD2_Expr,0.034749481213305275,0.01681440267425351
GRM4_Mut,0.00871874323811088,0.016746269165046717
FAS_Expr,0.04411679490437215,0.01669204757847919
BMPR1A_Expr,0.028354630374413114,0.01658742459292789
APOBEC3B_Expr,0.02186239072638632,0.016587190302322207
ADCY2_Expr,0.018046980827542143,0.016503698273160436
SF3A1_Mut,0.008766827131042248,0.016490989077065227
CDKN2A_Expr,0.023847603499353554,0.016443421853758095
CCNE1_Expr,0.016543435294135926,0.016433771552406082
RGPD3_Expr,0.01354094077025345,0.016428853353785487
BRCA2_Expr,0.0064124073350304385,0.01634198013042892
AR_Expr,0.00831949535307921,0.016317923673996686
NTRK1_Expr,0.02263209933185991,0.016234988675401348
B2M_Expr,0.009141025368589914,0.01622845662984325
LS_170,0.032243653295873795,0.016182528992430886
CDK4_Expr,0.035365342951921806,0.016167240107077704
CSF1R_Expr,0.03401596569001338,0.016137263007964534
CUL3_Expr,0.01115672531829959,0.01612677721926833
TFRC_Expr,0.045259054969759044,0.015997263738531272
KLF4_Expr,0.012688020880022438,0.015964938308830626
HOXA5_Expr,0.029235486336153013,0.015943899708134958
LS_10,0.03571883005090268,0.015906397678557876
BCOR_Expr,0.007993704602126003,0.015896826082218162
Promono-like,0.02409908168158521,0.015871336544145416
GPC3_Expr,0.01466330777928479,0.01587121095604862
NRAS_Expr,0.0019481786773664393,0.015868668871518297
ITK_Expr,0.008618612269315555,0.0158674013659189
ZNRF3_Expr,0.030397696558085746,0.015799514330127416
AUC__SHC1/pSTAT3_Signature,0.013627828333804428,0.01566179725334948
GSTM1_Expr,0.05520064294972341,0.015644628097777318
CD79A_Expr,0.0014615181696683954,0.0155768133244639
HMGN2P46_Expr,0.00972463318863046,0.01557089674578806
LS_243,0.02638683058117912,0.015556227923655873
SLC45A3_Expr,0.05821828209177313,0.01550601743956383
SH2B3_Expr,0.02541129686016433,0.015450747261721689
LS_41,0.008319280148977735,0.015442260212184455
MYCL_Expr,0.0004190557654266063,0.015409443759263617
NF1_Expr,0.020230266091958903,0.015385604762872863
CREB1_Expr,0.025208886666641925,0.015375537076119352
TET1_Expr,0.0329758357380744,0.015367801699390733
PRKCB_Expr,0.00962766501246444,0.015341604292886028
RPN1_Expr,0.02218909712102987,0.015289325185590634
PCBP1_Expr,0.04596117023451233,0.015266671544754836
MYO16_Mut,0.005886331087940351,0.015261383471207089
HUWE1_Mut,0.0,0.015261383471207089
KPNB1_Mut,0.012167303017664218,0.015261383471207087
REL_Expr,0.008993610825090918,0.015188961664614923
IDH1_Mut,0.059643277460593586,0.015171193543374728
LS_105,0.016346350200491785,0.015164426358821134
C15orf65_Expr,0.039209989361918794,0.015141723441882277
ACKR3_Expr,0.0219323606467383,0.015139065805891033
LS_37,0.03057304736479326,0.015135867938951096
TFEB_Expr,0.017992295945876105,0.01506363483643865
PPM1D_Expr,0.02983890233983426,0.015031230185681971
LS_215,0.03306017218768214,0.015024506780867761
LS_252,0.042740350568641367,0.014998258853267879
RBBP6_Mut,0.011277076374731179,0.01496186821560089
PDE4DIP_Expr,0.030125069613617887,0.014930740588411096
FOXA1_Expr,0.011223450081438524,0.014913398825551856
CRLF2_Expr,0.049436852953673664,0.01491077501906713
KDSR_Expr,0.005486397547672744,0.014788634762127138
SPEF2_Mut,0.011077869646911416,0.014734279407596555
BCL11B_Expr,0.0028450912716014615,0.014683801853052389
POT1_Expr,0.0016960491837895286,0.014648238488071235
LAMP5_Expr,0.0013520104267220944,0.014626929622298364
PTPRD_Expr,0.04372567650213157,0.014626828424460241
TET2_Mut,0.006767679250424522,0.014623144656276406
SMAD3_Expr,0.03899643332705691,0.014525837142075854
PDCD1LG2_Expr,0.02378353341586623,0.014500145628281044
EZH2_Mut,0.004939033501327849,0.01443625365212313
TET1_Mut,0.0,0.014383847626492027
TMEM132C_Mut,0.006571419671290338,0.014383847626492023
NTRK3_Mut,0.006571419671290338,0.014383847626492023
TRRAP_Mut,0.003545201970026966,0.014383847626492021
NPNT_Mut,0.009507597164232667,0.014383847626492016
VCAN_Expr,0.001703168067969135,0.01433439101116075
BRAF_Mut,0.0060283047861063145,0.014263640766816401
RNF43_Expr,0.051294397116129924,0.014262098138523001
PPP2R1A_Expr,0.00030418558860639616,0.014245734605710469
TBX3_Expr,0.016597894257483887,0.014217638656522417
LS_69,0.0032159222022644066,0.014213594117040894
E2F_targets,0.0005750315059573622,0.014138035943835956
MYH13_Mut,0.005276781731568253,0.014085327197711914
DUOX1_Mut,0.027032955977806465,0.0140235286275842
TOPAZ1_Mut,0.0039257960537190375,0.014023528627584199
TRPM3_Mut,0.0224061857872467,0.01401886112769949
ETV4_Expr,0.028576434953095566,0.014002786837423438
SCN1A_Mut,0.016001122343637098,0.013979999353837884
MSH6_Expr,0.013483216739135858,0.013974463878875312
SRC_Expr,0.020511700436854973,0.013972492598901527
TNC_Expr,0.009714382493889274,0.013971070056294029
CASP8_Expr,0.006273463097533223,0.0138570339516737
MMP2_Expr,0.02008462280977739,0.013840459464171282
CIITA_Expr,0.05246530173783226,0.013821058761246861
ZFHX3_Expr,0.027404661235269516,0.013815923372320694
FOXC1_Expr,0.001800702901891749,0.013807435902242518
LS_15,0.029201426507480113,0.013806576830786496
UBR5_Expr,0.015832746227697793,0.013771863265706235
DEK_Expr,0.002552837805057134,0.013762299837547507
ZIC2_Mut,0.0,0.0137565646293907
DDX3X_Expr,0.015279767124528906,0.013701736949539287
CEBPA_Expr,0.01649082799150046,0.013647081836216003
TSHR_Expr,0.04350280453052667,0.013644872631098816
SETBP1_Mut,0.002173045773756312,0.013621787967272855
EP300_Expr,0.0046792411233251,0.013603952189797505
FHIT_Expr,0.006682069097851433,0.01358134330659897
LRRIQ1_Mut,0.010049813968844414,0.01354366035606817
protein_altering_variant,0.011921270348531132,0.013543660356068167
CDH11_Expr,0.018348681946009117,0.01353052965725094
PALB2_Expr,0.025013386426378386,0.013513001232835019
NRG1_Expr,0.030074825057010222,0.01350446454406566
TSC1_Expr,0.03761238383455303,0.013447601328013958
CELSR2_Mut,0.01470310853536635,0.013433664334214987
EXT2_Expr,0.04122131470644663,0.013424470552469979
THSD7A_Expr,0.046174162708106446,0.01336759418070087
CDH2_Expr,0.0158520031869901,0.013224585296982862
PTEN_Expr,0.006380210397354834,0.01318239352626929
AUC__Myc_Mediated_Apoptosis_Signaling,0.04819351932833886,0.013152694345898778
STAG1_Expr,0.011837021322459822,0.013126660309606568
PDS5B_Mut,0.004175680437363211,0.013125121618297715
KNSTRN_Expr,0.021977958767531898,0.013045599683672188
IKBKB_Expr,0.03210795022278875,0.012928778661307042
RBM15_Expr,0.02092005943387465,0.012901095264165803
MITF_Expr,0.01973683410917779,0.0128657111750243
BCL9L_Expr,0.006226127063058002,0.01285954812258608
LS_75,0.0025768703478371087,0.012841811253034024
SEMA5A_Mut,0.004165576015589765,0.012829669108668314
LS_123,0.00022221406629761164,0.01269503167273231
LS_86,0.028331502405951354,0.01269360637435897
LGALS2_Expr,0.04024298943919964,0.012669482506833382
LS_96,0.028694033475184497,0.012667092616619403
HIST1H4I_Expr,0.003017228918713931,0.01252958836478083
STAG2_Expr,0.05141496892271298,0.012483284305199458
DNMT3A_Mut,0.010996573030651992,0.012466283795945166
PRKAR1A_Expr,0.006546110824507512,0.012445426489682594
HOXB6_Expr,0.008168369383464663,0.012444862781671505
LS_206,0.02841964678725259,0.012436631081745423
IDH1_Expr,0.005697344738484933,0.012396233867700812
SKI_Expr,0.019455954384281573,0.012376946523921553
FEN1_Expr,0.012192186449145206,0.01237628116672608
PHF6_Expr,0.009598362710773304,0.01236119101266478
SYCP2_Mut,0.008337801119095411,0.012337741022959757
CHST11_Expr,0.002804286493562747,0.012326164367507499
CARS_Expr,0.04290150350079801,0.012306220963055224
STK11_Expr,0.012416159515806503,0.012290812908104388
CCDC6_Expr,0.04227391593205276,0.01228838682735002
PRCC_Expr,0.0073917479728124605,0.012287646794792743
ARHGEF10_Mut,0.0,0.01226554177583479
TNIK_Mut,0.0039841477175555804,0.012264434689672237
CCND3_Mut,0.019561800508196718,0.012264434689672237
KMT2D_Mut,0.01838575183943996,0.012264434689672237
LS_150,0.03129594804704622,0.012194056278788149
PTCH1_Expr,0.018710107239332176,0.012131963787343889
COX6C_Expr,0.05809339216562815,0.012083565267615934
TPM4_Expr,0.009466794328514296,0.01207886748608497
IRF4_Expr,0.004298338696025371,0.012039213826546217
U2AF1_Mut,0.0020643285257860777,0.012036525613358657
LS_14,0.028441649015097676,0.01203068565619237
cDC-like,0.02934218277425018,0.011988285209426651
ETV5_Expr,0.023588213174530585,0.01198732548323148
LS_230,0.028586089113454984,0.011967390486160225
LS_223,0.005729145663512088,0.011932908614426956
MSH2_Expr,0.019855361026063802,0.011926362510552842
CBFA2T3_Expr,0.016222639819088662,0.011839219969816142
LS_9,0.028083991262519037,0.011765474771736622
WDR43_Mut,0.014948627717689076,0.011756431291045226
EIF1AX_Expr,0.022835385682341867,0.011738372032267682
ST18_Expr,0.010004554393964873,0.011694893935133522
RECQL4_Expr,0.0005491170431337434,0.01167877882823475
CARD11_Expr,0.01551391052049551,0.011654390103269671
TBL1XR1_Expr,0.009544416200710473,0.011653206809744793
BUB1B_Expr,0.016812166434624562,0.011607865718579451
NCOR1_Expr,0.0030380219876745794,0.011556509996355276
BTG1_Expr,0.006098216842049658,0.011437697395788591
EPS15_Expr,0.004906881431408872,0.01143585680585159
ZRSR2_Expr,0.0012504050013745843,0.011411323241237845
SDHB_Expr,0.011969629240890407,0.01138902440571624
LS_225,0.028000620417195237,0.01128088714587687
NIN_Expr,0.017089004036028616,0.011112018043772187
SETDB1_Expr,0.009702948993292784,0.011105529660204417
frameshift_variant,0.01690460245024549,0.011054393964257832
SMO_Expr,0.03297797799371111,0.011018580948440512
ERCC5_Expr,0.005838529778373969,0.01094044345754436
EP300_Mut,0.0023261788614808094,0.010927460935622366
CDKN1B_Expr,0.00398058504405594,0.010852793779031538
SBDS_Expr,0.018100890035469268,0.010824693032021354
SMAD4_Expr,0.030243009573844383,0.010816282298054572
LS_184,0.011273973107439831,0.010787352539246706
ZBTB16_Expr,0.044253569356102244,0.010680619941510816
LS_99,0.013644822090517117,0.010667947459048673
MYO18B_Expr,0.0070645154101275425,0.010645437046163872
PABPC1_Expr,0.02569703293862529,0.010551279758211234
PTPN11_Expr,0.012935340155961124,0.010528043859818086
DNM2_Expr,0.045942854285680006,0.010481515304204908
ESPL1_Mut,0.0,0.010460271515783498
LS_195,0.017356672954126157,0.010437040507308168
GOLPH3_Expr,0.017591867644464097,0.010433673595451932
CBLB_Expr,0.008902078152817763,0.010391086573490678
splice_acceptor_variant,0.007653388312454254,0.010383807418227095
PTPN11_Mut,0.007754817269788028,0.010326501829679952
PRPF8_Mut,0.0,0.010282839464044175
ZNF384_Expr,0.007587677627852112,0.010251549047458723
GATA2_Mut,0.02485755578808257,0.01017845302656817
BARD1_Expr,0.02315238482776333,0.010149343713151904
LS_44,0.012427556111233999,0.010107804514351743
M4,0.025158818158792968,0.010102264390961785
U2AF1_Expr,0.04359972092159469,0.010033213902850835
PHF6_Mut,0.005916873741816703,0.00997207222491432
KDM5C_Mut,0.020483994549201037,0.009962016493816773
MAPK13_Mut,0.0,0.009962016493816773
GRIN2A_Mut,0.0066847284433445165,0.009962016493816771
LS_49,0.023428182102205732,0.009958445708766802
LS_53,0.030751366081379964,0.009925171497297401
LS_228,0.027687876422463058,0.009868979739313794
SDHD_Expr,0.004927183331488234,0.009853426447069517
CADPS2_Mut,0.0,0.009774230773194947
RIT1_Mut,0.003375872698872313,0.009753750447745145
LS_180,0.02704659801149274,0.009712320165160049
LS_25,0.024208652584503134,0.009709727897500634
LS_51,0.026997767603184775,0.009654318769973474
ADAMTS2_Expr,0.027853175179975473,0.009602460389629483
AUC__MAPK_up_genes,0.03713558603700202,0.009577263878310162
KCNG4_Mut,0.005647209550845088,0.009501126801303904
LS_210,0.026118799691901673,0.009482265729707822
MSLN_Expr,0.007279602395004246,0.009479922266730664
