feature,embed_corr_train,embed_corr_test
LS_19,0.030197644733294934,0.051268978809718584
DEFA1_Expr,0.0022212631627034547,0.05122392120629517
NBN_Expr,0.03705318168481896,0.051134389724362565
LS_162,0.06926610809482328,0.05094628708637914
SF3B1_Expr,0.06200674548071486,0.0509383259789962
AUC__KRAS_signaling_up,0.060512222998444505,0.050845536448225315
LS_216,0.05204372656661344,0.05084469735907907
LS_253,0.044580458690345194,0.050701991723999515
AUC__VEGF_Signaling,0.07495137101429107,0.05062764631617531
SHC1/pSTAT3_Signature,0.029662441258713288,0.05052904943363495
OLFM4_Expr,0.016357233753157244,0.05044619361238375
XPC_Expr,0.03796826109188185,0.0504080905762857
LS_250,0.04906585927108563,0.050269767220199685
HOXA11_Expr,0.023029897891712794,0.050238972561791266
CDK6_Expr,0.0618200942416981,0.05000521981320211
MSN_Expr,0.06346421715037037,0.0498063869981488
LS_214,0.0436239776658169,0.04977016194874427
HMGB1_Signaling,0.04230322278937413,0.049768166299309274
FGFR1_Expr,0.034456263366668384,0.04955904167226479
Myc_targets,0.053443704766111814,0.049497641970525905
CHRDL1_Expr,0.005271606622273168,0.04945283232181282
CYSLTR2_Expr,0.05848025503132593,0.0494092665787842
ERCC2_Expr,0.0682266587608248,0.04937884336739621
LS_107,0.058060329351371516,0.049352888070532286
AUC__Hypoxia,0.033574351551443456,0.04932826678708729
SS18_Expr,0.004038366026525567,0.04930518160366583
LS_57,0.04290401393471571,0.04924899547973174
EXT1_Expr,0.06958503367542244,0.04921467733062127
LS_159,0.027348831461620936,0.04920467657505214
VEGF_Signaling,0.051722473110768614,0.04920335529032109
CDC73_Expr,0.06077777745779821,0.04900555316128224
Estrogen_response,0.0284322925948026,0.048870180069888636
AUC__AMPK_Signaling,0.027946422682772937,0.04878471230278812
LS_254,0.05311050421774642,0.04870347457850194
LS_218,0.05325175732304115,0.04868114786857347
ASPSCR1_Expr,0.039968935590082945,0.048563459638230985
EIF4A2_Expr,0.09230476308496569,0.048393987338704925
NPM1_Mut,0.052080365426736136,0.04833785648233537
YWHAE_Expr,0.03149200817881678,0.04831462366101321
CHCHD7_Expr,0.027464584588097023,0.04816756762791265
LS_7,0.04161350949170469,0.048012594417657095
UVC_Induced_MAPK_Signaling,0.04712326104165893,0.04799192299255256
Notch_signaling,0.03930523876339836,0.047968527017317665
TRRAP_Expr,0.04343813159185358,0.04781125650588793
LS_234,0.04571976634175533,0.04762158767430416
Monocyte-like,0.03272148643835301,0.04761443520196888
TMSB4X_Expr,0.03809546470609833,0.0474440398233112
HOXA11-AS_Expr,0.01044218041701697,0.04729040529816692
CSF3R_Expr,0.01717479259072651,0.04728022463182599
DEFA3_Expr,0.005110301771204356,0.047128089643925564
ARHGEF12_Expr,0.02044226635989618,0.04697726257133428
NFIB_Expr,0.03488385249090287,0.046750257549450426
FLT3_Expr,0.05416104791648913,0.04668829378626099
UVB_Induced_MAPK_Signaling,0.01761637063950099,0.046354825192391425
LS_183,0.024632889431323742,0.046351394005039
Wnt_beta_catenin_signaling,0.052314678823860754,0.04629219566837761
IRX3_Expr,0.004993182265071503,0.04613495445323361
AUC__UVC_Induced_MAPK_Signaling,0.08198793989187303,0.0460216758732979
LS_194,0.04077573499983955,0.04594117858860366
NOTCH1_Expr,0.016142831980528283,0.045805780618173086
CNTRL_Expr,0.050245048708964866,0.045779877367424074
HSP90AB1_Expr,0.05931326731706664,0.04564262763028094
LS_121,0.017473942938570013,0.045445505783088605
DDB2_Expr,0.0069629340742289455,0.04536155330870081
IL6ST_Expr,0.05019461552700515,0.04531441503416454
EML4_Expr,0.021173614962285075,0.04495198457748506
CREBBP_Expr,0.015560895569407767,0.04477185248686136
AKT3_Expr,0.05836395522020092,0.044730453850483194
BCL6_Expr,0.036291585197997356,0.04458960200217929
AFF1_Expr,0.05267459454673752,0.04457862396185441
LS_241,0.046323351036006384,0.04456300857660046
SRGAP3_Expr,0.04812178771816617,0.04453732442075855
TMEM127_Expr,0.042066275984952314,0.044519746175243645
PIK3R1_Expr,0.05603910979879998,0.04446626736485732
LS_119,0.04825794834292647,0.04439014424027219
Hypoxia/Adenosine_Immune_Cell_Suppression,0.0748857998801037,0.04437945205470974
MEG3_Expr,0.008732507464412814,0.04427621292611707
ELN_Expr,0.06411910393169254,0.04425282142958676
S100A16_Expr,0.02366750928624872,0.04407334032625178
ASXL1_Mut,0.06876163233472404,0.043876116635141404
LS_133,0.045412870669894766,0.043842356182765316
LS_113,0.023881502144477474,0.043759426347612394
MTOR_Expr,0.0007335041428753458,0.04367991972819347
TGF_beta_signaling,0.04772972151069038,0.043671056207571085
MAP2K4_Expr,0.05871508701878146,0.04328760719654854
XPO1_Expr,0.045868981440437995,0.043071324786461564
HOXB8_Expr,0.030582238210732856,0.04304050108621071
AUC__mTOR_Signaling,0.013552359028252938,0.04287090210302376
LS_48,0.014672890964289772,0.04285101349299795
RAP1GDS1_Expr,0.0024694359110887603,0.04266665878506774
ITGAV_Expr,0.04243669428987769,0.04258790697791877
GJA1_Expr,0.05116923338092323,0.04255604612411602
MLLT11_Expr,0.005598054135447404,0.04252304858880604
SMARCA4_Expr,0.026096821713813986,0.042385624721549185
GPC4_Expr,0.04108786991839124,0.04237971589086714
FOXO3_Expr,0.03357797209221566,0.042375190120482645
GNAS_Expr,0.025958286002525477,0.04209793067281127
LS_120,0.04819866681999364,0.04202866476726144
LS_134,0.03494830101192692,0.04202633206550719
DNA_repair,0.03360851960072059,0.04199335173068943
HSC-like,0.006911929147510869,0.04194141019794448
ErbB2_ErbB3_Signaling,0.036635665339194115,0.04189776068335534
NONO_Expr,0.06097990715183448,0.04173751686602154
ERK5_Signaling,0.050407908315256295,0.04164533339286329
SRSF3_Expr,0.08577631708674918,0.04160284330368419
Hypoxia,0.03736709190663605,0.04154943196807823
SFRP4_Expr,0.0023019358120162196,0.04149732915215947
PDGFRB_Expr,0.03900069659968649,0.04148898731915474
AUC__UVB_Induced_MAPK_Signaling,0.07818962369774934,0.04144932943702599
CEP89_Expr,0.006288617245533043,0.04141178155241991
ACVR2A_Expr,0.027360768406965264,0.04134516824631359
AUC__p38_MAPK_Signaling,0.004628734979614325,0.04127925705189995
LS_157,0.029151587062067684,0.04123650609692187
POLG_Expr,0.018415565278308912,0.04106552421343108
GATA1_Expr,0.0034432925267571155,0.04105262833442204
FLCN_Expr,0.06589093580961124,0.0409801088435748
RP11-114I8.4_Expr,0.03358259896588441,0.04090211772234115
CD177_Expr,0.0009187019632881465,0.040871347039049266
LS_246,0.03250051280342852,0.04086822516449217
SET_Expr,0.0602337612034137,0.0408149698151337
AKT2_Expr,0.0023609102285056813,0.04068011523072786
ABL1_Expr,0.011526782604564436,0.04066131293493068
TP53_Mut,0.02199199608436148,0.04063620722397708
LS_91,0.042445485084254705,0.040628849403322835
LS_148,0.014907060783472979,0.04062712487330769
ATIC_Expr,0.0517516771389497,0.04062334677483749
RP11-388P9.2_Expr,0.05931500323923601,0.04031042161901531
LMNA_Expr,0.012148742572539699,0.04024817935335569
DSG2_Expr,0.03553309018742538,0.04024592619167594
DDX5_Expr,0.06136591936611433,0.04019341549292899
PPP6C_Expr,0.01249240185861501,0.04018803129961384
PREX2_Expr,0.002722659758474551,0.04009295195638055
FANCF_Expr,0.046637355791308954,0.04007894959578427
TGFBR2_Expr,0.04158793473508374,0.03998475561010348
SGK1_Expr,0.006587290296232249,0.03997276871494853
Barrier_genes,0.00810468703693969,0.039895269970681414
SDHAF2_Expr,0.0494721976971788,0.039860457777772355
MYH9_Expr,0.0401633386554011,0.0396730652772983
ERBB3_Expr,0.026143840401816755,0.03965587164277824
SPEN_Expr,0.03179405859958898,0.03960441058223987
TCF7L2_Expr,0.011692044093826584,0.03957514975599517
ABL2_Expr,0.05442271518764892,0.039548509404333174
Apoptosis,0.024664763282083467,0.03954684542832312
HEY1_Expr,0.01460789233469465,0.039458223754526366
LS_130,0.0408174383544496,0.03935915850012508
PML_Expr,0.009948816098837784,0.03928397820931518
BCL2_Expr,0.020923464219203162,0.039173861568241534
HSP90AA1_Expr,0.030129062903885534,0.03916758164295659
p53_pathway,0.020210875301897507,0.039129533600563586
LS_190,0.018675572847844796,0.03904518853789657
LS_135,0.04301803296550005,0.03892952217554979
TPR_Expr,0.02914876487605635,0.038864359691689825
CD34_Expr,0.017461189843095058,0.03883348185432247
IDH2_Expr,0.05219848076534251,0.03877419455958135
ARPP21_Expr,0.007694076541661043,0.038754788620147494
EPX_Expr,0.007989995488772914,0.03873272280972394
BCL9_Expr,0.017126259071780135,0.03866175022743983
MAML2_Expr,0.06401175588987763,0.03863830174705694
MAF_Expr,0.007914469728455331,0.038540407953300375
NFKB2_Expr,0.03304991513361375,0.03853455481425706
FAT4_Expr,0.020665462768632747,0.03852029556532817
ELK4_Expr,0.037073931741952844,0.03833286122531375
TSC2_Expr,0.021019001355385744,0.03827778625788889
BCL7A_Expr,0.019160858001097698,0.03815519196460589
CLTCL1_Expr,0.018581745439707163,0.0381442900062435
BCLAF1_Expr,0.03594974041260717,0.038102219684053244
LS_26,0.012253517067645823,0.03810180803688114
ERCC3_Expr,0.06179601476691234,0.037937277521806506
NUTM2B_Expr,0.002561506049550131,0.037848481684964824
Estrogen_Dependent_Breast_Cancer_Signaling,0.057781085825735205,0.03782537274540793
VAV1_Expr,0.006727145301011977,0.03779750728667594
LS_164,0.05312781522557427,0.03767091729569029
KAT6A_Expr,0.03857561188925332,0.03756247928353215
TFE3_Expr,0.07325978393606727,0.03753914856572752
LS_217,0.03072555915303287,0.03747742241030981
CASC10_Expr,0.036434863049219245,0.037445507940551126
H3F3B_Expr,0.04426230592772982,0.03728352883369036
ARID1B_Expr,0.0477176071328659,0.037271100795052144
PRPF40B_Expr,0.024921669350618406,0.03724396755767767
FKBP9_Expr,0.0620261672403659,0.03711020223193801
HOXB9_Expr,0.024843297313042054,0.037106905121971276
LPP_Expr,0.04446950656778819,0.03709020453702285
FGFR3_Expr,2.0145593149109918e-05,0.03707754712681064
LS_72,0.0539279360465488,0.03697731439288905
CCR4_Expr,0.02992688259578154,0.03681698254098669
SMC3_Mut,0.011221634185701322,0.03675237030836752
M7,0.029997335593486323,0.036727853623517125
SIRPA_Expr,0.032926829559800114,0.036565951763229944
C20orf166-AS1_Expr,0.016225381929820995,0.03654353906579193
EGF_Signaling,0.02139715025725247,0.03651776557916762
EPAS1_Expr,0.04766913915135019,0.03642082529904006
LS_176,0.03800474710674113,0.03641363276225075
LS_76,0.03852351722988673,0.03630963920620546
ETV1_Expr,0.031375438819767246,0.036290591728016616
PMS1_Expr,0.05047932740670801,0.03619833948694137
SMARCB1_Expr,0.03938787460242497,0.03618219203232105
USP44_Expr,0.0071850520734596714,0.036090882582336434
IL12A-AS1_Expr,0.01626966896342154,0.03584532177710564
NRAS_Mut,0.06260800884670056,0.03581826953873229
AUC__Notch_signaling,0.038748968108767205,0.03574911759484989
CALR_Expr,0.033082110390212895,0.03557949231249388
DNAJB1_Expr,0.020353673919567886,0.03533178639729345
FH_Expr,0.011511856072479005,0.03511198636077857
RPL10_Expr,0.04567189537152876,0.03510049237083727
TPM3_Expr,0.02770044242348702,0.035038452660175703
LS_5,0.03708050503582735,0.03494019624015553
RARA_Expr,0.044380627777759724,0.03481518520364942
MECOM_Expr,0.015889307040568075,0.03465231488081781
MAPK_up_genes,0.010334437591990752,0.03464570289304317
AMPK_Signaling,0.04424968009099055,0.034543479907582726
FANCA_Expr,0.012939766364730085,0.034474415248244954
HIF1A_Expr,0.01537685595712384,0.03436319159920866
PTPRB_Expr,0.027181585124895224,0.03432885577918253
LS_160,0.041670483527898594,0.034284441219693755
DOCK1_Expr,0.021437525090001668,0.03428422996700394
GMP-like,0.008654970150921976,0.03424167136160574
Oxidative_phosphorylation,0.03648537582132313,0.034206796097790565
MGMT_Expr,0.03422738624408262,0.03409733071064253
LS_220,0.0498200815680329,0.03394491559235792
NCOA1_Expr,0.042060033784363474,0.03391201261627919
M8,0.0017978760764116345,0.033801710848400744
LS_79,0.021566816015080998,0.03379431868250608
LS_24,0.03678986660941734,0.03379320438238716
PDGFB_Expr,0.038092595785559444,0.03378511013624355
AKT1_Expr,0.015076160856130914,0.03376972751307651
MLLT10_Expr,0.01458100647183606,0.03372877421543406
ELF3_Expr,0.024669656723604525,0.03371604682120051
RPL5_Expr,0.06422784375534688,0.03369501087849248
LS_55,0.03820727303797286,0.03354052616908415
HOXA13_Expr,0.005736723829323351,0.033494733998681796
WRN_Expr,0.014488130063209528,0.03345778863306058
MSI2_Expr,0.04772599419829116,0.033317661338076836
RBPMS_Expr,0.014864269619131237,0.03326093206305872
LS_31,0.043231009790478676,0.0332536898334453
LASP1_Expr,0.004671992419232657,0.033250248064730904
SF3B1_Mut,0.009745206978244,0.033031434078268376
CHD4_Expr,0.01947858735104579,0.03299075944628786
MAP2K1_Expr,0.05867441622026964,0.032965056438583405
BLM_Expr,0.03260352268730775,0.03295411950693998
SEPT6_Expr,0.048953450474164995,0.03290654923541266
CCL2_Expr,0.033156210133559925,0.03289162812804395
PMS2_Expr,0.041260157712055885,0.032885418373400185
ARID1A_Expr,0.008319790863000788,0.03286930627215691
ACOT2_Mut,0.003935124808183011,0.03279862974559195
AFF4_Expr,0.015680552225775145,0.03271242895169117
NOTCH2_Expr,0.027005217595790647,0.032653316490148826
LS_203,0.03430733585198024,0.032614823491021724
PROM1_Expr,0.0044751162667929,0.03253705897920519
HOXB-AS3_Expr,0.027971546296655457,0.03252746431588954
ARHGAP35_Expr,0.03166238941473819,0.032445527730208076
ALDH2_Expr,0.020157834301907727,0.032424157400426354
LS_198,0.03487876789517544,0.03235758867601259
ERBB2_Expr,0.003020397743867387,0.032354408913305766
LS_21,0.012131762081515979,0.0323022800432593
GLI1_Expr,0.014602940526885459,0.03220990718703304
ANK1_Expr,0.0043100565313567655,0.03203453833376633
LCK_Expr,0.01962753327632249,0.031931822720881915
LS_154,0.04673692050941183,0.031890654572336065
NACA_Expr,0.06302351439894224,0.031728365736150496
LS_182,0.00607390015902246,0.03170776015371693
MYB_Expr,0.04099114661880038,0.03164618842628905
MAP3K1_Expr,0.010625850565344798,0.03156365715394049
NKX2-3_Expr,0.0003910339089951058,0.03154819153705279
LATS1_Expr,0.0038271402727554594,0.031540044566871726
CD274_Expr,0.027583908514355545,0.031458812626346144
ESR1_Expr,0.012140171620929358,0.03132752356726259
GATA3_Expr,0.024418670038478554,0.03122574044513711
ATF1_Expr,0.05233750656909525,0.031138429729668706
DGCR8_Expr,0.0073930670258231905,0.031122501546469613
LS_238,0.013770278116921527,0.03109591135332935
CCNB1IP1_Expr,0.049474192509495765,0.03106674852935768
AUC__Glycolysis,0.015367884338133004,0.030899193225370384
KDR_Expr,0.02588712256050493,0.030866300134482154
ELL_Expr,0.04528801860937863,0.030850212106713345
TCF12_Expr,0.022572779194876623,0.030737085989376207
UVA_Induced_MAPK_Signaling,0.014170136177387348,0.03061561315174171
PATZ1_Expr,0.05425890874183673,0.03052542727182492
AUC__PI3Kgamma_Signature,0.04038333046040747,0.030524663153970847
CHIC2_Expr,0.043433762025649,0.03042577146097939
MLF1_Expr,0.047047985801952526,0.030343651899879167
WAS_Expr,0.003968596300705331,0.030300986427654112
AUC__Immunogenic_Cell_Death_(ICD),0.022397091687905376,0.0302738872025484
WDFY4_Mut,0.0036432622360792226,0.030191381511690454
KIF2B_Mut,0.005886331087940351,0.030191381511690447
MDS2_Expr,0.008869364520167042,0.030110388642233817
AUC__ERK5_Signaling,0.0522335047642025,0.029953619137650843
missense_variant,0.0027559833910921847,0.0299421232693225
RP11-129J12.2_Expr,0.003381271402524178,0.029902266257428117
