feature,feature_value,shap_value,sample_idx,true_label,pred_val,base_value
LS_125,-0.9950220521536178,-24.44342803955078,8432,124.018589776608,124.031,197.29434204101562
LS_214,-0.43041657141842865,-13.688098907470703,8432,124.018589776608,124.031,197.29434204101562
POU4F1_Expr,-0.060331400198367954,-11.001203536987305,8432,124.018589776608,124.031,197.29434204101562
M16,-0.2685729595077443,10.243820190429688,8432,124.018589776608,124.031,197.29434204101562
MAFB_Expr,-0.25250888617991296,-9.34337043762207,8432,124.018589776608,124.031,197.29434204101562
GJA1_Expr,-1.2830892474670414,-7.769712448120117,8432,124.018589776608,124.031,197.29434204101562
AKT3_Expr,-1.7320497135257464,7.271995544433594,8432,124.018589776608,124.031,197.29434204101562
LS_94,-1.0168880237139575,-6.607334136962891,8432,124.018589776608,124.031,197.29434204101562
MSLN_Expr,-0.852517633781411,6.30560302734375,8432,124.018589776608,124.031,197.29434204101562
LS_127,-0.2458374260736065,-6.170141220092773,8432,124.018589776608,124.031,197.29434204101562
TTTY15_Expr,1.0530270894349945,5.46430778503418,8432,124.018589776608,124.031,197.29434204101562
LS_202,2.470682859888467,-5.439550399780273,8432,124.018589776608,124.031,197.29434204101562
Immunogenic_Cell_Death_(ICD),-0.13027464305583072,5.357931137084961,8432,124.018589776608,124.031,197.29434204101562
UTY_Expr,0.9925876675702521,-5.336427688598633,8432,124.018589776608,124.031,197.29434204101562
HOXA11-AS_Expr,-0.11841075976302763,-5.25102424621582,8432,124.018589776608,124.031,197.29434204101562
LS_166,-1.5961848694720098,-5.115633010864258,8432,124.018589776608,124.031,197.29434204101562
HOXB9_Expr,2.808948235302149,5.107276916503906,8432,124.018589776608,124.031,197.29434204101562
LS_58,0.8258715161576622,-5.086416244506836,8432,124.018589776608,124.031,197.29434204101562
PIEZO2_Expr,1.772772181917293,5.004859924316406,8432,124.018589776608,124.031,197.29434204101562
MMP8_Expr,0.06950429167013565,4.987125396728516,8432,124.018589776608,124.031,197.29434204101562
IL12A-AS1_Expr,0.9228448372390484,-4.957813262939453,8432,124.018589776608,124.031,197.29434204101562
LS_155,-0.16178746810802044,-4.925771713256836,8432,124.018589776608,124.031,197.29434204101562
AUC__Proliferation,-0.46998559720283173,4.876626968383789,8432,124.018589776608,124.031,197.29434204101562
LS_98,-2.1886334088128137,4.861276626586914,8432,124.018589776608,124.031,197.29434204101562
PXDN_Expr,1.243022250895346,-4.834682464599609,8432,124.018589776608,124.031,197.29434204101562
BCLAF1_Expr,1.094095998376023,-4.828273773193359,8432,124.018589776608,124.031,197.29434204101562
HOXB5_Expr,1.4873004377344745,-4.540773391723633,8432,124.018589776608,124.031,197.29434204101562
RXFP1_Expr,-1.4417048962914534,4.410713195800781,8432,124.018589776608,124.031,197.29434204101562
HOXB-AS3_Expr,1.2641954756561617,-4.310182571411133,8432,124.018589776608,124.031,197.29434204101562
