feature,feature_value,shap_value,sample_idx,true_label,pred_val,base_value
LS_58,-1.4593267438073458,16.074504852294922,6667,248.591383866157,248.59923,197.29434204101562
LS_253,-0.40142625479844746,14.075759887695312,6667,248.591383866157,248.59923,197.29434204101562
LS_151,0.9662105393436552,12.875076293945312,6667,248.591383866157,248.59923,197.29434204101562
LS_155,-0.6282420465461295,12.567218780517578,6667,248.591383866157,248.59923,197.29434204101562
LS_90,-0.27190371162806487,10.507232666015625,6667,248.591383866157,248.59923,197.29434204101562
IDH2_Mut,3.3446975328337567,-6.247474670410156,6667,248.591383866157,248.59923,197.29434204101562
LTF_Expr,-0.30990669259966763,-6.007560729980469,6667,248.591383866157,248.59923,197.29434204101562
GPC6_Expr,0.3926540873171012,-5.335075378417969,6667,248.591383866157,248.59923,197.29434204101562
LS_202,0.8629930130121222,5.277400970458984,6667,248.591383866157,248.59923,197.29434204101562
RP11-497G19.1_Expr,-1.196337434252932,-4.842041015625,6667,248.591383866157,248.59923,197.29434204101562
DPP10_Expr,1.5136480619665127,-4.682941436767578,6667,248.591383866157,248.59923,197.29434204101562
MAFB_Expr,0.8130673441197034,4.159156799316406,6667,248.591383866157,248.59923,197.29434204101562
FGD5_Expr,-0.5510017886899983,4.0347137451171875,6667,248.591383866157,248.59923,197.29434204101562
SCN9A_Expr,1.8871507430127226,-3.9526100158691406,6667,248.591383866157,248.59923,197.29434204101562
CD34_Expr,-1.1096528492676732,-3.6068382263183594,6667,248.591383866157,248.59923,197.29434204101562
NR4A3_Expr,0.5474095985739402,-3.5527420043945312,6667,248.591383866157,248.59923,197.29434204101562
DSC2_Expr,1.2510722167283181,3.4658546447753906,6667,248.591383866157,248.59923,197.29434204101562
LAMB2_Expr,0.717868812690377,3.437000274658203,6667,248.591383866157,248.59923,197.29434204101562
SNCAIP_Expr,1.4782785210262297,-3.2585220336914062,6667,248.591383866157,248.59923,197.29434204101562
LS_76,-0.33081352340471065,3.1747665405273438,6667,248.591383866157,248.59923,197.29434204101562
AL589743.1_Expr,1.5060220666076674,3.166107177734375,6667,248.591383866157,248.59923,197.29434204101562
HOXB8_Expr,1.8434795480406578,-3.1605567932128906,6667,248.591383866157,248.59923,197.29434204101562
RP11-388P9.2_Expr,0.8491617318483482,-3.0642013549804688,6667,248.591383866157,248.59923,197.29434204101562
DPPA4_Expr,1.0251032310724078,-3.0353317260742188,6667,248.591383866157,248.59923,197.29434204101562
LS_138,0.4666277996743258,-2.9509429931640625,6667,248.591383866157,248.59923,197.29434204101562
RP11-704M14.1_Expr,-0.9062906029019725,-2.9415435791015625,6667,248.591383866157,248.59923,197.29434204101562
HPGDS_Expr,-0.8726712313167393,-2.9236679077148438,6667,248.591383866157,248.59923,197.29434204101562
MLLT3_Expr,0.6692544520199631,-2.758220672607422,6667,248.591383866157,248.59923,197.29434204101562
Monocyte-like,0.6716638195769784,2.6654090881347656,6667,248.591383866157,248.59923,197.29434204101562
IRX5_Expr,0.134616757486209,2.5911827087402344,6667,248.591383866157,248.59923,197.29434204101562
