CID,MolecularWeight,SMILES,InChIKey,XLogP,Name,LeeAML_Drug_Name,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,graph_diameter,avg_shortest_path,num_cycles,num_chains,clustering_coefficients,avg_degree_centrality,avg_eigen_centrality,avg_betweenness_centrality,avg_load_centrality,wiener_index,max_degree,closeness_mean,katz_centrality_std,betweenness_mean,betweenness_std,eigenvector_mean,ring_4,heteroatom_ratio,ring_1,ring_2,ring_3,ring_5,num_aromatic_rings,num_non_aromatic_rings,average_carbon,average_oxygen,average_sulphur,average_nitrogen,num_single_bonds,num_double_bonds,Morgan_0,Morgan_1,Morgan_2,Morgan_3,Morgan_4,Morgan_5,Morgan_6,Morgan_7,Morgan_8,Morgan_9,Morgan_10,Morgan_11,Morgan_12,Morgan_13,Morgan_14,Morgan_15,Morgan_16,Morgan_17,Morgan_18,Morgan_19,Morgan_20,Morgan_21,Morgan_22,Morgan_23,Morgan_24,Morgan_25,Morgan_26,Morgan_27,Morgan_28,Morgan_29,Morgan_30,Morgan_31,Morgan_32,Morgan_33,Morgan_34,Morgan_35,Morgan_36,Morgan_37,Morgan_38,Morgan_39,Morgan_40,Morgan_41,Morgan_42,Morgan_43,Morgan_44,Morgan_45,Morgan_46,Morgan_47,Morgan_48,Morgan_49,Morgan_50,Morgan_51,Morgan_52,Morgan_53,Morgan_54,Morgan_55,Morgan_56,Morgan_57,Morgan_58,Morgan_59,Morgan_60,Morgan_61,Morgan_62,Morgan_63,Morgan_64,Morgan_65,Morgan_66,Morgan_67,Morgan_68,Morgan_69,Morgan_70,Morgan_71,Morgan_72,Morgan_73,Morgan_74,Morgan_75,Morgan_76,Morgan_77,Morgan_78,Morgan_79,Morgan_80,Morgan_81,Morgan_82,Morgan_83,Morgan_84,Morgan_85,Morgan_86,Morgan_87,Morgan_88,Morgan_89,Morgan_90,Morgan_91,Morgan_92,Morgan_93,Morgan_94,Morgan_95,Morgan_96,Morgan_97,Morgan_98,Morgan_99,Morgan_100,Morgan_101,Morgan_102,Morgan_103,Morgan_104,Morgan_105,Morgan_106,Morgan_107,Morgan_108,Morgan_109,Morgan_110,Morgan_111,Morgan_112,Morgan_113,Morgan_114,Morgan_115,Morgan_116,Morgan_117,Morgan_118,Morgan_119,Morgan_120,Morgan_121,Morgan_122,Morgan_123,Morgan_124,Morgan_125,Morgan_126,Morgan_127,MACCS_0,MACCS_1,MACCS_2,MACCS_3,MACCS_4,MACCS_5,MACCS_6,MACCS_7,MACCS_8,MACCS_9,MACCS_10,MACCS_11,MACCS_12,MACCS_13,MACCS_14,MACCS_15,MACCS_16,MACCS_17,MACCS_18,MACCS_19,MACCS_20,MACCS_21,MACCS_22,MACCS_23,MACCS_24,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_32,MACCS_33,MACCS_34,MACCS_35,MACCS_36,MACCS_37,MACCS_38,MACCS_39,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_45,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_50,MACCS_51,MACCS_52,MACCS_53,MACCS_54,MACCS_55,MACCS_56,MACCS_57,MACCS_58,MACCS_59,MACCS_60,MACCS_61,MACCS_62,MACCS_63,MACCS_64,MACCS_65,MACCS_66,MACCS_67,MACCS_68,MACCS_69,MACCS_70,MACCS_71,MACCS_72,MACCS_73,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_78,MACCS_79,MACCS_80,MACCS_81,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_87,MACCS_88,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_94,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_101,MACCS_102,MACCS_103,MACCS_104,MACCS_105,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_110,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_118,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_124,MACCS_125,MACCS_126,MACCS_127,MACCS_128,MACCS_129,MACCS_130,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166
3004,576.6,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC(=CC=C5)S(=O)(=O)O)O)C)O)F)C,TWQWRHIQRAZHPR-UHFFFAOYSA-N,3.2,ABT-737,ABT-737,17.254707994361155,0.21564664076575735,-4.5698018719037625,0.3543114565983498,40.475,576.6390000000005,1.2,3.090264758318913,1.4098100431448897,428347188.43953234,9.137314385512033,14.94991774348146,5.601050810983688,18.058886729623534,5.783244946364939,10.118126859033554,5.969305287951849,14.141824241834009,9.184952231746642,8.417796984328938,0.0,31.562966104746007,74.79397720277005,16.747886984954953,16.562901354963074,46.69449120139105,27.653922039715283,0.0,0.0,28.583699077277743,68.72375858377134,6.606881964512918,53.630084616114345,0.0,0.0,4.39041504767482,0.0,0.0,64.70005581037302,24.444064180977247,28.583699077277743,56.81248676654473,0.0,0.0,155.26999999999998,79.33051862813645,37.56721319991618,4.39041504767482,17.767518060987943,24.835569398847298,12.13273413692322,30.360794457424863,20.771211599071872,0.0,0.0,4.736862953800049,54.44816627860619,0.0,37.67676516390839,23.38993492268242,-6.170669670220726,-3.862612406664315,3.6403311443409936,4.216760786353364,-4.5698018719037625,0.5517241379310345,3,4,0,4,0,0,8,0,8,11,0,5,3,0,3,0,8,5,3.007100000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.737179487179487,5,5,0.0,0.05641025641025641,0.15733207862255033,0.15097840755735495,0.15097840755735492,5255.0,4,0.15503569179566043,0.015704045221140935,0.15097840755735495,0.17077004690825517,0.11544641905521366,0,0.275,0,0,0,1,1,4,0.725,0.225,0.025,0.0,0.7045454545454546,0.1590909090909091,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
3295,258.3,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,OUZWUKMCLIBBOG-UHFFFAOYSA-N,2.0,Quizartinib,AC-220,11.10759345867977,0.07301067649281912,-3.723219416624674,0.9002834195387214,11.875,258.32399999999996,1.5,2.600911266509063,2.5417251486516017,4725.855771246967,4.003138159763861,4.736862953800049,5.749511833283905,0.0,4.339655680673546,10.023291153407584,0.0,0.0,18.54074924288409,0.0,11.336785877934737,0.0,25.122838405075452,0.0,16.82350259859828,13.154659938128987,31.57669766542768,0.0,4.9839785209472085,5.138973737607942,11.263392880364169,6.606881964512918,18.19910120538483,5.749511833283905,9.87583669140799,0.0,5.749511833283905,11.336785877934737,20.008657469789064,10.023291153407584,0.0,6.923737199690624,0.0,10.216620634085363,82.28,10.023291153407584,8.417796984328938,0.0,4.339655680673546,17.873094515413086,16.036705794403836,0.0,18.19910120538483,6.923737199690624,4.9839785209472085,9.87583669140799,28.194538533005797,1.0401634542705969,3.9352187263794405,5.006232442050894,0.6087759826152683,0.6940920256991687,0.0,2.443448063639036,-3.723219416624674,0.2222222222222222,2,0,0,0,0,1,0,0,5,7,1,3,0,0,0,0,0,2,1.3424,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,3.683333333333333,2,2,0.0,0.14166666666666666,0.2491823360840836,0.19166666666666668,0.19166666666666668,442.0,4,0.2835754732254232,0.02020305382061798,0.19166666666666668,0.148170054597294,0.22230282786953626,0,0.4375,0,0,0,1,2,0,0.5625,0.1875,0.125,0.125,0.29411764705882354,0.11764705882352941,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
3302,288.5,CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O,AOXRBFRFYPMWLR-UHFFFAOYSA-N,5.1,Ponatinib,AP24534,11.165774675610985,0.2071439200680274,-0.36972426933736435,0.6662692979783309,52.61904761904762,288.475,1.1428571428571428,2.7940534686553127,1.636467666698343,105497.87086948729,4.84692990170901,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.496599036284397,93.29483088330247,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,29.086614654042354,83.65674143962505,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,29.086614654042354,78.05569062864136,0.0,0.0,20.23,0.0,5.106527394840706,0.0,11.016041280380467,0.0,36.513267430497585,51.36657298340809,0.0,5.573104530069267,19.92349450621513,0.0,0.0,0.0,0.0,11.165774675610985,1.6520985948391709,3.5640759637188193,15.49386352476788,4.624187241063143,0.0,0.9,1,4,0,4,0,0,6,0,1,1,0,1,3,0,3,0,6,4,5.090300000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.8666666666666667,4,4,0.0,0.1142857142857143,0.217460807046008,0.1508771929824561,0.15087719298245614,812.0,4,0.268110300677541,0.018161635882995127,0.1508771929824561,0.13639375601438275,0.19099786337881527,0,0.047619047619047616,0,0,0,1,0,4,0.9523809523809523,0.047619047619047616,0.0,0.0,0.9583333333333334,0.041666666666666664,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0
2735853,148.16,C1=CN(C(=C1)C=O)CCC#N,SUUQLYBKCBUSAR-UHFFFAOYSA-N,0.1,Axitinib,Axitinib,10.347832105064247,0.43999999999999995,0.43999999999999995,0.6046758714138072,9.0,148.16499999999996,1.7272727272727273,2.472626532976909,2.6977692256470607,479.6895473975203,3.569737395471661,4.567099647791355,0.0,6.286160523129555,0.0,0.0,0.0,4.794537184071822,0.0,5.261891554738487,0.0,0.0,12.13273413692322,12.741599977525652,18.183970930566744,4.794537184071822,6.286160523129555,5.261891554738487,4.567099647791355,0.0,12.965578028838586,0.0,24.023505703384757,6.069221312792274,0.0,0.0,0.0,0.0,10.85326017092091,6.544756405912575,11.33111286753076,16.909286801846292,0.0,0.0,45.79,0.0,4.794537184071822,0.0,0.0,18.659506023687047,6.286160523129555,0.0,22.89667735632765,6.069221312792274,0.0,5.261891554738487,1.760138888888889,0.0,10.347832105064247,8.277004440665156,0.6252314814814817,0.0,3.0217932728647012,0.5948148148148148,0.0,0.25,0,0,0,0,0,1,0,0,3,3,1,3,0,0,0,0,0,1,1.2142799999999998,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.036363636363636,1,1,0.0,0.2,0.3008888614808336,0.22626262626262628,0.22626262626262628,167.0,3,0.3454535935674399,0.019364502210451585,0.22626262626262628,0.20362995019562266,0.2653926982371359,0,0.2727272727272727,0,0,0,1,1,0,0.7272727272727273,0.09090909090909091,0.0,0.18181818181818182,0.36363636363636365,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0
10302451,542.0,CN1CCN(CC1)CCOC2=CC3=C(C(=C2)OC4CCOCC4)C(=NC=N3)NC5=C(C=CC6=C5OCO6)Cl,OUKYUETWWIPKQR-UHFFFAOYSA-N,4.1,AZD0530,AZD0530,6.545639528186496,0.029527318978157302,0.029527318978157302,0.45196054329121843,18.57894736842105,542.0360000000002,1.0789473684210527,3.4119402077140464,1.2928846283235809,865332454.1074038,11.364835649773651,33.90101310385705,42.04244114611217,11.49902366656781,6.792942306099827,0.0,0.0,4.899909730850478,9.967957041894417,0.0,0.0,11.600939890232516,19.18040611960041,57.69815941233811,29.139322174848218,23.684314769000245,34.00911387483216,0.0,19.76777650359537,0.0,18.94560963360032,71.70183081588497,35.615421662352304,22.99804733313562,24.264240419206526,11.50524905251859,22.99804733313562,11.600939890232516,92.25678510322231,4.736862953800049,0.0,12.841643245852019,5.022633313741326,10.902924932081056,90.44000000000001,0.0,0.0,0.0,12.896908693848129,64.86327631055055,50.951649489879685,6.3273200747645415,12.13273413692322,12.13273413692322,32.13223709027889,35.28525465923276,29.496072686951617,6.545639528186496,13.884899182047636,4.603362810657721,1.2997315676757766,3.123623492309422,3.178941674524263,7.222621998372266,2.1604537991231316,0.48148148148148145,1,0,3,3,0,1,0,0,10,11,4,8,0,2,2,0,0,6,3.9395000000000024,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6.906116642958748,6,6,0.0,0.06116642958748222,0.16198039285414803,0.16405879563774303,0.16405879563774303,4855.0,3,0.1519138611676915,0.008839785319796322,0.16405879563774303,0.1574811463407224,0.12928566066049943,0,0.2894736842105263,0,0,0,1,3,2,0.7105263157894737,0.13157894736842105,0.0,0.13157894736842105,0.6046511627906976,0.0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
9933475,450.5,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,XXJWYDDUDKYVKI-UHFFFAOYSA-N,4.9,AZD2171,AZD2171,15.026190779677208,0.09972784673275137,-0.4365434465570093,0.37102530780077236,14.272727272727273,450.51400000000035,1.0303030303030303,3.4742172084751988,1.3793686005959498,59273995.00925388,9.229951711689049,24.094477113197833,6.3273200747645415,23.065756340897607,5.879988336435371,0.0,0.0,0.0,14.358372089569237,0.0,0.0,0.0,63.541183154140235,29.207976401303704,24.619604437871512,18.60100390907497,21.805849864162113,0.0,19.851845293692104,0.0,26.186202068468653,33.35094872352818,48.17030425296695,23.128523836287084,14.210588861400147,4.39041504767482,23.128523836287084,0.0,53.20279401722027,0.0,12.740958040736519,24.95639286362649,0.0,21.805849864162113,72.5,5.817220841045895,0.0,4.39041504767482,11.629500169719275,34.39505477762658,24.176206741303307,32.25847613244171,31.37526581512397,12.990104268152233,19.851845293692104,14.210588861400147,32.47487014338668,0.0,14.181369115049018,1.0917330867673756,2.234848198573741,1.090376067284888,4.9126829373619625,5.864501571247562,1.5877178906584568,0.36,1,0,1,1,0,2,0,0,6,8,3,8,0,1,1,0,0,5,5.224220000000004,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.746212121212121,5,5,0.0,0.07007575757575757,0.17375698195151967,0.18536168132942327,0.18536168132942327,3562.0,3,0.15541265139398494,0.01056132217715037,0.18536168132942327,0.16557351264358083,0.14524766076319873,0,0.24242424242424243,0,0,0,2,4,1,0.7575757575757576,0.09090909090909091,0.0,0.12121212121212122,0.43243243243243246,0.0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
