UID	AML017	AML030	AML044	AML056	AML059	AML060	AML061	AML067	AML068	AML069	AML070	AML076	AML063	AML074	AML077	AML078	AML083	AML086	AML012	AML039	AML052	AML055	AML062Ph	AML071	AML010	AML013	AML051	AML079	AML098	AML099
FSTL3	3.88107954630821	2.85013358454629	4.04470258139344	5.12223770580945	4.37940857570883	3.87512660791193	4.65593772485449	3.04270508900641	4.7733731214137	4.47004872150767	5.14265286171297	4.21123715343401	4.59503509964221	4.37637438062051	3.40045149066169	3.68059335042403	4.00137512828686	5.07916430784618	3.98407501005245	4.70675397096461	4.83196590709289	4.93292008879044	4.1256345513727	2.85013358454629	4.22187133201692	4.14686246956009	4.07468604861414	5.14265286171297	4.30618906908723	3.66191873554313
STAG1	6.26739630519737	6.34090478611151	6.49951885475697	6.42071892805747	6.25809136375023	6.43324943725032	6.38043575847774	6.67521798061342	6.21574892466404	6.28824589187423	6.06446773414526	6.64605728377264	6.43580078552546	6.09594509850777	6.35684048795436	6.214353322466	6.50151919843101	6.06446773414526	6.76054268377057	6.52397224088959	6.23711886911135	6.27918416433113	6.55490719405983	6.36737935715928	6.50199252227391	6.56697666400734	6.76054268377057	6.19995338349948	6.35094212460429	6.41949064798429
CDKN1B	7.99794903931681	7.88469950024267	8.31156025262889	8.47415344511821	8.7898413190307	8.52138071346018	8.63679939832586	7.7379797754615	8.37699611171196	8.11130642626123	7.55078194385449	7.94420623037546	7.83359643112837	8.5042254188853	7.85500170141338	7.64174218309717	7.75059944239359	8.40923663795897	8.38073751599819	8.00679504928449	8.20825641640417	8.7898413190307	8.15544360171151	8.27618967358922	8.68268603798666	8.59519207283303	7.96449277740053	7.55078194385449	8.49402826291994	7.83640522858898
CDKN2A	3.23760147514163	3.90667595838274	4.25089207839776	3.20431127438073	3.84689858440106	4.57770435578608	1.96429035658022	3.04729581012018	4.0821276276872	2.83032540242662	4.29707169265443	4.51694729618084	4.13103795542822	3.31692339508626	3.29920055612707	4.57770435578608	4.08688225452864	4.20113832763554	1.96429035658022	3.70232493291599	3.64274777564379	2.70643236901497	4.05977933932146	3.69359485046714	3.46476952398322	3.63306035042631	2.06503884967483	4.55728484616631	3.53988861076561	3.45626232508253
CDKN2C	6.091058110747	5.80740397000214	6.34924794640357	5.15241825843898	5.84284055194997	6.68429756761074	6.42592137371267	6.68429756761074	5.34832815920699	5.38090445811637	5.16214864282846	4.57758888229467	5.39924724704192	4.61205057387323	6.5461120589875	5.84833662031083	6.03537415333808	5.83149172177965	4.57758888229467	5.90615658161037	5.46261803278046	5.6584892437088	5.61108379969566	5.75846408262765	5.78997952235711	5.76180345935937	6.5742259353929	5.07041275067933	6.08438345004272	5.32097993894849
IKZF1	6.50031225391284	6.5886980706728	7.06231518074803	6.7765406642198	6.72630391075002	6.66329964969787	6.75195328258203	6.53892772923624	6.98594619348726	6.5487514032486	7.04357621705505	7.08146585325017	6.77763415235298	7.05241308412799	6.63747992830774	6.44820310696141	6.45402215512482	7.08146585325017	6.44820310696141	6.61721801789001	6.96805898814949	6.91097557410867	6.90426422002482	6.90847626218161	6.61574491231106	6.7550057932619	6.83215002805334	6.77454709265975	7.02029336772228	6.49585748180238
TFG	7.83160109087298	7.79422042883888	7.57506237240688	8.01412483463757	7.85210651123123	7.50391549705912	8.16300102672896	8.11747421399769	7.95786967639639	7.7862469808526	7.70452701507364	7.82042487940311	7.73358830488673	8.16300102672896	7.50391549705912	7.84024009766562	7.53190396577336	7.69238677710182	8.07053406236981	7.89906673167925	7.87927753436467	8.05154856067938	7.83928317420693	7.70621097700464	7.99848349876515	7.99830705218094	7.9635666511907	7.50577632987057	7.68005769688617	7.78398695998415
NDRG1	8.33454165787077	7.50250655884769	8.02821617842821	8.52336393351397	8.01956473638791	7.9324979969664	7.55700954496818	7.06968746041377	8.64720788726585	8.49197233336022	8.55059879177435	8.61769172275342	8.31522509697272	7.29531048622707	7.97804505125766	8.17524925355265	8.21908203777142	8.00997081808656	8.64720788726585	7.97732542406268	7.28061168330575	8.43543971734166	7.82521851530247	8.51897017334747	8.43136667411766	8.41245422478286	7.06968746041377	8.0219275424728	8.22115312131866	8.13880321898123
CDX2	0.999828484631686	3.32516937469732	3.0785122842736	2.40601639957916	0.745819435305475	1.15246623245491	2.25472555733376	1.21323745839257	2.81558204591822	1.10883652261239	1.71899308833818	1.32416763001942	0.935682847615344	0.727216740196286	1.70663357995367	2.63878679051573	2.24071563698644	3.0851152475899	2.64846599104608	2.78914315704804	1.79086170321162	3.32516937469732	2.15632400247776	2.49816392970342	2.18240765737594	0.727216740196286	3.00942648177826	3.01552266224455	1.80726576953662	1.85133481575524
NCOA2	4.07850560827864	4.11604625048614	3.80406905782447	3.56407776408848	3.95882384209069	3.56407776408848	4.28877420000715	4.24145617816785	4.76017524962274	3.93471756493541	4.00363488108009	4.32385201753482	4.28659937539827	4.01123262951703	3.99192373440953	3.61493077727387	3.84825277992079	4.70658396134767	4.20575809809768	3.77352079488377	4.11145954367238	4.65655548045151	4.57413656442573	4.59688715198619	4.48311706674738	4.39946147617093	4.07836089522935	4.76017524962274	4.39866982934064	3.80905705991998
CEBPA	8.15329138234072	7.86160875258964	9.21445537547749	8.68002710520231	8.48941430169106	8.37104455059187	7.75801021391402	7.75801021391402	8.77598011841386	8.30940632965583	9.21445537547749	8.51579899065462	8.79239554322967	9.1034681250548	8.23946254299097	8.12939101583101	8.26112819801226	8.76986054846152	7.79700219877916	8.57618614693308	7.9015923250937	8.94308998094377	8.27361903302747	8.58398892232445	8.45243014900946	8.44457896344495	8.56388567569801	8.47337754860096	8.09646601499732	8.17665036133897
IGF2BP2	4.05597224829884	3.99865914018707	3.97665130215293	5.01382037655932	4.69372340171323	4.93254087047866	3.86312237738562	4.99767770769092	5.03222974503988	4.54256260739697	4.06205917536381	5.20783284067164	4.2596091892549	5.00747913912557	4.65676188849574	4.60052810701982	3.62851712814903	4.90110933306856	4.71299048261376	3.62607485640867	4.28177555528333	4.51811958217481	5.20783284067164	4.92198503999835	4.20072665581149	4.55604865273482	3.62607485640867	5.20544386829741	4.32554970314512	4.14226582163713
CTCF	7.54922690204249	7.53500784750273	7.81357706382582	7.86562798985485	7.80856976708752	7.64703096316762	7.73609493925157	7.88986572175678	7.8086367050806	7.61704622431318	7.57156559148721	7.86852909217561	7.56881520325711	7.88986572175678	7.69406443174487	7.74809012527568	7.76871750549885	7.77418636306186	7.45565046154178	7.55178605110842	7.76721592752632	7.82691847981658	7.63835146533541	7.66239095781496	7.58955598928136	7.60228085733354	7.80393571015289	7.45565046154178	7.8410963014445	7.7088493463484
POLQ	5.90494596597789	5.24872359839616	6.429777919083	5.72446718870325	5.4636659238515	5.36419204567061	5.95721286628872	7.10427690499947	5.47870489723498	6.18774647042674	6.45401379070988	6.3634066348149	5.57506196894761	5.97615321067011	6.31599584873363	6.56342834434993	6.4427487693074	5.84415434677869	5.15538707697048	5.4985324990305	7.07672791399287	6.18310824394188	5.15538707697048	6.34128071173313	5.23378034513201	5.37323479838552	7.10427690499947	5.97044049147107	5.38167801074286	5.61852337697032
STAG2	8.17459416864112	7.97441881652191	7.45690076766548	8.33904016631567	7.45690076766548	8.45275981817014	8.35657461858342	8.3203955089154	8.24040747618344	8.12452523903257	7.87560340293492	8.07662653985782	7.77934583991586	8.17744760909054	8.29587091699684	8.16809128530083	7.99971120518168	7.90628775254735	8.07407712511186	7.95983525818124	8.13816395327391	8.42095138505223	8.09137526220102	8.22994322359663	8.42447774344046	8.45275981817014	8.28356398112146	7.56540666946325	8.44707354102533	8.07081784409303
SEPT9	6.76487677940048	6.65931358169368	7.15471179449141	6.30975837017929	6.52768364144013	6.61090646958895	6.64627384268849	6.72040645327691	6.20927548949037	6.38973484253521	6.86723068651526	6.16255662101847	6.77009134975549	6.16255662101847	6.66568230502519	6.48558373182659	6.66758731243975	6.48370765007591	6.55789348413349	7.15471179449141	6.88930281706481	6.58213215697712	6.90517459531497	6.38240101203331	6.48621353017368	6.58828218605143	6.58955043897217	6.71585298424153	6.92243131769936	6.21800741282063
MALT1	6.00833481449587	6.03224633484399	6.10031177134249	5.64038450172487	5.78423248603884	6.61011708351479	5.17167415354406	5.78452725935345	5.5239701103168	5.97092913192622	5.17167415354406	5.96555112965077	5.82452483795744	5.25178842199921	6.00899615682345	6.02247869940962	5.88338422978547	5.28976017845723	6.14549558665233	6.61011708351479	5.94075234284238	5.3756024282841	6.52674124665374	5.83672175255978	5.51829513339154	5.60821772623813	5.71446438781042	6.08703126751696	6.1847635861041	6.05664394274858
SUB1	8.39412608089011	8.32040170441684	8.54702685215919	8.41961604109402	8.6511795809314	8.38042710387572	8.66659817487166	8.88828987370761	8.40711945186666	8.5529677392886	8.65141687184194	8.51166736760738	8.34105164437661	8.88828987370761	8.65639713078221	8.4693119545263	8.4776409558279	8.43812187615718	8.43751693648305	8.32570009115266	8.34521300558792	8.41972592768217	8.59854638999006	8.30837022263881	8.55719320099257	8.52888034244002	8.78687869752595	8.30837022263881	8.53036354934479	8.50588502109884
MLLT11	6.3322256788818	5.21706698499377	7.44075502935338	7.09742350417832	7.20917842094557	5.21706698499377	7.55822275266004	7.42682808012975	7.12038132753627	6.30245900516229	6.05968223532087	6.90146506509947	5.97627613460386	7.34447107492224	6.48270292252599	6.98339028729939	6.75796968669449	6.72342749600374	6.0132424893326	5.30456049406014	7.55822275266004	7.26338619215638	6.43738237175855	7.13370794950827	7.36246763531657	7.0797603019955	6.71050036557319	6.9682518039491	5.3584496935743	6.46278105552267
CLP1	6.94691588986718	7.3336016514399	6.98484383962588	6.97198750343162	6.88184050489151	7.3336016514399	6.93496056198397	6.99261191586043	6.98144366542935	7.0096822970878	6.76259490863967	6.84440413912166	7.11614827194852	6.99654866764281	7.11981306570825	7.17694753128396	7.2524427809336	6.96126051200431	6.9443273587828	6.922235927254	6.70382451861541	6.90707036263732	6.97122708817083	6.8923319514755	7.04971407903809	7.03379137863219	7.1402957286654	6.70382451861541	7.11160250185125	7.05309281828855
CNTRL	7.28801133522546	6.57726308847322	7.82426693029259	7.89044647418289	6.88085903812334	7.63377166951349	7.21321669774338	7.12904492972673	7.53628054297171	7.35607499760031	7.64278119510336	7.4433069058208	6.67329655081718	7.35624961366299	7.49717140883539	7.2783127062408	7.22613056228939	7.75621680052986	6.56262348634961	6.56262348634961	7.26147431063662	7.46389519351598	7.01069151312777	7.88637851410072	7.80275867066809	7.89044647418289	7.1549295816577	7.19354685583054	7.56323816941457	7.22721516288987
CHD2	6.25240926294145	6.724018125245	6.79244638790102	6.29945845205775	6.39464279017056	6.10530121809018	6.34399276705327	5.97058618268407	6.31087787154859	6.09997618063055	5.97058618268407	6.41502790504096	6.25223936643004	6.07857432986934	6.45249103805539	6.00896955557146	6.03056052314673	6.17236471854652	6.79244638790102	6.36919610345113	6.41123103613192	6.37077517235163	6.10596288177405	6.51237571959097	6.56034788037654	6.60698356278795	6.37680778912809	6.39323939901665	6.07343043120813	6.25558094433791
CHD4	7.42530416752943	7.13940774156979	7.72536716791746	7.53475925511849	7.63699657777619	7.08242119288729	7.72536716791746	7.33469536015188	7.40137690503273	7.36162388498376	7.2563888600511	7.38461126841082	7.57656706194889	7.71733596046225	7.16700273427783	7.33918210438895	7.32783929413698	7.47910258617905	7.33515608105633	7.08242119288729	7.58303627784453	7.42290417477674	7.27831275525778	7.49734334848008	7.09930867425068	7.53879474389495	7.1654047184647	7.57965111155246	7.13294776936312	7.43248055955908
FGFR1OP	6.13514840168186	6.65166371821422	6.79033742743417	6.40113215937568	6.39348267258823	5.81848994324273	5.86359324027964	6.64557708791308	6.13387720634658	6.33580530973513	6.16759321434453	6.73106169806861	5.81848994324273	6.30719975486717	6.7319940969756	6.45289907005487	6.46766408647208	6.49785266896831	6.44891171490638	6.37357222727501	6.68775975830007	6.27338399381273	5.85269297426946	6.66062674226913	6.24182777635611	6.28950163355335	6.79033742743417	6.12695492896963	6.4227661465883	6.31859977605924
PSIP1	7.32763290837617	7.03608274609894	7.96234144563989	8.07926110820732	7.55263366301303	7.69087409200738	8.42111558714461	8.42111558714461	7.57178048102345	7.39193789293823	7.66160702217184	7.62157042897024	7.07862085343085	8.04362504885112	7.98347067119586	7.70869181350269	7.59389114942111	7.40916788480216	7.78304964147214	7.89059457977825	8.3060556303815	8.09770324005551	7.77959684459973	7.25438815215394	8.17599615762694	8.2480174302502	8.40814754291046	7.03608274609894	7.82206865127384	7.30626755436708
BAZ1A	7.89906793988064	8.27267236929128	7.9576523978339	7.93736035090345	7.87225211929636	7.87583498718993	7.87642340282302	7.89656066359449	7.89914861813497	8.21562465340777	8.29672870398314	7.91837471034664	7.8210364489495	7.99746001067764	8.06354899308194	7.9835097695472	7.98671496311726	7.9231518183735	7.62622530520325	8.0248212130571	7.65197738753316	7.62622530520325	7.95690360225805	8.08059919671352	8.03213772711585	8.03816980352482	8.01430140931765	7.63439158801832	8.29672870398314	8.03513373908351
PWWP2A	6.08275096520294	5.82028864501175	6.21225320240042	6.41237521333931	6.23750938955442	5.99770252904211	6.16775719928033	6.11858424360435	6.50349928184971	6.09867074580063	6.545393221866	6.18452663207713	5.9400866163829	6.30323200886265	6.53634289549124	6.10879142861024	5.98819065953934	6.545393221866	6.16390304792217	5.82028864501175	6.06721052337663	6.18802767447492	6.41438652466955	6.3335751704705	6.21906953067218	6.32648207816521	6.16135635437656	6.42192559550573	6.46679969884656	6.05033800646912
RMI2	5.38048876072333	5.99253519497976	5.79724566018152	6.09721087061161	5.52318131694611	5.46488612601797	6.08506316494299	6.92783231652167	6.07364150322477	6.04741037976512	6.37665446621297	6.46118604545971	5.56335219897863	6.19172589673208	5.52446515326349	6.74222161038899	6.76655191002738	6.3472290701126	5.44488457883241	5.64528065411666	6.70105134118057	5.95409747891694	5.87019559403948	6.6415935295973	5.64539563803933	5.64861577038476	6.92783231652167	5.41045477939543	5.38048876072333	6.06868899552117
FAT3	3.35745398940591	2.754837654383	3.36480628825379	3.82083955609526	3.21137600596392	3.19104988130717	4.02514083189066	3.20078481741858	5.06990979085948	3.58662454714905	4.20588794085226	3.74874244807495	2.9906522180742	3.57522932422149	4.13229036063669	3.24394811366374	2.754837654383	5.21010606929854	3.74678262771376	2.78691694800684	3.2357131801977	4.8842755381545	4.47008001434171	3.92418904032158	3.82407917472595	3.91028773197609	2.89371386637893	5.21010606929854	3.88420650098739	3.75930008384555
CLTC	9.44073357979967	9.48727144831801	9.27598213838208	9.13776459454865	9.36372719207083	9.44760384026398	9.37105349310026	9.07257181896898	9.19973170526077	9.43265298587672	9.1218184012017	9.47450775049098	9.62259911867822	9.30762119452567	9.33096024398922	9.62259911867822	9.50169166217934	9.3663521270208	9.21541592519952	9.51508488267213	9.3952369065134	9.26415319401904	9.3638816808747	9.1515791245717	9.348565616884	9.36649418778985	9.37416331080117	9.07257181896898	9.44608103915495	9.59232991496362
CCR4	3.56225129328396	2.57810342661902	3.59799555013423	4.28469177174658	4.05621302159539	4.31249946154555	4.93145732343211	4.74950977845514	3.98847854121656	4.68616854872209	4.52841209620165	2.64150245618661	4.07125181210149	4.7175599610295	4.31251659607457	2.57810342661902	3.43267286845131	4.66326711687523	4.96239899644993	4.08647818561828	4.0514970163553	2.97691423961773	4.64405087591446	4.49005105001122	3.7670736077025	3.50592762860786	3.15275320251148	4.96239899644993	4.30751858852009	4.35308058661901
CCR7	5.41090669723569	5.64883421899108	5.74672917416032	4.24015565175549	6.08531302046747	7.53625865761446	5.63195910697709	5.43782007585072	5.96823063472933	4.77186665362379	5.90658464511818	4.42605142533315	5.1482027523592	4.24015565175549	6.3072178176715	5.88018541098683	5.90531880853247	5.89851344399655	4.68831740439218	7.58369966195896	7.37730027363766	6.36329495521867	7.58369966195896	5.35224490147238	5.61624612175797	5.7841839598557	5.58910945382443	7.17827176357274	6.63675996769798	4.88794736097455
MSI2	4.79163358670036	4.03011827784557	5.96224859036244	6.36103787544223	6.07582497109025	4.4673802446548	5.5013646422203	6.56524361354519	6.71538219187546	4.62244112248563	4.43693429044613	6.81115374595679	4.36364873325965	6.81115374595679	4.37485688791657	5.0273492394583	4.99544939295887	6.78100873627842	4.03011827784557	4.54473732572965	6.18101539812139	6.52379889039846	5.25573237787903	6.62319132193729	5.50500050354035	5.4687271340098	6.18178159458058	5.56443182054656	5.86777998523028	4.12164474330297
CANT1	6.33028906144294	6.20017983784722	6.01329238257642	6.13698815151991	6.37453989413485	6.25985761517118	6.19167516058156	6.34433996936079	6.20238096476333	6.35428504339782	6.61762637861694	6.49210410944938	6.48346857355842	6.10795559412729	6.01329238257642	6.28306992926083	6.32681351760821	6.09922774035714	6.61762637861694	6.18658148278589	6.51011773050265	6.48678380192306	6.46065522973389	6.41119486850792	6.21736104066436	6.10398417731813	6.13267840454713	6.39445497404373	6.02009353251111	6.30444812604575
COL1A1	4.64700546589603	2.89658812770771	3.37981449535759	3.45407916121503	2.75344679264713	2.75344679264713	2.9732174497786	3.37005273365922	3.82730614345639	3.63279063818281	3.2185711254622	3.82841949330046	3.19151036681442	3.30247995488583	3.14423630160665	3.65079638963032	3.54530163036007	4.27216445667637	3.81905641040413	2.99839557263319	3.40992955617993	3.65711412638614	4.19299838413915	3.24827942969986	2.84338351314271	3.30460618615545	3.01281707482255	4.64700546589603	3.61478966105048	3.62835955725487
COL2A1	2.16640665993986	1.40503963444524	1.83915987365461	1.50356021731802	2.2816480365415	3.15729402340616	3.60378895218973	3.43229225379329	3.88519784871223	2.45586491693641	2.02832117206098	3.8112694082517	2.89203158800427	1.96671791998165	3.04787055896285	3.53723626759847	1.40503963444524	2.99227012396573	2.01994457394639	1.63563451942816	2.44337676565781	2.72518379169841	3.50376758700375	3.2836355451818	3.2642079837522	3.10329574422704	1.90519664239988	3.88519784871223	1.63853375410748	1.84207195787118
COL3A1	2.41026772706683	1.16873529888518	1.16873529888518	2.0760416698966	2.73911600656733	3.48623786240098	4.2411713043692	3.09652755623315	3.74665006932177	2.71014102925469	3.73752113914734	2.61005682178477	1.96261902575356	3.38725365471759	2.71452593918993	2.17992414034819	1.9184626245949	3.57588177731117	1.23177817436192	3.30192136722196	1.68806185344575	3.77375862142417	3.97339390409407	2.92266986707584	2.91005962248165	1.96287499462162	1.42496194869193	4.2411713043692	1.81964180637663	2.94198964475949
KLF6	8.11680820060959	8.74950087274366	7.5079835343049	7.6570656920718	7.298381734999	8.42091782139498	7.67201743059039	7.02304884091564	7.24112718051922	7.89618776811557	8.40208443417626	7.12066675769332	8.61832256285788	7.02304884091564	7.84709178111941	7.56124554668662	7.61790681662432	7.08716832786508	8.124883344996	8.74950087274366	7.7826358005401	7.55618038797876	8.4106591978843	7.18629088624396	7.67634900146251	7.67144553114357	7.06249168531877	7.85212960268078	8.05522867173922	8.11940533286356
COX6C	9.60112147481758	9.66098339346819	9.68433107056529	9.54477362016878	9.63405811091069	9.42435043074564	9.3255786180736	9.80832915592673	9.50663366700378	9.70432468706092	9.87022494274762	9.93870733171599	9.93870733171599	9.91218064574211	9.47858900078381	9.74949200974037	9.58016588320638	9.33095551471913	9.45364165248516	9.79558907406535	9.70176453727434	9.81652827602794	9.71027829178346	9.30809779971652	9.41717811412569	9.4478732267104	9.68877070649441	9.30809779971652	9.54071377956822	9.6546682642772
CREB1	6.5862971435906	6.73055596642368	6.89512970951398	6.9491263056597	6.73570020034545	6.62300382305389	6.8770983427057	6.69759861606619	6.76914318689965	6.58780222093083	6.6107077128269	6.71015397240333	6.56005969837575	6.76132196268929	6.79843241958595	6.62200846580483	6.56005969837575	6.63003714196809	6.99278567277046	6.81195490297736	6.78223222293537	6.76806645264789	6.73487192660553	6.75125254965901	6.96953946360324	6.99278567277046	6.74589777965747	6.62201556299641	6.85792795729928	6.66020195281385
CREBBP	5.99564802006782	5.63750314556967	6.14197744470028	6.20532697880538	6.0384690993164	6.15629333321176	5.95483301166626	5.68756140858964	6.10437835285643	6.0530741442769	6.14047986247411	6.15970494209767	6.18045061070613	5.75442587899275	5.99942810105238	6.0448311988976	5.63750314556967	5.9713437780169	6.03219314218099	5.87134618561083	6.03850931628012	6.0975528249476	6.21779319519522	6.05153889986171	6.11830425472497	6.0562701005416	5.66316842002675	6.21779319519522	6.03466515656897	5.96647921844597
SIRPA	6.93019562529523	7.32081433099662	5.81943834794303	5.61815936788208	5.7921053265485	7.06526078689018	5.74217968513541	5.79869412301196	6.24907223417328	6.88651013807023	7.18935595807764	5.86332221765829	7.32081433099662	5.61815936788208	6.37205115451526	6.61389594266319	6.7501206488429	6.19666639995201	6.9032807937548	7.19191561590624	6.56448230135363	5.63511365444795	6.68246129302777	6.38296379963063	5.8893008806452	6.00975286413329	5.98831269357561	7.07764252043134	6.53979805373859	6.92454743438563
VTI1A	5.39201451631703	5.58891219622671	5.31582545838606	5.03968826263814	5.34754209932941	5.41592302446689	5.01807743608375	5.01107682145919	5.28358624881273	5.32801145189698	5.29152861357395	5.19895724520266	5.48197144016233	5.27003823261019	5.21808164097758	5.55324178769154	5.39894930100316	5.31403518991864	5.43773155236449	5.33676906365323	5.1856650676673	5.01107682145919	5.49716129070183	5.26564355312417	5.0650633409113	5.03573040628031	5.26916521724545	5.58891219622671	5.12442161073946	5.44753567561536
CSF1R	7.51373503998695	7.68893016916613	5.86163961411228	6.04342400612749	5.25222036133076	7.63559789007029	5.76990387826456	5.46582426571563	5.43367772027229	7.02070757776776	6.0932759895268	5.70328257617169	7.68893016916613	5.08625135684985	6.43429562640795	6.95723147875153	7.01406199620371	6.08322323043247	7.64062383754385	7.03318416127251	6.84704911806815	5.93045091404234	6.84182105533666	6.46263549853719	5.59613480454208	5.61924526793123	5.08625135684985	7.16361011540958	6.83230942110423	7.24096946039011
CSF3R	6.287567394447	6.10889740861353	5.30473908230382	6.5550448411762	5.76290507444367	5.49420845920878	5.35381791224987	5.80267973559622	6.45364963961932	6.48527318762681	6.16816176068296	6.27216514634964	6.13865453485745	5.70921866708194	5.477105381831	6.31606644457595	6.19502073582116	5.97550014601316	6.12608228318981	5.58495659703468	5.31359863076022	6.00951786983191	5.90424551705822	6.5550448411762	6.06607171002094	6.27782484141143	5.30473908230382	6.34558292306261	5.53993442383567	5.76976415278575
CTNNA1	7.1710767136156	7.00526108701115	5.83673416539337	7.0882133672587	6.76723079944382	6.908853552029	6.41076722111192	5.82537061463446	6.4030466165144	6.95742928463011	6.89973279399223	6.9749299477885	7.00755062100638	6.27171392347529	6.87996058544221	6.88785383282257	6.93728762421268	5.82537061463446	7.09940502311665	7.1710767136156	6.86923837493576	6.72491988525712	6.86018038051385	6.37536514012492	6.40149134902019	6.32444572673233	6.07005730752863	6.78744136562774	6.80840813544883	7.15180922517171
