UID	AML017	AML030	AML044	AML056	AML059	AML060	AML061	AML067	AML068	AML069	AML070	AML076	AML063	AML074	AML077	AML078	AML083	AML086	AML012	AML039	AML052	AML055	AML062Ph	AML071	AML010	AML013	AML051	AML079	AML098	AML099
GATA3	4.12978675265614	3.43653249769501	4.46271205039645	3.52113727854335	4.31996190073121	3.6100945722503	5.53874964862873	5.53874964862873	4.21789621736091	2.76220714315496	4.34008869410218	3.40676398208583	4.17128625536696	3.19717984316928	3.53604877846096	4.29526525538922	4.19100206663821	4.4175719105941	3.9680780634361	4.28301520060659	5.48198581045152	4.45381584535808	5.22671024178999	2.76220714315496	3.88595084015321	3.58428281784209	4.54684417223379	4.68245340861007	4.23755114974575	3.8586886481594
CHIC2	7.55452523587658	7.44494088353204	7.67109328508228	7.8767844564897	7.76029885231307	7.73718154006282	7.76845211155389	7.55584861301832	7.90957558327678	7.92718712406381	7.56710246523486	7.89873134693888	7.53934157893672	7.92784028649167	7.50501904397306	7.49075425413345	7.78075679912174	7.37412931345227	7.84778171509825	7.8668175675183	7.41181201454813	7.92784028649167	7.65099500968684	7.36963598442883	7.85068156624612	7.89765691260671	7.65960847540871	7.36963598442883	7.88185002123832	7.68042840463503
LATS2	7.27086659320326	7.06365831711463	7.15294219394808	6.97176575969939	7.44198688050173	7.56587635821989	7.37228699787354	7.03021869943297	7.31068005983107	7.20108919423346	6.68895062728606	6.68895062728606	7.14104081237475	7.14898443337695	7.56587635821989	6.86723677346962	6.97704963446169	7.08057167300412	7.50233222218796	7.15875529667469	6.74719609830503	7.18977152023736	6.69821570251438	6.92951594150756	7.23487205053147	7.07217579940967	7.10126566106105	6.98341989326932	7.51684714017538	7.0453552467894
NBEA	3.6497038570541	4.7477885926376	4.02453935161328	3.798863273539	5.26064688269589	3.96149317029515	4.95918657430547	5.08659170879216	4.38903731296661	4.11324850125632	4.07073276861125	4.86438944485347	3.77656967610584	3.9388918679246	4.25834590058083	4.15694209013698	3.91243651035014	5.0669279136971	4.22750506342917	3.6497038570541	4.82158126588445	5.10978071911984	4.92476121360501	5.28250225152749	4.5780899567042	4.6540251880515	4.45546160230098	5.28250225152749	4.86306690894261	3.73012788806167
SND1	7.12975859703207	6.77001991376456	7.05275575983636	6.98017573617013	7.2982506510839	6.81185757440388	6.83760814005087	6.86417398593663	7.06475768075567	7.2246474865619	7.43527766705405	7.30804575026877	7.46775731679482	7.04530403269281	6.77001991376456	7.38016989275871	7.24395051765367	7.46775731679482	7.37031973122808	7.41427037223141	7.45010443592777	7.21480868186273	7.08810987135598	7.2213919457583	7.00276006790333	7.1594764793517	6.94892878075815	7.44926791043538	6.80725744243068	7.18213221356314
FOXP1	6.78187054762193	6.5884055957601	6.97628152362194	7.01355092886128	7.23698236801786	6.89431635909814	7.31111580611181	7.15952863098815	7.31223346954169	6.61563564538413	7.20843524837705	7.31768529429656	6.80057114142757	7.31807073710403	7.09012682588628	6.591770418671	6.5884055957601	7.36426723111808	7.20633364233587	6.80898302022789	7.36426723111808	7.29456774529254	7.06209675024953	7.3590246668974	7.34632662584137	7.32480756533666	6.97052393894147	7.28798084791051	7.21229632446117	6.71445976657948
AFF4	4.17369266001074	4.48622411998382	4.61182519954066	4.44700865164118	4.43363707612663	4.53477252928707	4.50931531311307	4.14320883928257	4.9038933742299	4.24590059207724	4.54688889456568	4.39214614122216	4.43884893516667	4.34309198857092	4.38006727942965	4.14305558841884	4.14305558841884	4.75489145718742	4.58852655549734	4.35627811560538	4.62527197363753	4.62991500078899	4.66069791236538	4.83543146608296	4.39320901101072	4.49099328386045	4.26546915735577	4.9038933742299	4.54805889678489	4.47066528368462
GPC3	3.94910263726432	4.58386427782334	3.09452310184645	3.40129520142498	3.65193729078608	3.96437180787052	3.91065944140432	3.4421790058102	4.28332714324507	3.78613817621753	2.61599546414808	4.17164120117733	3.60882407596207	3.97073651192619	4.1576317603977	3.80319194515871	3.27117988477666	3.07879845642326	3.38567752913727	3.70522454139752	3.39445443920907	4.25194514905586	3.89133425771308	4.58386427782334	3.63624035352938	3.57003202681124	3.28865256879829	4.49298953523374	2.61599546414808	4.23989296968528
GLI1	1.75254431001338	2.28651068361076	1.38513704119522	1.59589512233575	1.45876586332677	2.04195269274107	2.43777207310361	1.54526105941383	1.91282147098384	1.46512097391649	2.13777293575325	2.10752410006678	1.55585952107649	2.85967352394888	1.23069265820205	1.31167601963476	1.50746117490258	2.05927609875185	1.63938083959364	1.46441102915165	1.99231697107265	2.37208735501155	2.03702721657087	2.15959726687985	1.58612402538046	1.96012775914036	1.23069265820205	2.85967352394888	1.65059943028271	1.72801819946958
EML4	5.59240524949348	5.90482023428756	5.44213220833683	5.47439954516994	5.35766193785411	5.69187745415656	5.2943505321095	5.41962392428722	5.2994107492914	5.60596279721606	5.64798541327326	5.2943505321095	5.74368700370504	5.42440249321838	5.39882917772561	5.51489802631089	5.48147066510098	5.37295594206475	5.84980269525495	5.63920770054287	6.08221519447333	5.36729000032259	6.11419847475268	5.49509685550628	5.30284695902177	5.53108581556386	5.70376674320721	6.11419847475268	5.43396530244682	5.67994264495515
GNA11	5.43890132283324	5.04412090981878	4.28811376718667	5.83639012691341	5.21279575261945	5.43652489483935	5.78728837175382	5.54734983477031	4.83799368746153	4.57501035327642	4.54605615194387	4.28811376718667	5.98981939093307	4.44515535632799	4.46487204817904	5.34796366532213	5.40258615193048	4.97507517440391	6.13645072640076	5.15772996733451	5.4244472499851	5.33916506653189	5.13571222390618	4.60840334638431	4.59810066012688	4.4112278801748	5.72618445792109	6.13645072640076	4.97238641902873	5.00431966130279
GNAS	9.62120445095998	9.16595493403606	9.8709127166149	9.58925503873534	9.61584633149788	9.51008164450715	9.67017616498049	9.82759072150935	9.53947420462658	9.51834707015264	9.45660885305031	9.71960866604072	9.8709127166149	9.61071937500944	9.52012717899802	9.78496335614716	9.4829749771629	9.58788926366712	9.48779259143259	9.79214302248649	9.61278832049099	9.79909787522355	9.59360038989331	9.28889383774913	9.69800696044851	9.66617811929441	9.50951743282043	9.16595493403606	9.42677910867071	9.49861627468705
ABL2	5.82597098975757	5.58244361778945	5.51759014331759	5.82518727570407	5.69320915308574	5.9598107629473	5.80151146887275	5.67470269752716	5.79986973448384	5.62340448396273	5.51759014331759	5.72399673437652	5.63604352616807	5.72612217284624	5.56192181541467	5.57159636251274	5.61090005061868	5.90840267750107	6.065751260749	6.07671641636797	5.66849434459863	5.70320058954633	5.77640623584794	5.72028368080347	5.87679125875923	5.84876303759671	5.58103695093668	6.07671641636797	5.71519646989482	5.84855021368304
BCL9L	4.32078552994645	4.91054045842429	4.11330711313092	5.08449950178628	4.32864825297098	5.04624683143469	4.94403525666452	4.26672091835757	4.40572121812605	4.4222428764793	4.68396004507414	4.10447622656291	4.9876682690621	4.02973432584526	4.01629850019571	4.01629850019571	4.0206888963256	4.38518714717026	5.25077806078847	4.41122069074934	4.73332780993573	4.94219050522604	4.81598062947009	4.88741729657928	4.19424082100427	4.62431914317564	4.14040901068758	5.25077806078847	4.48693419982968	4.03799063114705
ANK1	3.49533411255521	3.95770732586116	3.46642369334744	2.87407936749485	2.88289562933792	2.44852231063749	4.8561258988194	4.81726864276517	3.187805210731	2.45732522263843	3.8140745550992	3.44229587325088	3.6324826142081	2.61475327708117	3.61864041440729	2.44852231063749	3.01443313597417	4.22130514469437	3.6259844580929	3.00033938077345	3.37567530700217	4.05676301843842	4.01860522630505	3.89245027337538	4.02400088450845	4.02562249961411	3.275441586409	4.8561258988194	3.11234155350189	3.04861657797842
SETD2	6.23932669411798	6.04433394668424	6.64185351377561	6.66420413473316	6.5028804883608	6.40369373817267	6.65889820025324	6.49317144022465	6.51139031562012	6.2363469596455	6.10926699941069	6.37298874262243	5.99910810442384	6.40339758701535	6.46155675394179	6.12870660581861	6.0495202095895	6.66420413473316	6.41800683850364	6.11702170423958	6.37368281606013	6.28140573855352	6.07565340022182	6.59745070046761	6.44124546058483	6.60850259476171	5.99910810442384	6.43626846141459	6.45693596541863	6.2257942384216
ARHGAP35	4.90900618796175	4.90683947054589	5.14322329209674	5.34862896896804	5.07610946924993	4.88143826327141	5.29768299684757	5.02339321462693	5.38226342797068	4.93022906839102	5.23343797676627	5.14185622203824	5.19848698713248	5.11604323132649	4.87194971266413	5.12155135776319	4.93936724584971	5.15716688865618	5.22880018822644	4.87194971266413	5.31712037879333	5.24237628236853	5.10620445783217	5.38263762771663	4.92960992100545	5.14555974692687	5.03570741760671	5.38263762771663	4.89472496365692	4.95849948024827
DROSHA	7.73938430431274	7.5395832380926	7.98841962970954	8.17096536491143	7.84421098599059	7.38845176312569	7.82594063957947	8.11925342678076	7.72967401986213	7.69985017392892	7.71377090938353	8.17096536491143	7.38974357567546	7.9734993627201	7.66910344616051	7.69570079834203	7.77615520697247	8.07812764449958	7.5927319566728	7.38845176312569	8.10641639926591	7.84986726941431	7.52005568183689	8.12580346990675	8.05855231043525	8.01738418416035	8.07794970285291	7.51560439586688	8.08997126473299	7.71775391621901
CD274	5.21695725840823	6.21937995168979	4.54796057572766	4.81778032125751	3.99161020664371	5.89591186581435	5.23518273709869	5.15040953858811	4.40351368585281	4.62128564107969	4.61586958559504	3.91668021243189	4.69008071237159	3.91668021243189	4.92628607668444	4.2209119255166	4.37400568741368	4.51375541490144	4.49788318483935	6.21937995168979	5.64681672861699	5.19743728675172	5.9980462518119	4.56698669446689	4.95780196146217	4.61589415399501	4.90126188449238	6.09434482611234	4.55846421422296	5.1623000599478
MSH6	6.48903464452988	6.12263796811025	6.81881349135827	7.03195325172292	6.60062224790935	6.24435917121764	6.62042844421445	7.43664876047188	6.79838940215666	6.5079212359205	6.67960511825893	6.63818879000709	6.08895273506429	7.30454406672236	6.94067361063455	7.07822856214381	7.03962571597361	6.05065194881963	6.33654915804837	6.47988882304391	6.75824747074313	6.95014791752015	6.4400678349831	6.18815830739833	6.72834394413276	6.83091910759474	7.43664876047188	6.05065194881963	6.51774971602247	6.54530925682885
TFPT	6.5381704462067	6.80350574923227	6.2806886144499	5.94831317333584	6.54380592662342	6.41298505543529	6.15338524879451	6.35810323745411	6.12459893068201	6.296306222596	6.23324483455621	6.45729166078504	6.72528576221167	5.9853225103472	6.07612247317437	6.56519513030122	6.56118955791954	6.13708438560252	6.80350574923227	6.72707722956837	6.43587644718731	6.34438000376313	5.90175340327643	5.90175340327643	5.94456987089794	6.10365341958893	6.42076490888504	6.25421218292486	6.03396659950772	6.23284880600714
H3F3B	8.49878845571321	8.51120173759261	8.73512710207043	8.97940953596327	8.84812277698468	8.67818225584794	8.28410771807764	8.22898967883282	9.25409650326037	8.46845367481268	9.14943304329103	9.26453080138746	8.57034851681946	8.75707598730238	8.34117671195594	8.11631832281374	8.08548961361047	8.08548961361047	8.46859714668454	9.06381294303881	8.33653039733117	8.69943918536035	8.76838545928774	9.26453080138746	8.889641814965	8.90390687900664	8.44380368630518	8.19972840315418	8.64191976668908	8.80004790416297
CD209	4.27402704082365	4.16259110887697	3.25257901655412	2.81027308139242	4.2340604792421	5.15086994559957	2.81027308139242	3.99901966467111	4.15774415713572	4.57118972772131	3.96535844096204	2.91460260201919	5.09896433713912	3.23123829694416	4.17423499709275	3.9666163603893	3.99576924566498	3.40278619663852	5.20774093192733	3.85747518270109	4.64732795035242	3.91956740192069	4.32031640355683	3.32153966656094	3.35383185024321	3.54294834325721	3.60303888872264	5.20774093192733	3.74887145843112	4.44936559632834
NRG1	3.34862977929936	3.21715422596789	3.27566553345974	4.00699420899913	3.01463059916045	3.32487954152357	3.75101519759727	3.22751340530588	3.83202125907239	2.27958212145752	3.97925708806711	2.28745629015859	3.4308110522381	2.27958212145752	3.34429875763064	3.98392587584718	3.40135862053707	3.34326743625661	3.60422409498541	2.51919639589133	3.08285327566787	3.19657026537979	3.68610393134143	3.55851035595774	2.37454917948129	3.59669812287711	3.12750341835497	4.00699420899913	3.5986034360006	2.37977297832752
HIF1A	9.45388874699612	9.42518379450269	8.91405856325635	9.14066224820364	8.90245137016345	9.13006634630835	9.6253176248168	9.03275328213975	8.90691404061684	9.41382248574594	8.29101199036127	8.29101199036127	9.64756103868818	8.62410782619692	8.97217046883653	9.39081850476533	9.07100282804002	8.40533647771394	9.64756103868818	9.12374256439886	9.15728633465963	8.77679982046193	8.78657896737592	8.82041716254325	9.00194155703919	8.90478773060384	8.99186217689376	9.13552484822274	9.28123701496698	8.99395364961182
HIP1	5.43128487627339	4.92488347382425	4.92488347382425	5.94972051189732	5.25610462985891	5.85680331702934	5.56323761711312	5.52991067764178	5.67043711229942	6.04738125147569	5.43476885368536	5.37142106631144	5.00686340395563	5.586163968283	5.1468604263071	5.09490427449662	4.94500116319478	5.69040606569249	6.04738125147569	5.19106918280826	5.16660716704706	5.33993762591763	5.18569200900287	5.58781782786738	5.28742464908948	5.53416025621466	5.64536748309003	5.924909227201	5.68163152343873	5.31994090928666
HLA-A	10.0114028132963	10.1795532226881	10.3501574709465	10.2660459827947	9.87650417127806	9.71556263995476	10.412919700073	9.96646680532669	10.1356920921493	9.85723313140714	9.71556263995476	9.95145884260112	10.2454982316306	9.97750149009652	9.85671098475794	10.0046864755668	9.71613734739382	10.116215580161	10.3248424008843	10.2707817649945	10.4267800740079	10.2767111787281	10.4267800740079	10.1537207399361	9.84013084668864	9.82956946191647	9.84273046995841	10.0333534815348	9.95358843951982	10.1224201544805
MNX1	3.88360494699568	1.68648266442998	3.09241208951413	3.70864677842019	3.15239155840316	1.67630294386532	3.69577501661542	4.52485444051571	3.6828608370587	4.30549710505347	2.71826346394871	3.58068443878318	3.82777650973532	4.19346208752678	2.49247992919142	3.68425552472787	1.83622839448528	4.44065745395869	3.84546105237066	2.73600750268336	1.70435333147674	4.31799898886159	4.55166879051824	2.07351302608342	3.35083824373346	3.04011402077218	1.67630294386532	4.55166879051824	3.35936320039945	3.79707535922226
HLF	1.68832456684509	1.31403074423871	3.3509080313748	3.49074869027618	2.98013874681315	1.8064052711475	3.83155766115986	5.22958831178918	4.46332589377868	2.59493004925828	4.14871526462438	1.68749209391466	1.53081563473516	5.49079592988442	3.16839302719491	2.35389096872634	1.31403074423871	5.49079592988442	3.31169905186505	2.97162717827497	3.54185212586663	3.24583764536341	4.05150077956287	2.15771312413939	4.63039955145237	4.55040196025271	2.90815006508278	4.26145317180054	2.50133112204755	1.62868124847991
HMGA1	3.83294134504996	4.24831305625875	3.70882622481737	4.87681564846763	3.70855736895507	3.881121289962	3.8261460488167	5.23906782463499	4.99537366236011	5.01939882369336	3.96127609103447	3.69304099046918	4.54735529081241	3.7566126914075	4.64295851194047	5.16822779859009	4.56034529466273	3.69304099046918	5.13861024229642	4.32214780846811	4.22188743954962	4.81273420185347	5.23906782463499	4.7782424330633	4.82392909883324	4.38571844755269	4.4057684108926	4.86676903061486	4.67323372360252	3.84552357053135
FOXA1	3.70888039390969	3.18668425837391	1.44537730308536	0.69966653271013	2.79102449895081	4.24779659646236	2.60300827842815	2.37227217959157	3.73129794889403	2.70824756952582	3.81580663522885	0.982247814413044	1.5498185662901	3.18034512815341	2.34640138471574	0.305944468001283	3.64135055739042	0.805462608311721	2.7762292300958	0.305944468001283	3.74513383783547	4.2728989952033	3.97037077324664	1.88695683189167	1.76363179715459	0.572581075256862	0.951603599086207	4.2728989952033	3.71905691768318	3.19835074595951
HNRNPA2B1	8.49908906689417	8.63481841900446	8.92442140146758	8.96312261747575	8.77934043383919	8.67679806581915	8.74072150339018	8.83920250059594	8.85827929908317	8.7324364643217	9.18174586459792	9.18174586459792	8.5416948292901	8.9862561229407	8.82448378442141	8.87979308290704	8.76220914197374	9.09314973317914	8.49908906689417	8.64687694432242	8.91481187960367	8.78565490122424	8.77252856364707	9.14077886182905	8.88553264302188	8.93510297888002	9.03292914652956	8.78271213672394	8.96178036579548	8.85305808940647
HOXA11	1.2570292380044	2.94889457576631	1.45210061828434	2.07464464137855	2.5106190620553	4.95493998157424	1.74317950338365	1.12038458553589	3.93064046107453	1.13775454466388	6.162201717928	5.88165434057051	1.67268254415078	5.31267856531963	1.52217547995077	1.82260121660633	1.12038458553589	5.90965938987793	1.59012968073434	2.25964432371273	1.53307946823351	3.45242040055617	4.30405127673704	3.70720777208104	1.97685543239747	2.57527727615098	1.49079196070228	6.162201717928	2.30868248629544	1.86598711120131
HOXA13	0.9808158017573	1.07879692972031	0.664268062567037	2.8293831391271	0.969617654661309	4.63215185465239	2.69253505702845	0.685180227208982	2.75013900115174	0.259500909712132	1.45049786718589	4.30113411595762	0.911265835175217	3.93993354445182	2.50612497355811	2.27045135744665	0.12457469854632	4.63215185465239	0.12457469854632	1.72648389533015	2.63061780876382	4.18733067473031	3.33804629214855	1.66091031909014	1.19405496549533	2.33496919633312	2.05409397491189	4.61403907965426	2.47021209514466	2.80039694256379
APC	5.21198824539705	5.23349135904856	5.11854193421872	5.4489817382665	5.08936678970241	5.50006432435957	5.42940443712019	4.96738380463903	5.28890471686829	5.19039847911835	5.09810522495884	5.29736306052265	5.38053984050453	5.12345256585196	5.02499629024784	5.50006432435957	5.12862385789567	5.12414107145501	5.42063973425021	4.96738380463903	5.26035469711818	5.11962418433284	5.36409924206498	5.38110921984771	5.10851534601907	5.23229809527069	4.97159476249829	5.48128127477716	5.49018378383338	5.32892135870304
HRAS	5.59152929945212	6.17650267612415	5.60034721520007	5.60159620853794	5.53380333415109	6.01800241486796	5.41900242545131	5.99166225538462	5.6881690114342	6.01743133180987	6.08239400578506	6.15517977149852	6.30981891996795	5.74748973978543	5.33819320276865	5.72597921861694	6.18879605276693	5.8928356388869	6.30981891996795	6.00410161487669	6.28710486095228	5.89125048181951	6.0628214360494	5.56483617797812	5.53217172775952	5.33819320276865	5.75682074765941	6.226541323115	5.50858380090614	5.94540117094762
BIRC3	6.8023762971843	7.64207593609911	6.73397768227547	5.46634228122819	6.41139158228146	8.14033147275418	6.85020796809196	7.09760269319941	6.35040941543321	7.24019135332799	5.23986873248884	5.23986873248884	5.76947119235002	5.28009444330328	6.50734786404036	7.11560059428324	6.75477599623596	6.87795730156731	6.22603367833425	8.49089729704939	8.04325034556991	6.92575953423683	8.49089729704939	6.52294445202366	6.33303330237753	6.475858037078	6.54982336433137	7.16595731626556	8.3907146406002	7.39676863330001
HSP90AA1	9.67407373677435	9.86457792235438	9.67646408614693	9.68534565113597	9.9328371602558	9.61962233649348	9.91783306712127	9.96852742110191	9.9630557621109	9.8633280413085	9.72988332386022	9.95183283666207	9.85249884438947	10.0460004032482	9.60016917451141	10.0460004032482	9.69635932068144	9.93663760965913	9.53696157712888	9.70336598396782	9.80917810212259	9.78419474802026	10.0266212388794	9.69811652371038	9.64661770373675	9.73533130428057	9.8872155262424	9.53696157712888	9.88698444569379	10.0400020262902
HSP90AB1	8.25037913494824	7.7021596954147	8.17981574331855	8.59864916239443	8.66274483976985	7.6869807748073	8.44088078731567	8.79316030992625	8.27374076681071	8.26131132174715	7.50405844112576	8.20828777958358	7.75514134518484	8.79316030992625	8.32701766965316	8.202041523986	8.1556358375668	7.81228669614892	7.35057609999094	8.31180779845959	8.17376863263003	8.46077408876433	8.20364629570321	7.58746555517223	7.79356348944048	8.22126377107308	8.73021254034122	7.35057609999094	7.96395000271132	8.09369464416102
DNAJB1	6.79035879127607	6.92705121987546	6.45995057440555	6.33649390698791	6.80460062104159	6.37127174417036	6.57261316995368	6.70937604856688	6.59010569179461	6.64639172491887	6.92705121987546	6.73693036408652	6.92175470934034	6.82228364331256	6.45010733487708	6.77602289952042	6.84314932300358	6.41783605449612	6.47986190401903	6.84507792209277	6.73601772475971	6.87017404453648	6.75425231161657	6.40183162922649	6.72081454933359	6.7353197413396	6.77063349391134	6.62599521770762	6.33649390698791	6.53339438795476
TNC	4.72949363582397	1.18374491960183	1.79095990362856	2.13155298506873	3.77732018617217	3.73269742334634	3.15284212599144	2.66889433283512	0.786065913425485	5.16947907864208	1.08241011401028	0.786065913425485	3.20343882654793	2.79366509550703	2.96653704195412	5.23163385034973	5.23163385034973	1.93365665205928	3.37872041363647	0.864166970495407	1.45726937808345	1.46055453754482	3.53213125674993	3.03311112756351	1.52717820186287	2.19511763724208	2.43692603723953	5.13666093607909	2.81080464948354	3.25064962623987
ID3	7.48171009886665	6.50137877991334	5.84166090786676	4.11218987581433	5.9890660990181	5.82788165896371	6.15914685772825	4.76300215477171	5.51148932867564	6.85995942129761	4.06422391165197	4.79601557456403	7.34425884855627	4.06422391165197	5.55160537237989	6.86884274862655	6.6183207384592	5.28647830197821	7.48171009886665	5.5127678887197	6.23280916952718	5.22891929292276	6.64377592738948	4.93129609821424	6.42883753880477	6.69311552134524	4.76890656992397	5.8931798771531	4.85836972141903	6.79436675006219
RSPO2	1.23361658920775	-0.390846028689762	3.10324387771466	1.78831000356081	3.07497733712111	3.11321620665806	2.18837715784424	0.445200639727298	0.131082607842171	0.355795984302962	0.545154050264352	0.799400970261542	-0.236795472390201	2.45100712017421	1.78967726160992	1.21616482792821	2.55076106292733	3.12685346215144	3.12685346215144	-0.370857391235275	1.07036270202141	1.72824323711319	1.28624290579338	-0.390846028689762	1.80536742064008	2.23677660180249	1.74214626355672	2.04148290762198	0.454884923625945	2.45812272846393
IDH1	9.36274623369725	9.79723204142028	8.82358255764288	9.09291943251206	9.35760393483257	9.08429888613725	9.02850926321551	8.82358255764288	9.21318885182328	9.24346875945744	9.79723204142028	8.93411157283693	9.74686852883638	9.65423735953146	9.09673552737612	9.56053735908466	9.25875610538992	9.79710451986224	9.50888911928774	9.3011005167722	9.10199503410942	9.0468078427133	8.97228119173768	9.2469233771622	9.47223251265105	9.3661648603488	8.91703281877446	8.8893651043223	9.490624404682	9.39479609095929
IDH2	7.99465106641699	8.19961124814728	8.11001980081834	7.82672360695033	7.39018579615191	7.50907244280262	7.99295986862367	8.0827916996604	7.46680008647168	7.86370554609729	8.34411191514728	7.88906875784348	8.34699445997531	7.51441053565894	7.99412289608819	8.20858519406061	8.18652621809593	7.53415182470161	7.48012783989392	7.66386269282999	8.34699445997531	8.00932772926168	7.71729498996731	7.78813911826617	7.66156159109092	7.52657792883928	8.06516144607733	7.67559533831804	7.39018579615191	8.01083446829437
MACC1	4.06975205773314	4.24350921903319	5.39633274394529	2.61409123735642	6.36246673500357	4.16482058298864	6.06062038924637	5.18220608978329	5.1937586145611	4.34395022184694	2.86304276748665	5.07535150386388	3.11072787111908	6.36246673500357	3.08016964289588	4.64578150670395	4.7395008323078	5.97318629640307	2.61409123735642	4.06667301064331	5.53198577059888	4.75549705937973	4.53667469107468	4.453237668037	3.46060626613404	3.68848570275976	5.7948147228766	5.42868692989303	2.81635802080612	4.57579490387852
IKBKB	5.75433822852433	6.04749701724077	6.04164909447813	5.88348284276399	6.20933967699723	6.14538271683268	6.07550097438498	5.75195753704854	5.88512752029992	5.64387525049875	5.78372915943496	5.95569481986501	6.11300856521391	5.84737376094793	5.84363679560423	5.72827066128545	5.76048441298694	6.00341987622692	6.32742182580482	5.66638301188812	6.18849040738154	5.64387525049875	5.93610035152567	6.22085088628705	5.89381100700666	5.90033401443157	6.01850669356553	6.32742182580482	5.9292631972012	5.7635600786367
FAS	5.81055421721182	6.39715578521465	5.91395730795422	6.11765304420496	6.07283314840328	5.44751201286686	5.50919591328188	6.20158873367719	5.45007473159734	5.97047964576694	5.25481486281765	5.77187934644741	5.25667688264077	5.25481486281765	5.53924247225715	6.02421695826434	5.9551761388453	5.31140939007445	6.1143026709109	6.29291034446981	5.60878189180425	5.57899556137516	6.09695175650183	5.76912408180656	5.76409924312702	5.81451057236192	5.51108985463922	5.36999862347423	5.90370190643774	6.39715578521465
IL6ST	5.20419150618336	6.02745781691148	4.57284757689058	5.06977782102957	4.95534100052102	6.24515275781188	5.62255657429933	5.29823240980749	4.69371562706474	5.08921201514202	4.65969428533689	4.51713469964914	5.52549168910519	4.51713469964914	5.41561112833779	5.48049942432105	5.15623377717136	4.71841269435752	6.24888187441324	6.24888187441324	5.43914915986773	5.20840731381305	5.63030770108936	4.99219058594453	4.80796551592207	4.84100792421659	5.48810859773154	5.70777703978545	5.61815962675861	5.37226257576507
IL7R	6.86114469833046	6.16760845491702	7.18476747085734	4.86733573107858	7.12184808890582	7.5500789822785	7.31677421394976	5.12965211270328	6.70044555108385	5.41906783709688	6.1733271568157	4.69856867089315	6.76343238538335	4.69856867089315	6.15547895216677	6.10583979584323	6.13842134142805	6.36710450166501	7.60684484331673	7.60684484331673	6.98240687499472	6.44538003620431	7.52847432361261	5.85293750185256	5.48908727544165	5.58406097927631	7.3928879994928	7.4453824679598	6.83823579823591	5.54037851403415
EIF3E	9.48496073858597	9.12831124896366	10.0479625317319	9.89817951338418	9.89622730956489	9.68596098851171	10.0441906402386	9.67348583779984	10.3076089885861	9.84042645861424	9.91009162232192	10.0814163006559	9.56752391219828	10.3792255215481	9.43122247298045	9.86607173798081	9.53453081276846	9.95531124461982	9.23483747346979	9.93407507651765	9.87392868622742	10.3792255215481	9.77212206686013	10.2453994143654	10.0229105650029	9.89091801130837	9.72201511576177	9.12831124896366	9.85545988237321	10.0029738462424
IRF4	4.84993825394668	4.70892391132134	5.5885331492268	4.46850499372843	4.56713881219973	6.2530704792723	4.65801071683386	4.56888013709231	5.08986720563035	5.18281976242119	5.15266966200238	4.68468306617769	4.85062564693564	4.46850499372843	5.3678795309623	4.95978801843897	4.9147082807875	5.09760989320543	5.09321140253228	6.2530704792723	5.53152919936487	5.23009815172245	5.96609618062963	4.66911507813029	4.70546734052516	4.63591807098406	4.70433590493014	6.09915687658195	5.8018908389205	4.83524028500621
AR	4.77227425626595	2.75683737601471	3.46685702740949	5.17293089617708	4.1280343013827	4.85980184684889	4.70015253319955	5.05942836098599	4.10321584542055	4.42010532064175	4.20422062556818	4.96834572364448	4.49972368488638	4.06751885037457	4.67855168629553	5.02736738742151	4.85384591241599	4.41296436378259	3.7374195601918	2.87167163183203	3.38290056661751	5.17293089617708	4.36703206786144	3.72108842183699	4.14285424939678	4.10320342687625	2.75683737601471	4.95846307167443	4.53418629169313	4.55006778112446
ITGAV	7.95528642658611	7.03241102862958	6.42280775571583	8.26809170088697	7.83524335185283	8.02394553298971	7.37854005924446	7.37986799058373	7.55449008518862	7.66376941941276	6.42280775571583	6.95169912688899	8.25861120205796	6.45580667704473	6.76941914312501	7.23846300454373	7.36071784856692	7.13572805063113	8.26809170088697	7.673251604373	7.56264628221792	7.59953215256103	7.44900828645351	7.69998108060176	7.866861708093	7.90139993214846	7.34504102405822	6.91671321044787	7.12028644255536	7.75809983540484
ARAF	6.26287379327845	6.58961834349563	6.38936107591317	6.39955289675898	6.01153116004479	6.31851799127089	6.44410371138212	6.01020627226248	6.13202815420219	6.15637122461353	6.19920202480292	6.20768664533258	6.17249532197804	6.24489746727324	6.25629748609569	5.93321923435169	6.0878220021076	6.41089347223667	6.37871337536491	5.93321923435169	6.33349963853827	6.11852244254142	6.41245930434614	6.67821531826186	6.03100305032218	6.0582922740747	5.98180994663592	6.67821531826186	5.98571502055669	6.16637286618949
ITK	5.33908398915006	4.53326708797281	5.89432355843571	4.37179230603717	6.28202348819809	4.27329123062246	6.33759678396577	4.04268594633472	5.67759038259189	4.41658335630493	5.32476977371435	4.99881240061116	5.26249275517577	4.80538843321677	5.52387053494412	4.05812213708557	4.26694113304625	5.59899535391144	4.38016316475839	5.51155377241337	6.14331644917389	4.44247578479094	6.33759678396577	4.44472480525285	5.02405325991894	4.8869071710438	6.28717602662506	5.62248491796965	5.56571562869427	4.04268594633472
