Metadata	Feature_Name
Patient	RSPH6A
Patient	CACNA2D3
Patient	MXRA5
Patient	SH3KBP1
Patient	NUP98_y
Patient	NFE2
Patient	SUZ12_y
Patient	WDR87
Patient	LOXHD1
Patient	ZFHX4
Patient	SLC9B1P1
Patient	RIN3
Patient	UGT2B10
Patient	GRIK2
Patient	ZNF285
Patient	STAG1_y
Patient	NLRP1
Patient	DGKI
Patient	MMRN2
Patient	EYS
Patient	KAT6B_y
Patient	PKD1L2
Patient	GRIN2B
Patient	SCN1A
Patient	MSH2_y
Patient	KIF26A
Patient	PAPD7
Patient	RIMBP3
Patient	SEMA5A
Patient	ABCC8
Patient	PCDH15
Patient	WDR52
Patient	DMBT1
Patient	OTOGL
Patient	TBL3
Patient	SGSM1
Patient	TIAM1
Patient	XIRP1
Patient	RSL1D1
Patient	BARHL1
Patient	TPTE2
Patient	AQR
Patient	PPIL4
Patient	NEO1
Patient	TRPM3
Patient	MED14
Patient	MAN2C1
Patient	IARS
Patient	DOCK3
Patient	INCENP
Patient	MDM1
Patient	PRKAR2B
Patient	CLCA2
Patient	CHI3L1
Patient	SENP1
Patient	MTUS2
Patient	SCN9A_y
Patient	DOCK4
Patient	MED13
Patient	EFCC1
Patient	KDM5C_y
Patient	AGR3
Patient	XKR4
Patient	CTSD
Patient	SLC4A1_y
Patient	SLC5A1
Patient	FSTL1
Patient	CCDC129
Patient	SART1
Patient	PIKFYVE
Patient	WNT7B
Patient	APBB2
Patient	ADAMTS6
Patient	CREB5
Patient	SLC4A2
Patient	SLC44A1
Patient	HTR1D
Patient	PGBD5
Patient	SERPINA11
Patient	PTPRS
Patient	USP9X_y
Patient	APCDD1
Patient	FLNB
Patient	SSC5D
Patient	CADPS2
Patient	POLQ_y
Patient	TMC3
Patient	CCDC141
Patient	PXDNL
Patient	NPR3
Patient	SPRED2
Patient	ARHGEF10L_y
Patient	COL19A1
Patient	LRRIQ1
Patient	IMPG1
Patient	A1CF
Patient	ESPL1
Patient	CA10
Patient	SCN11A
Patient	CHIA
Patient	TNIK
Patient	CAPN6
Patient	HERC1
Patient	RSAD2
Patient	KLHL9
Patient	LGALS13
Patient	ROS1
Patient	HUWE1
Patient	WDFY4
Patient	GRIN2A
Patient	BAI3
Patient	LRRN1
Patient	TRPM1
Patient	FAM135B
Patient	POLI
Patient	PLXNA4
Patient	HIST1H3C
Patient	MYO7B
Patient	AMOTL2
Patient	NRAP
Patient	KPNB1
Patient	CNTN4
Patient	KAT2A
Patient	GRIP1
Patient	RAB33B
Patient	ADAMTS15
Patient	ZNF467
Patient	CFP
Patient	CTNNA2
Patient	PC
Patient	ADAMTS16
Patient	CLTCL1_y
Patient	PRKAG3
Patient	UBTF
Patient	DIAPH2
Patient	TMEM132C
Patient	SATB2
Patient	TNS1
Patient	HTR3D
Patient	IBTK
Patient	KIAA1549_y
Patient	PPIC
Patient	TSKS
Patient	GLDC
Patient	TTBK1
Patient	CDH20
Patient	EED_y
Patient	GIT2
Patient	KCNH6
Patient	MAN2A2
Patient	TENM4
Patient	DPF2
Patient	ADAMTS12
Patient	KRT14
Patient	FREM3
Patient	COL22A1
Patient	MAPK13
Patient	SLC30A2
Patient	CLPX
Patient	CERS3
Patient	PRR14
Patient	PIGS
Patient	PTPRA
Patient	CACNA1D_y
Patient	MARCH11
Patient	EPB41L2
Patient	SGK223
Patient	HEPH
Patient	NTRK3_y
Patient	DLG3
Patient	CARNS1
Patient	CDON
Patient	SLC13A1
Patient	AARS2
Patient	ULK1
Patient	TGFBI
Patient	CSN2
Patient	CRHR2
Patient	FGD6
Patient	ATG2B
Patient	GABRB3
Patient	BTBD2
Patient	RTL1
Patient	AGBL1
Patient	CYP2S1
Patient	KCNB1
Patient	HEG1
Patient	NPAP1
Patient	NR1H4
Patient	TTC17
Patient	A4GALT
Patient	ROBO1
Patient	SMR3B
Patient	SPEF2
Patient	WWC1
Patient	TAF1L
Patient	DSTYK
Patient	ADARB2
Patient	STK24
Patient	SALL4_y
Patient	TGFBR3
Patient	LPIN3
Patient	SLC12A1
Patient	RIPK1
Patient	SAMD7
Patient	NPNT
Patient	SPG11
Patient	CNTNAP1
Patient	RBMS1
Patient	BMP3
Patient	BRINP2
Patient	TET1_y
Patient	CYTIP
Patient	PUM1
Patient	ZNF644
Patient	NLRP3
Patient	BAIAP3
Patient	REXO1
Patient	ZNF518B
Patient	KCNG4
Patient	CDH24
Patient	PPP1R3A
Patient	KMT2D_y
Patient	ADAMTS7
Patient	CTNND2
Patient	ZIC2
Patient	CPS1
Patient	CELSR2
Patient	C2orf71
Patient	ARID1B_y
Patient	CRY1
Patient	ZBTB47
Patient	WDR43
Patient	TRPM4
Patient	MYT1
Patient	FAM155A
Patient	ZNF687
Patient	SF3A1
Patient	frameshift_variant
Patient	missense_variant
Patient	stop_gained
Patient	inframe_deletion
Patient	protein_altering_variant
Patient	splice_acceptor_variant
Patient	splice_donor_variant
Patient	start_lost
Patient	inframe_insertion
Patient	stop_lost
