CID,MolecularWeight,CanonicalSMILES,InChIKey,XLogP,Name,Targets
3211,512.6,CC(C)CC(C(=O)O)NC(=O)NC(C1CCN=C(N1)N)C(=O)NC(CCC(=O)N)C(=O)NC(C)C=O,IJWCGVPEDDQUDE-UHFFFAOYSA-N,-2.6,Tofacitinib (CP-690550),TYK2;JAK1;JAK2;JAK3
15073,82.1,CC1=CC=NN1,XKVUYEYANWFIJX-UHFFFAOYSA-N,0.6,Tozasertib (VX-680),ABL1;ABL2;ACVR1;ALK;AURKA;AURKB;AURKC;AXL;BCR;BIRC5;BLK;BRSK1;BTK;CDK19;CENPA;CSNK2A1;EGFR;EPHA2;FGFR1;FGFR3;FLT1;FLT3;FLT4;FYN;GMNN;INSR;IRAK4;ITK;JAK2;KDR;LCK;LIMK;LRRK2; LTK;LYN;MAP2K1;MAP2K2;MAP3K10;MAP3K20;MAP4K5;MAPK10;MARK2;MARK3;MARK4;MELK;MINK1;MST1R;MYLK;NTRK1;NTRK2;NTRK3;PAK1;PAK4;PDGFRB;PDPK1;PKN2;PLK4;PRKAA1;PRKCZ;PRKD2;RET;ROS1;RPS6KB1;SIK2;SLK;SMARCA4;SRC;STK11;TAOK1;TNK1;TYK2;TYRO3;YES1
3038525,436.3,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,VEPKQEUBKLEPRA-UHFFFAOYSA-N,5.1,VX-745,CXCL8;IL1B;IL6;MAP2K6;MAPK11;MAPK12;MAPK14;ROS1;SLC22A2;TNF;VEGFA
151193,464.9,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O,LLDWLPRYLVPDTG-UHFFFAOYSA-N,4.5,Vatalanib (PTK787),AR;CSF1R;CYP2B6;EGFR;FLT1;FLT4;FRK;KDR;KIT;NFE2L2;NR1I3;PDGFRA;PDGFRB;RPS6KB1;STK3
10126189,363.4,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4,OTSOOHRUMBRSHZ-UHFFFAOYSA-N,1.4,YM-155,ABCB1;BECN1;BIRC5;BIRC5;CASP3;CASP9;EGF;EGFR;EHMT1;EHMT2;ELAVL1;MAP1LC3B
13926968,234.68,CC1=C(C(=NC(=N1)N)N)C2=CC(=CC=C2)Cl,KUJZZRQOOOVVCJ-UHFFFAOYSA-N,2.2,p38 MAP Kinase Inhibitor,TNF;IL1;COX2;NOS
151069,585.7,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,AYUNIORJHRXIBJ-JDHGPBJTSA-N,2.6,17-AAG (Tanespimycin),ALB;AR;CDK4;GMNN;HIF1A;HSP90AA1;HSP90AB1;MET;MTOR;PIK3CA;RET;TP53XIAP
11314340,358.4,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC=CC=C4)N,BPNUQXPIQBZCMR-IBGZPJMESA-N,3.6,A-674563,AKT1;PKIA;PLK1;PLK2;PLK3;PLK4;PRKACA
3004,576.6,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC(=CC=C5)S(=O)(=O)O)O)C)O)F)C,TWQWRHIQRAZHPR-UHFFFAOYSA-N,3.2,ABT-737,AKT1;BAG3;BAX;BCL2;BCL2L1;BCL2L11;BCL2L2;BECN1;BID;BRAF;CASP3;CASP7;CASP8;CASP9;H2AX;HGF;KRAS;MAP1LC3B;MCL1;MET;MKI67;NANOG;PARP1;PIK3C3;PIK3CA;PMAIP1;PTEN;RASSF1;SQSTM1; TP53;TRP53;USP7
11338033,382.2,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,OVPNQJVDAFNBDN-UHFFFAOYSA-N,2.6,AT7519,ATG10;ATG7;BAD;BAX;CDC25A;CDC25B;CDK1;CDK10;CDK11B;CDK12;CDK13;CDK14;CDK15;CDK16;CDK17;CDK18;CDK19;CDK2;CDK20;CDK4;CDK5;CDK6;CDK7;CDK8;CDK9;CDKN1A;CDKN1B;CDKN3;FOXO3; FOXO4;MYC;YES1
16659841,348.76,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F,PDOQBOJDRPLBQU-QMMMGPOBSA-N,2.4,AZD1480,HK2;JAK1;JAK2;JAK3;MAP1LC3B;PFKM;RET;SLC2A4;SQSTM1;STAT3;STAT5A;STAT5B
9525,223.31,C(=C[As](=O)(Cl)Cl)Cl,UQKJRDWYYZHIOR-UHFFFAOYSA-N,3.6,Afatinib (BIBW-2992),EGFR;ERBB2;ERBB4
11977753,469.5,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,5.2,BEZ235,ACVR1;AKT1;ALK;APC;AR;ATR;AURKB;BAX;BCL2L1;BCL2L11;BIRC5;BRAF;CASP3;CASP9;CCND1;CDK7;CDKN1A;CHEK1;CLK4;CRTC1;CRTC2;CSF1R;CTSB;EGF;EGFR;EIF4EBP1;FGFR3;HRAS;HSF1;JAK2;KRAS;LIMK1;LRRK2;LTK;MAP1LC3A;MAP4K2;MAP4K5;MAPK1;MAPK3;MCL1;MET;MPL;MTOR;NEK2;NFE2L2;NRAS;OGT;PARP1;PIK3C2A;PIK3C2B;PIK3C2G;PIK3C3;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIK3R1;PIK3R2; PIK3R3;PIK3R4;PIK3R5;PIK3R6;PTEN;RB1;RPS6;RPS6KB1;SQSTM1;TP53
11364421,521.7,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,XQVVPGYIWAGRNI-JOCHJYFZSA-N,3.7,BI-2536,BRD4;CASP8;NOTCH1;PLK1;PLK2;PLK3;PLK4
9813758,255.32,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN,PSPFQEBFYXJZEV-UHFFFAOYSA-N,2.3,BMS-345541,APOB;AURKB;BCL2;BRCA1;BRCA2;CCL2;CCL3;CCL4;CDK1;CDK2;CHUK;CSNK1D;CXCL8;FANCA;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCL;ICAM1;IKBKB;IL1B;IL1RN;LIMK1;NFKBIA;PARP1;PDGFD;PRKD2; PRKD3;RAD51;RAD51C;RELA;SOX9;SRRT;TAOK1;TGFB1;TNF
3076,414.5,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,HSUGRBWQSSZJOP-UHFFFAOYSA-N,3.1,Bosutinib (SKI-606),BCR;ABL1;LYN;HCK;SRC;CDK2;MAP2K1;MAP2K2;MAP3K2;CAMK2G
9956119,465.3,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,4.3,CHIR-99021,CTNNB1;AXIN1;TCF;LEF;TP53;MYC;JUN;NFATC1;GYS1
6918454,478.7,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,GFMMXOIFOQCCGU-UHFFFAOYSA-N,5.6,CI-1040 (PD184352),AHR;AIFM1;AKT1;ATF4;BRAF;CASP3;CASP9;CAV1;CD38;CDH1;CDH2;CHEK1;CTNNB1;CYP3A4;CYP3A5;CYP3A7;DDIT3;EGFR;EIF2A;ERBB2;GSK3B;HRAS;IL6;ITGAM;JUN;KRAS;LCK;MAP2K1;MAP2K2;MAP3K1;MAP3K2;MAPK1;MAPK11;MAPK12;MAPK14;MAPK3;JNK1;MAPK8;MCL1;MKI67;MMP1;NFE2L2;NQO1;NR0B2;PECAM1;PRKCA;RARB;ROCK1;RPS6KA1;S6K1;RPS6KB1;SGK1;SOCS3;SQSTM1;STAT3;STK11;TP53AIP1;TP73
24956525,586.6,C1CC1(C(=O)NC2=CC=C(C=C2)OC3=C4C=C(NC4=NC=C3)C(=O)NCCN5CCOCC5)C(=O)NC6=CC=C(C=C6)F,PKOVTRMHYNEBDU-UHFFFAOYSA-N,3.8,Cabozantinib,MET;KDR;RET
9933475,450.5,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,XXJWYDDUDKYVKI-UHFFFAOYSA-N,4.9,Cediranib (AZD2171),ABL1;ACVR1;ALK;AURKB;AXL;BLK;BRAF;BRCA1;BRCA2;CAMK2B;CHEK2;CSF1R;ERBB2;ERBB4;FER;FGFR1;FGFR2;FGFR3;FLT1;FLT3;FLT4;FRK;FYN;KDR;KIT;LCK;LTK;LYN;MAP2K2;MAP4K2;MAP4K4;MAP4K5;MINK1;MST1R;PDGFRA;PDGFRB;PLK4;PRKD2;PTK6;RET;SLK;SRC;STK3;SYK;TAOK1;VHL;YES1
300471,400.5,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,BKJIXTWSNXCKJH-UHFFFAOYSA-N,2.9,Elesclomol,BAG3;CHORDC1;CLK1;CRYAB;CXCL8;DNAJB1;DNAJB4;DNAJB9;GCLM;FTL;GLA;HERPUD1;HMOX1;HSF1;HSPA1A;HSPA1B;HSPA6;HSPH1;IER5;IFRD1;MALAT1;MT1E;MT1F;MT1G;MT1H;MT1M;MT1X;OSER1; PMAIP1;PPP1R15A;PSMC1;PSMC4;PSMC6;PSMD1;PSMD12;PSMD2;PSME4;RB1CC1;SAT1;SDE2;SLC19A2;SLC30A1;SLC7A11;TRIB3;TXNRD1;UFM1;USPL1;YRDC;ZC3HAV1;ZFAND2A;ZNF394
42642645,632.7,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,CXQHYVUVSFXTMY-UHFFFAOYSA-N,5.5,Foretinib (XL880),AXL;CCND1;FLT1;FLT3;FLT4;KDR;KIT;MET;MST1R;PDGFRA;PDGFRB;ROS1;SRC;TEK;YES1
11717001,334.4,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,DEZZLWQELQORIU-RELWKKBWSA-N,1.7,GDC-0879,BRAF;F3;HSF1
25113169,530.6,CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5C=CN(C5=C4)C(=O)CN(C)C)OC,DESOLSKAHZZIGK-UHFFFAOYSA-N,4.3,GSK-1838705A,ALK;IGF1R;INSR;MAPK10;MAPK8;RPS6KA1
25124816,852,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,MOSKATHMXWSZTQ-UHFFFAOYSA-N,6.8,GSK-1904529A,IRS1;AKT;BCL2;VEGF
3164,302.4,C1CCN(CC1)CCCCOC2CNC(=O)C3=CC=CC=C23,SNXXMVHAWWHIFJ-UHFFFAOYSA-N,2.3,GSK690693,AKT1;AKT2;AKT3;BBC3;BCL2;CASP3;EIF4EBP1;FAS;FOXO3;GSK3B;H2AX;PAK4;PAK5;PAK6;PARP1;PRKACA;PRKACB;PRKACG;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1; PRKD3;PRKG1;PRKX;SRSF4;SRSF5;SRSF6;STAT3;TNF;TSC2
11676971,460.6,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4,GUBJNPWVIUFSTR-UHFFFAOYSA-N,3.1,JNJ-28312141,AXL;CSF1;CSF1R;FLT3;FOS;KIT;LCK;NTRK1;NTRK3
46911863,377.3,CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2,JRWCBEOAFGHNNU-UHFFFAOYSA-N,2.1,JNJ-38877605,MET
9869779,480.5,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC,SHPFDGWALWEPGS-UHFFFAOYSA-N,3.6,KI20227,CSF1R;KDR;KIT;PDGFRB
5278396,395.5,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,XRKYMMUGXMWDAO-UHFFFAOYSA-N,3.9,KU-55933,ARIH1;ATM;BRCA1;BRCA2;CASP3;CASP7;CASP8;CASP9;CCND1;CDKN1A;CHEK1;CHEK2;EIF4E;EIF4EBP1;FANCD2;FAS;GSK3B;H2AX;IFNG;IGF1;IL1B;INS;INS1;NOS2;PARP1;PRKDC;PTEN;SMC1A;SQSTM1;TNF;TP53;TRIM28
11427553,332.4,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43,YYLKKYCXAOBSRM-JXMROGBWSA-N,2.7,KW-2449,ABL1;AURKA;AURKB;FGFR1;FLT3
126565,439.5,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,UIARLYUEJFELEN-LROUJFHJSA-N,2.2,Lestaurtinib (CEP-701),AR;ETV6;FLT3;HTT;JAK2;MTOR;NTRK1;NTRK2;NTRK3;RET
24901704,517.6,CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F,UFICVEHDQUKCEA-UHFFFAOYSA-N,4.9,MGCD-265,FLT1;FLT4;MET;AXL;MST1R;TEK;KDR
24964624,407.5,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,3,MK-2206,ACTA2;AGT;AKT1;AKT1S1;AKT2;AKT3;AR;ATF4;BAK1;BAX;BCL2;BCL2L11;BRAF;CASP3;CASP7;CASP9;CD80;CD86;CDH1;CDH2;CEBPA;CTNNB1;CXCL8;EDN1;EDNRB;EGFR;EIF4EBP1;ERBB2;ERN1;ESR1;EZH2; F3;FAM83A;FAS;FLT1;FN1;GSK3B;HRAS;IL10;IL12A;IL12B;IL1B;IL6;IRF8;KIT;KRAS;MAP1LC3B;MAP3K5;MAPK1;MAPK3;MCL1;MPL;MTOR;NRAS;PARP1;PIK3CA;PNPLA2;PTEN;PTGS2;RARRES2;RELA;RPS6;SMAD3;SNAI1;THRB;TJP1;TMED3;TNF;UBE2T;VEGFA;VIM;XBP1
9929127,366.8,CC1=C(C=CC=N1)C(=O)NC2=C3C(=CC(=C2OC)Cl)C4=C(N3)C=NC=C4,ZNOLRTPMNMPLHY-UHFFFAOYSA-N,3.1,MLN120B,IKBKB
11712649,476.9,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,HHFBDROWDBDFBR-UHFFFAOYSA-N,5.2,MLN8054,ABL1;AURKA;AURKB;AURKC;BLK;BTK;CHEK2;CLK4;CSNK2A1;EGFR;EPHA2;FGFR1;FGFR3;FLT4;GRK5;HCK;KDR;LCK;LYN;MELK;NTRK3;PAK1;PDPK1;PLK3;PTK2;ROS1;SRC;TYRO3
3385,130.08,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,-0.9,Masitinib (AB-1010),ABL1;CSF1R;FGFR1;FGFR2;FGFR3;HCK;KIT;LYN;PDGFRA;PDGFRB;PTK2;PTK2B;SRC;TGFB1;TNF;YES1
9825149,453.6,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,LSFLAQVDISHMNB-UHFFFAOYSA-N,4.6,NVP-ADW742,AKT1;IGF1;IGF1R;MTOR;VEGFA
16038120,614.2,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,QQWUGDVOUVUTOY-UHFFFAOYSA-N,5.7,NVP-TAE684,ABL1;ACVR1;AKT1;ALK;AURKA;AURKB;AXL;BLK;BRSK1;BTK;CAMK1D;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CDC42BPA;CDK1;CDK2;CDK5;CDK7;CHEK1;CHEK2;CLK2;CLK4;CSF1R;DAPK3;DCLK1;DYRK1B;EGF;EGFR;ERBB2;ERBB3;ERBB4;FGFR1; FGFR3;FLT1;FLT3;FLT4;FRK;FYN;GAB1;GRK5;HBEGF;HGF;IKBKE;INSR;IRAK1;IRAK4;ITK;JAK2;JAK3;KDR;LCK;LIMK1;LRRK2;LYN;MAP2K1;MAP2K2;MAP4K2;MAP4K4;MAP4K5;MAPK1;MAPK3;MAPK8;MAPK9; MARK3;MELK;MET;MINK1;MKNK2;MST1R;MYCN;NEK2;NEK4;PAK1;PAK4;PDGFRA;PDGFRB;PDPK1;PHKG2;PKN2;PLK1;PLK3;PLK4;PRKAA1;PRKACA;PRKCD;PRKCQ;PRKD2;PRKD3;PRKG1;PTK6;RET;ROCK1; ROCK2;RPS6KA3;RPS6KB1;SLK;SRC;SRMS;SRPK1;STAT3;STK17A;STK3;SYK;TAOK1;TBK1;TGFA;TNK2;TSSK1B;TSSK2;TYK2;YES1
3364,453.9,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,UIOFUWFRIANQPC-UHFFFAOYSA-N,2.6,Neratinib (HKI-272),ABCB11;BRAF;EGFR;ERBB2;HER2;ESR1;ESR2;HERC2;IKBKB;KDR;KRAS;NFKB1;FECH;PGR;PIK3CA;RELA;YES1
447077,443.3,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC,VAARYSWULJUGST-UHFFFAOYSA-N,5.4,PD173955,ABL1;FGFR1;LCK;PDGFRA;PDGFRB;SRC
3355,415.35,C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-O,3.8,PHA-665752,AKT1;BCL2L1;CASP3;CAT;EGFR;FGFR1;FGFR2;HGF;MAPK1;MAPK3;MET;RPS6;SMO;TGFA;XIAP
44240850,409.6,CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)NC2=NN=CS2,BYWWNRBKPCPJMG-UHFFFAOYSA-N,7.4,PHT-427,PDPK1;AKT2
24180719,413.8,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,YZDJQTHVDDOVHR-UHFFFAOYSA-N,3.3,PLX-4720,AURKA;BRAF;CSF1R;CSK;FGFR1;FRK;GNAQ;HSF1;KDR;MAP2K1;MAP4K4;MITF;NRAS;PTEN;PTK2;PTK6;PTPN11;RAC1;SRC;YES1
135565635,308.34,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,MFAQYJIYDMLAIM-UHFFFAOYSA-N,2,PP242,ACSS2;AKR1A1;ALDH1A3;ALDH3A2;ALDOA;ALDOC;AP1M1;AP1M2;AP1S1;ARSG;ASAH1;ATP6V0A1;ATP6V0D1;ATP6V1H;BHLHE40;BUD31;CLN3;CLTC;CRTC2;CTNS;CTSD;CTSF;CTSS;CYP51A1;DDIT4;DDX23;DDX42;DHCR24;DHCR7;DHX15;DNASE2;EBP;EFTUD2;EIF4B;ENO2;ENTPD4;FADS2;FDFT1;FUCA1;GAA;GALM;GALNS;GLB1;GM2A;GNS;GPI;HEXA;HK1;HK2;HKDC1;HMGCR;HMGCS1;HNRNPA1;HNRNPC;HNRNPU;HSD17B7;HSPA8;HYAL1;IDS;LDHA;LDLR;LIPA;LSM2;LSM3;LSM7;LSS;MAGOH;MAGOHB;MSMO1;MTOR;NAGLU;NCBP1;NEU1;NPC1;NSDHL;P4HA1;PCSK9;PDK1;PFKL;PGAM1;PGK1;PIK3R3;PKM;PLOD2;PML;PPIE;PPIH;PRMT5;PRPF31;PRPF4;PSAP;RBM8A;RBMX;SC5D;SF3A1;SF3A3;SLC11A2;SLC17A5;SLC2A1;SLC2A3;SMIM29;SMPD1;SNRPD1;SNRPD3;SNRPE;SNRPF;SNU13;SQLE;SRSF2;SRSF3;STARD4;TCERG1;TFRC;TGFB1;TPI1;TPP1;U2SURP;ZMAT2
44462758,393.4,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,TXGKRVFSSHPBAJ-JKSUJKDBSA-N,2.2,PRT062607,FGR;MAP3K9;SYK
3286,384.5,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N,5.1,Regorafenib (BAY 73-4506),FLT1;KDR;FLT4;KIT;PDGFRA;PDGFRB;FGFR1;FGFR2;TEK;DDR2;NTRK1;EPHA2;RAF1;BRAF;MAPK11;FRK;ABL1;RET
252682,365.4,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O,HWNUSGNZBAISFM-UHFFFAOYSA-N,3,S31-201,CASP3;CASP8;CDH1;CTDSP1;CYP11B2;FEN1;IL1B;KDM4A;MAPK1;MAPK3;MMP2;MMP9;NFKBIA;PDL1;POLH;POLI;POLK;RARRES2;SIRT5;STAR;STAT1;STAT3;STAT5;TGFB1;VIM
24779724,359.4,CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2,BCZUAADEACICHN-UHFFFAOYSA-N,2.4,SGX-523,MET
9549297,568.1,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,FPYJSJDOHRDAMT-KQWNVCNZSA-N,3.1,SU11274,HGF;MAPK14;MET;PTEN
3265,384.5,CCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)OC(=O)CC)C,JQIYNMYZKRGDFK-UHFFFAOYSA-N,4.3,Saracatinib (AZD0530),ABL1;ABL;ALK;BCR;BRAF;CSK;CYP1A2;CYP24A1;CYP2D6;CYP3A4;CYP7A1;DDR2;EGFR;IDH1;IDH2;KRAS;L1CAM;LCK;PKMYT1;SRC;VDR;VHL;YES1
3256,862.1,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,NSYZCCDSJNWWJL-UHFFFAOYSA-N,3.4,Selumetinib (AZD6244),MAP2K1;MAP2K2
5279,466.5,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,HKSZLNNOFSGOKW-UHFFFAOYSA-N,3.2,Staurosporine,AKT;PKC;CDK;MAPK;SRC;JNK
10427712,346.3,C1=CC(=CC(=C1)O)C2=NC3=C(N=C(N=C3N=C2C4=CC(=CC=C4)O)N)N,UJIAQDJKSXQLIT-UHFFFAOYSA-N,1.7,TG100-115,IL13;MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIK3R1;RPS6KB1;TNF
3221,239.27,CCOC1=C(C=NN(C1=O)C)N2CCOCC2,URJQOOISAKEBKW-UHFFFAOYSA-N,0,TG101348,JAK2;FLT3;JAK1
9911830,454.9,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,SPMVMDHWKHCIDT-UHFFFAOYSA-N,4,Tivozanib (AV-951),ABCB1;ABCG2;ALB;BRAF;CYP3A4;EGFR;ERBB2;FGF2;FGFR1;FLT1;FLT3;FLT4;KDR;KIT;MET;PDGFRA;PDGFRB;PTK6;TEK;YES1
3203,315.67,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-UHFFFAOYSA-N,4,Trametinib (GSK1120212),MAP2K1;MAP2K2
135423438,539.6,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,CPMDPSXJELVGJG-UHFFFAOYSA-N,4.3,Vargetef,FLT1;KDR;FLT4;PDGFRA;PDGFRB;FGFR1;FGFR2;FGFR3;FLT3;LCK;LYN;SRC
3188,314.38,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1C(O1)C(=O)O,SCMSYZJDIQPSDI-UHFFFAOYSA-N,1.6,Vismodegib (GDC-0449),ABCB1;ABCG2;AGT;ALB;BCL2;BECN1;CASP3;CYP2C19;CYP2C8;CYP2C9;CYP3A4;FAS;GLI1;GLI2;GLI3;MAP1LC3B;MYCN;ORM1;PDGFRA;PTCH1;PTCH2;SHH;SMO;SQSTM1;SUFU;TNFRSF10A;TNFRSF10B
2759241,192.24,C1=COC(=C1)CSC2=NC=CN=C2,VICVSKQFQDAHAD-UHFFFAOYSA-N,1.2,R547,CDK1;CDK2;CDK4;CDK7
3181,312.4,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,JGMOKGBVKVMRFX-UHFFFAOYSA-N,3.8,XAV-939,CTNNB1;AXIN1;TCF;LEF;MYC;CCND1;MMP7;CD44
1805,244.2,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,NMUSYJAQQFHJEW-UHFFFAOYSA-N,-2.2,Azacytidine,DNMT1;DNMT3A;DNMT3B;TET1;TET2;TET3;CDKN2A;MLH1;TP53;WNT5A;MYOD1
11454028,463.5,CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F,QSHGISMANBKLQL-OWJWWREXSA-N,3.6,DBZ,HES1;HEY1
42611257,489.9,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,5,Vemurafenib (PLX-4032),BRAF;MEK;ERK;MAPK;CCND1;CDKN1A;TP53
5359389,248.71,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC.Cl,VNPLYCKZIUTKJM-UHFFFAOYSA-N,4.86,AGI-5198,IDH1
71299339,481.5,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F,CCAWRGNYALGPQH-UHFFFAOYSA-N,4.2,AGI-6780,IDH2
