883	MSANTD3
884	KIF26A
885	ATG2B
886	ARFGEF1
887	ZFAT
888	MTFR1
889	STAG3
890	FECH
891	MYO9A
892	DDX3Y
893	PFKP
894	IDI1
895	SP100
896	KLF6
897	PPAP2A
898	NEO1
899	TRAM1
900	PHKA1
901	TNFRSF1A
902	CACNB1
903	EVI5
904	STOML1
905	PKM
906	DHX29
907	DNTTIP2
908	METTL22
909	TP53BP1
910	TRO
911	RRP15
912	RHOA
913	DHX8
914	PMS2P4
915	PRKCZ
916	ZFY
917	IARS2
918	SYT1
919	NAV3
920	IDH3G
921	ROGDI
922	PDZD4
923	ROCK1
924	CBFB
925	PDK3
926	HYAL2
927	HDAC4
928	RASSF1
929	FGFR3
930	IFI35
931	HEATR6
932	COASY
933	PLEKHH3
934	MEF2A
935	OTUD5
936	TFE3
937	TBC1D25
938	ACSL4
939	INPP5A
940	GPKOW
941	GRIPAP1
942	FTSJ1
943	PRR11
944	REEP1
945	ATP11A
946	POLR1A
947	LAPTM4A
948	TTC7A
949	IP6K2
950	SRBD1
951	CYFIP1
952	KIF2A
953	RASGRP2
954	PSME4
955	IFT80
956	SIRT2
957	ERLEC1
958	PPP2R5B
959	PYGM
960	PITX1
961	MAST4
962	GPR116
963	SDK2
964	NUP133
965	NUCKS1
966	VPS35
967	DNAJA2
968	BCL3
969	KCNAB2
970	GAL
971	CLEC2D
972	FUNDC1
973	MAOB
974	RORA
975	DRD4
976	TGFBR3
977	KIAA1107
978	HES2
979	ATP1B3
980	NEDD4
981	PIGB
982	MAPK6
983	GNB5
984	RAB27A
985	CECR5
986	UFD1L
987	LRP6
988	SCT
989	PHRF1
990	IKBKAP
991	NUCB2
992	PFN2
993	PTPN3
994	SPTB
995	DAPP1
996	FGF10
997	SLC44A1
998	TMEM260
999	SMG6
1000	EXOC5
1001	CLTCL1
1002	FSTL3
1003	DGCR2
1004	RNF126
1005	MNT
1006	ZXDC
1007	JMJD6
1008	POLB
1009	ST6GALNAC1
1010	WIPI1
1011	GBA2
1012	NDST1
1013	ASNS
1014	AP3M2
1015	ST6GALNAC2
1016	PABPC1
1017	TESK2
1018	C16orf80
1019	CSNK2A2
1020	PTPN21
1021	EIF2B3
1022	CAMK2A
1023	TCOF1
1024	CDC42
1025	OSBPL3
1026	SLC12A3
1027	RAD18
1028	ATP2B1
1029	TRPM5
1030	NCK2
1031	MAP4K4
1032	MGAT4A
1033	RPL31
1034	WDR1
1035	SNX13
1036	ARHGAP10
1037	RPS6KA2
1038	ING3
1039	VASH1
1040	LMCD1
1041	WBSCR22
1042	SEL1L
1043	TRIP13
1044	ATP6AP1
1045	TCF3
1046	TRIB2
1047	DAZAP1
1048	MBD3
1049	HLTF
1050	FAM50A
1051	FAM3A
1052	CPSF1
1053	MYO3B
1054	CYBRD1
1055	PDCD2
1056	RDH11
1057	PRKACA
1058	LPHN1
1059	ACTN1
1060	ZFYVE26
1061	RPS6KA6
1062	EPN2
1063	PTPN18
1064	LIMS2
1065	ASIC4
1066	SPEG
1067	LNX1
1068	ALDH3A2
1069	TFRC
1070	SREBF1
1071	AFF4
1072	UBE2D1
1073	MPP5
1074	RHOBTB1
1075	SMC1A
1076	HSD17B10
1077	MARK2
1078	HMMR
1079	CHFR
1080	TRHDE
1081	P4HA2
1082	FCGR2B
1083	NFATC3
1084	TRNT1
1085	ACADVL
1086	STK10
1087	FBXW11
1088	ACAP1
1089	EVC
1090	DERL2
1091	SIDT1
1092	NDE1
1093	MRVI1
1094	TMEM38A
1095	AP1M1
1096	PVR
1097	IKBKG
1098	XRCC1
1099	SCARB1
1100	MCM2
1101	MOV10L1
1102	PANX2
1103	SELO
1104	TP63
1105	ALPK1
1106	LLGL2
1107	PDE8A
1108	CLCN4
1109	NLE1
1110	SDHA
1111	SMARCE1
1112	GSDMB
1113	KDM5A
1114	ADAM11
1115	PPP2R3A
1116	FERMT2
1117	ABCB11
1118	DHRS9
1119	CD5L
1120	PTGS2
1121	IGF2BP2
1122	MAP3K13
1123	ST6GAL1
1124	TBX21
1125	VDAC1P1
1126	FRY
1127	PICALM
1128	NSF
1129	GLI2
1130	CLASP1
1131	MRPS34
1132	NOTCH3
1133	CLNS1A
1134	PPP2R2C
1135	TEAD2
1136	EED
1137	CDHR2
1138	TSG101
1139	C17orf85
1140	ATP2A3
1141	CA12
1142	MGLL
1143	NTN4
1144	BCS1L
1145	NUAK1
1146	DPP8
1147	SLC24A1
1148	ZNF532
1149	SCARF1
1150	LMAN1
1151	PTPLAD1
1152	IPCEF1
1153	ZZEF1
1154	ENO1
1155	C19orf10
1156	ANO8
1157	TUBE1
1158	ARHGEF10L
1159	TXK
1160	KCNQ2
1161	TACR2
1162	ACTR6
1163	TIPIN
1164	SRI
1165	EIF4G3
1166	NUP37
1167	SEMA3A
1168	GTSE1
1169	SEMA3C
1170	TTC38
1171	ACAT1
1172	GRAMD4
1173	CELSR1
1174	ZNF638
1175	SLC25A40
1176	TIMM21
1177	ADD2
1178	RASAL2
1179	VPS9D1
1180	ZNF37A
1181	MARK3
1182	SLC25A3
1183	FNDC3B
1184	FOSL2
1185	CACNG4
1186	FRYL
1187	TMEM131
1188	FSCN1
1189	ACTB
1190	MOCOS
1191	PLD1
1192	WDR62
1193	DLG1
1194	RAB7A
1195	BCAP29
1196	SEC31B
1197	SART3
1198	ARHGAP15
1199	EXOSC7
1200	KIFAP3
1201	MKRN2
1202	MCM6
1203	REXO2
1204	RBM7
1205	RBMS2
1206	BAZ2A
1207	PTPN23
1208	MLH1
1209	UNG
1210	FMO4
1211	KLHL20
1212	RGS11
1213	SLC46A1
1214	PLXNA2
1215	SPAG5
1216	ANKRD13A
1217	TPD52
1218	ACACB
1219	TRAF4
1220	PAG1
1221	GPATCH1
1222	ICAM3
1223	NT5C2
1224	MCAM
1225	GPC4
1226	MBNL3
1227	CAMSAP3
1228	RAP1GAP
1229	XAB2
1230	ARHGEF1
1231	STXBP2
1232	MAP2K7
1233	DGKD
1234	CTTNBP2
1235	RARB
1236	TOP2B
1237	TM9SF3
1238	NFKB2
1239	UBE2T
1240	PPP1R12B
1241	DNAJC10
1242	GTF3C1
1243	IL4R
1244	USP33
1245	PAK3
1246	CAPN6
1247	SNRPA
1248	SPAG6
1249	EXOSC5
1250	DYNC1I2
1251	APBB1IP
1252	LRCH4
1253	FAM76B
1254	SIRT6
1255	POLD3
1256	CAPZB
1257	GPR137B
1258	NAALAD2
1259	JADE1
1260	SLC25A43
1261	UBE2A
1262	FGFR1
1263	GTF2I
1264	SMC1B
1265	FBLN1
1266	ITGA8
1267	CST7
1268	MAP2
1269	PIAS2
1270	AMPH
1271	ARAF
1272	MCCC1
1273	LAMP3
1274	NEBL
1275	ACER3
1276	UBE2K
1277	PIK3C3
1278	N4BP2
1279	C12orf5
1280	TULP3
1281	SYNJ2
1282	ADCY2
1283	PPP2R5C
1284	PMS2P1
1285	GNB1
1286	HOXA9
1287	EDN1
1288	MLLT10
1289	ZCWPW1
1290	P2RY10
1291	ITM2A
1292	NRD1
1293	VDAC3
1294	PCM1
1295	TNRC6C
1296	CBFA2T2
1297	ITCH
1298	TP53INP2
1299	SDF4
1300	MYH7B
1301	TP73
1302	TOLLIP
1303	UBE2D4
1304	THOC1
1305	FKBP7
1306	OSBPL6
1307	SLC1A3
1308	XRCC5
1309	LXN
1310	SP140
1311	MKNK1
1312	TNS1
1313	REXO1
1314	SAR1A
1315	CDC14A
1316	RAPGEF3
1317	CEACAM1
1318	SENP1
1319	DUSP13
1320	CIC
1321	LIPE
1322	FDFT1
1323	PAFAH1B3
1324	OPHN1
1325	KIF22
1326	LRRC16A
1327	PGM1
1328	DDX1
1329	DNM2
1330	EPB41L2
1331	MOXD1
1332	STX7
1333	RABL2B
1334	KEAP1
1335	DDX43
1336	PTPRH
1337	DCT
1338	SLC35C2
1339	CRYBG3
1340	RFX3
1341	RIF1
1342	RAB21
1343	SLC4A4
1344	SMARCA2
1345	SESN1
1346	MID2
1347	COL5A3
1348	SRCAP
1349	KIAA0020
1350	CNOT4
1351	PSEN1
1352	CPOX
1353	CLDND1
1354	MOK
1355	HSP90AA1
1356	RBL1
1357	DLGAP4
1358	IGSF9B
1359	CROCCP3
1360	NDC80
1361	AP4E1
1362	RSBN1
1363	MAGI3
1364	CXCL2
1365	COL4A4
1366	TCF7
1367	OSTM1
1368	IMPG2
1369	PCNP
1370	EXD2
1371	ARG2
1372	MEF2C
1373	PTPRC
1374	PKP1
1375	UBA5
1376	STK17B
1377	CDC14B
1378	ZNF510
1379	LRP2
1380	ZNF506
1381	JMJD4
1382	DUSP12
1383	AACS
1384	KIAA0141
1385	PCDHGA2
1386	HSPB11
1387	PHLPP1
1388	ATP8B1
1389	IL12RB2
1390	SMARCD3
1391	WDR70
1392	FYB
1393	STRADB
1394	BZW1
1395	C1QTNF3
1396	ME2
1397	C5orf22
1398	CCNT2
1399	FAM135A
1400	COL19A1
1401	EPB41L3
1402	COBLL1
1403	DLG3
1404	TRAF5
1405	MRPL22
1406	GEMIN5
1407	NFE2L1
1408	GSK3B
1409	ITGB5
1410	ERC1
1411	XPO1
1412	RNF13
1413	PALB2
1414	DOPEY1
1415	LYRM2
1416	BCKDHB
1417	KAT6A
1418	ZCCHC6
1419	ULK2
1420	TNPO1
1421	PLOD1
1422	P2RX5
1423	ITGAE
1424	DIS3
1425	PIBF1
1426	TDRD3
1427	NUFIP1
1428	PDS5B
1429	OXCT1
1430	RRAGB
1431	CYLD
1432	SLC27A5
1433	ZNF324
1434	ZNF671
1435	ZNF416
1436	ZNF586
1437	ZNF446
1438	ZNF264
1439	RPS5
1440	FAT1
1441	YTHDC1
1442	CHMP2B
1443	SMAP2
1444	PPIE
1445	ZMPSTE24
1446	STARD7
1447	NOA1
1448	REST
1449	HAL
1450	SSH1
1451	GSTP1
1452	APLP2
1453	KIAA1467
1454	WBP11
1455	EIF3I
1456	COL16A1
1457	TXLNA
1458	NCOA1
1459	AGBL5
1460	EFR3B
1461	KIF3C
1462	RAB10
1463	HADHA
1464	MAPRE3
1465	CAD
1466	CD59
1467	CD82
1468	BCORL1
1469	ATRX
1470	TAF9
1471	FCN1
1472	MYNN
1473	MECOM
1474	SCAMP1
1475	PREP
1476	HACE1
1477	SEH1L
1478	WDR47
1479	WDFY1
1480	OVGP1
1481	SLC25A24
1482	MAP3K4
1483	PILRA
1484	IGSF9
1485	ABCB1
1486	ZNF213
1487	AKR1B1
1488	CPNE3
1489	RRN3
1490	CTTN
1491	WNT11
1492	MTIF2
1493	DDHD2
1494	TTC39A
1495	EPS15
1496	ORC1
1497	MGST2
1498	CHERP
1499	ATG16L1
1500	USP40
1501	POMGNT1
1502	RAD54L
1503	MAST2
1504	DNAJA1
1505	B4GALT1
1506	CHMP5
1507	NFX1
1508	DIMT1
1509	IPO11
1510	FOLH1
1511	EIF2AK1
1512	NME8
1513	EPDR1
1514	SNX10
1515	SEPHS1
1516	MRPL28
1517	HBQ1
1518	ITPKC
1519	CEACAM6
1520	RBM22
1521	TMED2
1522	ERO1LB
1523	ZFAND6
1524	TXLNG
1525	PPEF1
1526	LAT2
1527	HUWE1
1528	ZW10
1529	ALG9
1530	MYBPC2
1531	ACOX3
1532	MTMR2
1533	PPP1R15A
1534	HSD17B14
1535	TRIP6
1536	ACHE
1537	FTL
1538	SRRT
1539	BAX
1540	NLK
1541	PIGS
1542	ADAMTS2
1543	ATXN7L3
1544	PGS1
1545	PSMC5
1546	UIMC1
1547	CETP
1548	MMP2
1549	LPCAT2
1550	GNAO1
1551	OGFOD1
1552	SH3BP2
1553	NOP14
1554	ADD1
1555	L2HGDH
1556	TXNDC16
1557	C14orf166
1558	NID2
1559	GMCL1
1560	SF3B2
1561	KLHL42
1562	GNAS
1563	DNM1L
1564	PTHLH
1565	PHACTR3
1566	ERGIC2
1567	AURKA
1568	CASS4
1569	PIR
1570	AAMDC
1571	RFX2
1572	METTL2A
1573	ALG6
1574	CNOT3
1575	GP6
1576	PTPN4
1577	DDX18
1578	KHSRP
1579	GNA11
1580	ASAP3
1581	EDEM2
1582	DNMT3B
1583	TPX2
1584	FER1L4
1585	PDRG1
1586	EPB41L1
1587	DOCK9
1588	ANKRD10
1589	TGDS
1590	DOCK3
1591	C3orf18
1592	COQ9
1593	TMEM40
1594	KIF9
1595	CRLS1
1596	PPP1R13B
1597	ATRN
1598	SMOX
1599	SIGLEC1
1600	FKBP1A
1601	NSFL1C
1602	SLC4A11
1603	C20orf194
1604	ZNF343
1605	EBF4
1606	CPXM1
1607	MAVS
1608	LZTS3
1609	XRN2
1610	PLK1S1
1611	DYNLL1
1612	TESC
1613	SNX5
1614	RPL6
1615	SIRPG
1616	MAPKAPK5
1617	P2RX7
1618	ESF1
1619	RBBP9
1620	ANAPC5
1621	SLC23A2
1622	SLC8B1
1623	TMEM230
1624	DZANK1
1625	KDM2B
1626	TASP1
1627	OAS1
1628	GCN1L1
1629	RPLP0
1630	PXN
1631	SIRT4
1632	RPH3A
1633	KIF16B
1634	TRMT6
1635	CHGB
1636	PEBP1
1637	BRAP
1638	ERP29
1639	FUS
1640	IGBP1
1641	FXYD5
1642	ZNF302
1643	GRAMD1A
1644	FXYD3
1645	HEPH
1646	CDIP1
1647	CMTM1
1648	KCNH4
1649	GANAB
1650	GMIP
1651	RBM41
1652	BIRC5
1653	LAG3
1654	MLF2
1655	OTUB2
1656	DDX24
1657	ZBTB25
1658	NECAP1
1659	ARHGAP4
1660	ANKRD24
1661	DHX32
1662	RCOR1
1663	GPATCH2L
1664	LTBP4
1665	BLVRB
1666	SLC9A1
1667	SPTLC1
1668	PAPOLA
1669	CCNK
1670	PCBP4
1671	RGS1
1672	YPEL3
1673	MRPS33
1674	NDUFB2
1675	NUDC
1676	MAEA
1677	ICAM1
1678	STRN4
1679	IRAK3
1680	LYZ
1681	MUL1
1682	TFAP4
1683	PDCD7
1684	SPG21
1685	DNAJB11
