Column_Label,Type
VSA_EState3,Drug_PC
VSA_EState4,Drug_PC
VSA_EState5,Drug_PC
VSA_EState7,Drug_PC
VSA_EState8,Drug_PC
VSA_EState9,Drug_PC
FractionCSP3,Drug_PC
NHOHCount,Drug_PC
NumAliphaticCarbocycles,Drug_PC
NumAliphaticHeterocycles,Drug_PC
NumAliphaticRings,Drug_PC
NumAmideBonds,Drug_PC
NumAromaticHeterocycles,Drug_PC
NumAtomStereoCenters,Drug_PC
NumBridgeheadAtoms,Drug_PC
NumHAcceptors,Drug_PC
NumHeteroatoms,Drug_PC
NumHeterocycles,Drug_PC
NumRotatableBonds,Drug_PC
NumSaturatedCarbocycles,Drug_PC
NumSaturatedHeterocycles,Drug_PC
NumSaturatedRings,Drug_PC
NumSpiroAtoms,Drug_PC
NumUnspecifiedAtomStereoCenters,Drug_PC
RingCount,Drug_PC
MolLogP,Drug_PC
fr_Al_COO,Drug_PC
fr_Al_OH,Drug_PC
fr_Al_OH_noTert,Drug_PC
fr_ArN,Drug_PC
fr_Ar_COO,Drug_PC
fr_Ar_N,Drug_PC
fr_Ar_NH,Drug_PC
fr_Ar_OH,Drug_PC
fr_COO,Drug_PC
fr_C_S,Drug_PC
fr_HOCCN,Drug_PC
fr_Imine,Drug_PC
fr_NH0,Drug_PC
fr_NH1,Drug_PC
fr_NH2,Drug_PC
fr_N_O,Drug_PC
fr_Ndealkylation1,Drug_PC
fr_Ndealkylation2,Drug_PC
fr_SH,Drug_PC
fr_aldehyde,Drug_PC
fr_alkyl_carbamate,Drug_PC
fr_alkyl_halide,Drug_PC
fr_allylic_oxid,Drug_PC
fr_amidine,Drug_PC
fr_aniline,Drug_PC
fr_aryl_methyl,Drug_PC
fr_azide,Drug_PC
fr_azo,Drug_PC
fr_bicyclic,Drug_PC
fr_ester,Drug_PC
fr_ether,Drug_PC
fr_furan,Drug_PC
fr_guanido,Drug_PC
fr_hdrzine,Drug_PC
fr_hdrzone,Drug_PC
fr_imidazole,Drug_PC
fr_imide,Drug_PC
fr_isocyan,Drug_PC
fr_ketone,Drug_PC
fr_ketone_Topliss,Drug_PC
fr_lactone,Drug_PC
fr_methoxy,Drug_PC
fr_morpholine,Drug_PC
fr_nitro,Drug_PC
fr_nitro_arom_nonortho,Drug_PC
fr_oxazole,Drug_PC
fr_oxime,Drug_PC
fr_para_hydroxylation,Drug_PC
fr_phos_acid,Drug_PC
fr_piperdine,Drug_PC
fr_piperzine,Drug_PC
fr_priamide,Drug_PC
fr_pyridine,Drug_PC
fr_quatN,Drug_PC
fr_sulfide,Drug_PC
fr_sulfonamd,Drug_PC
fr_sulfone,Drug_PC
fr_term_acetylene,Drug_PC
fr_tetrazole,Drug_PC
fr_thiazole,Drug_PC
fr_thiophene,Drug_PC
fr_unbrch_alkane,Drug_PC
fr_urea,Drug_PC
graph_diameter,Drug_PC
avg_shortest_path,Drug_PC
num_cycles,Drug_PC
num_chains,Drug_PC
clustering_coefficients,Drug_PC
avg_degree_centrality,Drug_PC
avg_eigen_centrality,Drug_PC
avg_betweenness_centrality,Drug_PC
avg_load_centrality,Drug_PC
wiener_index,Drug_PC
max_degree,Drug_PC
closeness_mean,Drug_PC
katz_centrality_std,Drug_PC
betweenness_mean,Drug_PC
betweenness_std,Drug_PC
eigenvector_mean,Drug_PC
ring_4,Drug_PC
heteroatom_ratio,Drug_PC
ring_1,Drug_PC
ring_2,Drug_PC
ring_3,Drug_PC
ring_5,Drug_PC
num_aromatic_rings,Drug_PC
num_non_aromatic_rings,Drug_PC
average_carbon,Drug_PC
average_oxygen,Drug_PC
average_sulphur,Drug_PC
average_nitrogen,Drug_PC
num_single_bonds,Drug_PC
num_double_bonds,Drug_PC
Morgan_0,Drug_PC
Morgan_1,Drug_PC
Morgan_2,Drug_PC
Morgan_3,Drug_PC
Morgan_4,Drug_PC
Morgan_5,Drug_PC
Morgan_6,Drug_PC
Morgan_7,Drug_PC
Morgan_8,Drug_PC
Morgan_9,Drug_PC
Morgan_10,Drug_PC
Morgan_11,Drug_PC
Morgan_12,Drug_PC
Morgan_13,Drug_PC
Morgan_14,Drug_PC
Morgan_15,Drug_PC
Morgan_16,Drug_PC
Morgan_17,Drug_PC
Morgan_18,Drug_PC
Morgan_19,Drug_PC
Morgan_20,Drug_PC
Morgan_21,Drug_PC
Morgan_22,Drug_PC
Morgan_23,Drug_PC
Morgan_24,Drug_PC
Morgan_25,Drug_PC
Morgan_26,Drug_PC
Morgan_27,Drug_PC
Morgan_28,Drug_PC
Morgan_29,Drug_PC
Morgan_30,Drug_PC
Morgan_31,Drug_PC
Morgan_32,Drug_PC
Morgan_33,Drug_PC
Morgan_34,Drug_PC
Morgan_35,Drug_PC
Morgan_36,Drug_PC
Morgan_37,Drug_PC
Morgan_38,Drug_PC
Morgan_39,Drug_PC
Morgan_40,Drug_PC
Morgan_41,Drug_PC
Morgan_42,Drug_PC
Morgan_43,Drug_PC
Morgan_44,Drug_PC
Morgan_45,Drug_PC
Morgan_46,Drug_PC
Morgan_47,Drug_PC
Morgan_48,Drug_PC
Morgan_49,Drug_PC
Morgan_50,Drug_PC
Morgan_51,Drug_PC
Morgan_52,Drug_PC
Morgan_53,Drug_PC
Morgan_54,Drug_PC
Morgan_55,Drug_PC
Morgan_56,Drug_PC
Morgan_57,Drug_PC
Morgan_58,Drug_PC
Morgan_59,Drug_PC
Morgan_60,Drug_PC
Morgan_61,Drug_PC
Morgan_62,Drug_PC
Morgan_63,Drug_PC
Morgan_64,Drug_PC
Morgan_65,Drug_PC
Morgan_66,Drug_PC
Morgan_67,Drug_PC
Morgan_68,Drug_PC
Morgan_69,Drug_PC
Morgan_70,Drug_PC
Morgan_71,Drug_PC
Morgan_72,Drug_PC
Morgan_73,Drug_PC
Morgan_74,Drug_PC
Morgan_75,Drug_PC
Morgan_76,Drug_PC
Morgan_77,Drug_PC
Morgan_78,Drug_PC
Morgan_79,Drug_PC
Morgan_80,Drug_PC
Morgan_81,Drug_PC
Morgan_82,Drug_PC
Morgan_83,Drug_PC
Morgan_84,Drug_PC
Morgan_85,Drug_PC
Morgan_86,Drug_PC
Morgan_87,Drug_PC
Morgan_88,Drug_PC
Morgan_89,Drug_PC
Morgan_90,Drug_PC
Morgan_91,Drug_PC
Morgan_92,Drug_PC
Morgan_93,Drug_PC
Morgan_94,Drug_PC
Morgan_95,Drug_PC
Morgan_96,Drug_PC
Morgan_97,Drug_PC
Morgan_98,Drug_PC
Morgan_99,Drug_PC
Morgan_100,Drug_PC
Morgan_101,Drug_PC
Morgan_102,Drug_PC
Morgan_103,Drug_PC
Morgan_104,Drug_PC
Morgan_105,Drug_PC
Morgan_106,Drug_PC
Morgan_107,Drug_PC
Morgan_108,Drug_PC
Morgan_109,Drug_PC
Morgan_110,Drug_PC
Morgan_111,Drug_PC
Morgan_112,Drug_PC
Morgan_113,Drug_PC
Morgan_114,Drug_PC
Morgan_115,Drug_PC
Morgan_116,Drug_PC
Morgan_117,Drug_PC
Morgan_118,Drug_PC
Morgan_119,Drug_PC
Morgan_120,Drug_PC
Morgan_121,Drug_PC
Morgan_122,Drug_PC
Morgan_123,Drug_PC
Morgan_124,Drug_PC
Morgan_125,Drug_PC
Morgan_126,Drug_PC
Morgan_127,Drug_PC
MACCS_0,Drug_PC
MACCS_1,Drug_PC
MACCS_2,Drug_PC
MACCS_3,Drug_PC
MACCS_4,Drug_PC
MACCS_5,Drug_PC
MACCS_6,Drug_PC
MACCS_7,Drug_PC
MACCS_8,Drug_PC
MACCS_9,Drug_PC
MACCS_10,Drug_PC
MACCS_11,Drug_PC
MACCS_12,Drug_PC
MACCS_13,Drug_PC
MACCS_14,Drug_PC
MACCS_15,Drug_PC
MACCS_16,Drug_PC
MACCS_17,Drug_PC
MACCS_18,Drug_PC
MACCS_19,Drug_PC
MACCS_20,Drug_PC
MACCS_21,Drug_PC
MACCS_22,Drug_PC
MACCS_23,Drug_PC
MACCS_24,Drug_PC
MACCS_25,Drug_PC
MACCS_26,Drug_PC
MACCS_27,Drug_PC
MACCS_28,Drug_PC
MACCS_29,Drug_PC
MACCS_30,Drug_PC
MACCS_31,Drug_PC
MACCS_32,Drug_PC
MACCS_33,Drug_PC
MACCS_34,Drug_PC
MACCS_35,Drug_PC
MACCS_36,Drug_PC
MACCS_37,Drug_PC
MACCS_38,Drug_PC
MACCS_39,Drug_PC
MACCS_40,Drug_PC
MACCS_41,Drug_PC
MACCS_42,Drug_PC
MACCS_43,Drug_PC
MACCS_44,Drug_PC
MACCS_45,Drug_PC
MACCS_46,Drug_PC
MACCS_47,Drug_PC
MACCS_48,Drug_PC
MACCS_49,Drug_PC
MACCS_50,Drug_PC
MACCS_51,Drug_PC
MACCS_52,Drug_PC
MACCS_53,Drug_PC
MACCS_54,Drug_PC
MACCS_55,Drug_PC
MACCS_56,Drug_PC
MACCS_57,Drug_PC
MACCS_58,Drug_PC
MACCS_59,Drug_PC
MACCS_60,Drug_PC
MACCS_61,Drug_PC
MACCS_62,Drug_PC
MACCS_63,Drug_PC
MACCS_64,Drug_PC
MACCS_65,Drug_PC
MACCS_66,Drug_PC
MACCS_67,Drug_PC
MACCS_68,Drug_PC
MACCS_69,Drug_PC
MACCS_70,Drug_PC
MACCS_71,Drug_PC
MACCS_72,Drug_PC
MACCS_73,Drug_PC
MACCS_74,Drug_PC
MACCS_75,Drug_PC
MACCS_76,Drug_PC
MACCS_77,Drug_PC
MACCS_78,Drug_PC
MACCS_79,Drug_PC
MACCS_80,Drug_PC
MACCS_81,Drug_PC
MACCS_82,Drug_PC
MACCS_83,Drug_PC
MACCS_84,Drug_PC
MACCS_85,Drug_PC
MACCS_86,Drug_PC
MACCS_87,Drug_PC
MACCS_88,Drug_PC
MACCS_89,Drug_PC
MACCS_90,Drug_PC
MACCS_91,Drug_PC
MACCS_92,Drug_PC
MACCS_93,Drug_PC
MACCS_94,Drug_PC
MACCS_95,Drug_PC
MACCS_96,Drug_PC
MACCS_97,Drug_PC
MACCS_98,Drug_PC
MACCS_99,Drug_PC
MACCS_100,Drug_PC
MACCS_101,Drug_PC
MACCS_102,Drug_PC
MACCS_103,Drug_PC
MACCS_104,Drug_PC
MACCS_105,Drug_PC
MACCS_106,Drug_PC
MACCS_107,Drug_PC
MACCS_108,Drug_PC
MACCS_109,Drug_PC
MACCS_110,Drug_PC
MACCS_111,Drug_PC
MACCS_112,Drug_PC
MACCS_113,Drug_PC
MACCS_114,Drug_PC
MACCS_115,Drug_PC
MACCS_116,Drug_PC
MACCS_117,Drug_PC
MACCS_118,Drug_PC
MACCS_119,Drug_PC
MACCS_120,Drug_PC
MACCS_121,Drug_PC
MACCS_122,Drug_PC
MACCS_123,Drug_PC
MACCS_124,Drug_PC
MACCS_125,Drug_PC
MACCS_126,Drug_PC
MACCS_127,Drug_PC
MACCS_128,Drug_PC
MACCS_129,Drug_PC
MACCS_130,Drug_PC
MACCS_131,Drug_PC
MACCS_132,Drug_PC
MACCS_133,Drug_PC
MACCS_134,Drug_PC
MACCS_135,Drug_PC
MACCS_136,Drug_PC
MACCS_137,Drug_PC
MACCS_138,Drug_PC
MACCS_139,Drug_PC
MACCS_140,Drug_PC
MACCS_141,Drug_PC
MACCS_142,Drug_PC
MACCS_143,Drug_PC
MACCS_144,Drug_PC
MACCS_145,Drug_PC
MACCS_146,Drug_PC
MACCS_147,Drug_PC
MACCS_148,Drug_PC
MACCS_149,Drug_PC
MACCS_150,Drug_PC
MACCS_151,Drug_PC
MACCS_152,Drug_PC
MACCS_153,Drug_PC
MACCS_154,Drug_PC
MACCS_155,Drug_PC
MACCS_156,Drug_PC
MACCS_157,Drug_PC
MACCS_158,Drug_PC
MACCS_159,Drug_PC
MACCS_160,Drug_PC
MACCS_161,Drug_PC
MACCS_162,Drug_PC
MACCS_163,Drug_PC
MACCS_164,Drug_PC
MACCS_165,Drug_PC
MACCS_166,Drug_PC
LS_0,Drug_Embed
LS_1,Drug_Embed
LS_2,Drug_Embed
LS_3,Drug_Embed
LS_4,Drug_Embed
LS_5,Drug_Embed
LS_6,Drug_Embed
LS_7,Drug_Embed
LS_8,Drug_Embed
LS_9,Drug_Embed
LS_10,Drug_Embed
LS_11,Drug_Embed
LS_12,Drug_Embed
LS_13,Drug_Embed
LS_14,Drug_Embed
LS_15,Drug_Embed
LS_16,Drug_Embed
LS_17,Drug_Embed
LS_18,Drug_Embed
LS_19,Drug_Embed
LS_20,Drug_Embed
LS_21,Drug_Embed
LS_22,Drug_Embed
LS_23,Drug_Embed
LS_24,Drug_Embed
LS_25,Drug_Embed
LS_26,Drug_Embed
LS_27,Drug_Embed
LS_28,Drug_Embed
LS_29,Drug_Embed
LS_30,Drug_Embed
LS_31,Drug_Embed
LS_32,Drug_Embed
LS_33,Drug_Embed
LS_34,Drug_Embed
LS_35,Drug_Embed
LS_36,Drug_Embed
LS_37,Drug_Embed
LS_38,Drug_Embed
LS_39,Drug_Embed
LS_40,Drug_Embed
LS_41,Drug_Embed
LS_42,Drug_Embed
LS_43,Drug_Embed
LS_44,Drug_Embed
LS_45,Drug_Embed
LS_46,Drug_Embed
LS_47,Drug_Embed
LS_48,Drug_Embed
LS_49,Drug_Embed
LS_50,Drug_Embed
LS_51,Drug_Embed
LS_52,Drug_Embed
LS_53,Drug_Embed
LS_54,Drug_Embed
LS_55,Drug_Embed
LS_56,Drug_Embed
LS_57,Drug_Embed
LS_58,Drug_Embed
LS_59,Drug_Embed
LS_60,Drug_Embed
LS_61,Drug_Embed
LS_62,Drug_Embed
LS_63,Drug_Embed
LS_64,Drug_Embed
LS_65,Drug_Embed
LS_66,Drug_Embed
LS_67,Drug_Embed
LS_68,Drug_Embed
LS_69,Drug_Embed
LS_70,Drug_Embed
LS_71,Drug_Embed
LS_72,Drug_Embed
LS_73,Drug_Embed
LS_74,Drug_Embed
LS_75,Drug_Embed
LS_76,Drug_Embed
LS_77,Drug_Embed
LS_78,Drug_Embed
LS_79,Drug_Embed
LS_80,Drug_Embed
LS_81,Drug_Embed
LS_82,Drug_Embed
LS_83,Drug_Embed
LS_84,Drug_Embed
LS_85,Drug_Embed
LS_86,Drug_Embed
LS_87,Drug_Embed
LS_88,Drug_Embed
LS_89,Drug_Embed
LS_90,Drug_Embed
LS_91,Drug_Embed
LS_92,Drug_Embed
LS_93,Drug_Embed
LS_94,Drug_Embed
LS_95,Drug_Embed
LS_96,Drug_Embed
LS_97,Drug_Embed
LS_98,Drug_Embed
LS_99,Drug_Embed
LS_100,Drug_Embed
LS_101,Drug_Embed
LS_102,Drug_Embed
LS_103,Drug_Embed
LS_104,Drug_Embed
LS_105,Drug_Embed
LS_106,Drug_Embed
LS_107,Drug_Embed
LS_108,Drug_Embed
LS_109,Drug_Embed
LS_110,Drug_Embed
LS_111,Drug_Embed
LS_112,Drug_Embed
LS_113,Drug_Embed
LS_114,Drug_Embed
LS_115,Drug_Embed
LS_116,Drug_Embed
LS_117,Drug_Embed
LS_118,Drug_Embed
LS_119,Drug_Embed
LS_120,Drug_Embed
LS_121,Drug_Embed
LS_122,Drug_Embed
LS_123,Drug_Embed
LS_124,Drug_Embed
LS_125,Drug_Embed
LS_126,Drug_Embed
LS_127,Drug_Embed
LS_128,Drug_Embed
LS_129,Drug_Embed
LS_130,Drug_Embed
LS_131,Drug_Embed
LS_132,Drug_Embed
LS_133,Drug_Embed
LS_134,Drug_Embed
LS_135,Drug_Embed
LS_136,Drug_Embed
LS_137,Drug_Embed
LS_138,Drug_Embed
LS_139,Drug_Embed
LS_140,Drug_Embed
LS_141,Drug_Embed
LS_142,Drug_Embed
LS_143,Drug_Embed
LS_144,Drug_Embed
LS_145,Drug_Embed
LS_146,Drug_Embed
LS_147,Drug_Embed
LS_148,Drug_Embed
LS_149,Drug_Embed
LS_150,Drug_Embed
LS_151,Drug_Embed
LS_152,Drug_Embed
LS_153,Drug_Embed
LS_154,Drug_Embed
LS_155,Drug_Embed
LS_156,Drug_Embed
LS_157,Drug_Embed
LS_158,Drug_Embed
LS_159,Drug_Embed
LS_160,Drug_Embed
LS_161,Drug_Embed
LS_162,Drug_Embed
LS_163,Drug_Embed
LS_164,Drug_Embed
LS_165,Drug_Embed
LS_166,Drug_Embed
LS_167,Drug_Embed
LS_168,Drug_Embed
LS_169,Drug_Embed
LS_170,Drug_Embed
LS_171,Drug_Embed
LS_172,Drug_Embed
LS_173,Drug_Embed
LS_174,Drug_Embed
LS_175,Drug_Embed
LS_176,Drug_Embed
LS_177,Drug_Embed
LS_178,Drug_Embed
LS_179,Drug_Embed
LS_180,Drug_Embed
LS_181,Drug_Embed
LS_182,Drug_Embed
LS_183,Drug_Embed
LS_184,Drug_Embed
LS_185,Drug_Embed
LS_186,Drug_Embed
LS_187,Drug_Embed
LS_188,Drug_Embed
LS_189,Drug_Embed
LS_190,Drug_Embed
LS_191,Drug_Embed
LS_192,Drug_Embed
LS_193,Drug_Embed
LS_194,Drug_Embed
LS_195,Drug_Embed
LS_196,Drug_Embed
LS_197,Drug_Embed
LS_198,Drug_Embed
LS_199,Drug_Embed
LS_200,Drug_Embed
LS_201,Drug_Embed
LS_202,Drug_Embed
LS_203,Drug_Embed
LS_204,Drug_Embed
LS_205,Drug_Embed
LS_206,Drug_Embed
LS_207,Drug_Embed
LS_208,Drug_Embed
LS_209,Drug_Embed
LS_210,Drug_Embed
LS_211,Drug_Embed
LS_212,Drug_Embed
LS_213,Drug_Embed
LS_214,Drug_Embed
LS_215,Drug_Embed
LS_216,Drug_Embed
LS_217,Drug_Embed
LS_218,Drug_Embed
LS_219,Drug_Embed
LS_220,Drug_Embed
LS_221,Drug_Embed
LS_222,Drug_Embed
LS_223,Drug_Embed
LS_224,Drug_Embed
LS_225,Drug_Embed
LS_226,Drug_Embed
LS_227,Drug_Embed
LS_228,Drug_Embed
LS_229,Drug_Embed
LS_230,Drug_Embed
LS_231,Drug_Embed
LS_232,Drug_Embed
LS_233,Drug_Embed
LS_234,Drug_Embed
LS_235,Drug_Embed
LS_236,Drug_Embed
LS_237,Drug_Embed
LS_238,Drug_Embed
LS_239,Drug_Embed
LS_240,Drug_Embed
LS_241,Drug_Embed
LS_242,Drug_Embed
LS_243,Drug_Embed
LS_244,Drug_Embed
LS_245,Drug_Embed
LS_246,Drug_Embed
LS_247,Drug_Embed
LS_248,Drug_Embed
LS_249,Drug_Embed
LS_250,Drug_Embed
LS_251,Drug_Embed
LS_252,Drug_Embed
LS_253,Drug_Embed
LS_254,Drug_Embed
LS_255,Drug_Embed
primary_key,Drug_PC
dbgap_subject_id,Drug_PC
dbgap_dnaseq_sample,Drug_PC
dbgap_rnaseq_sample,Drug_PC
type,Drug_PC
status,Drug_PC
paper_inclusion,Drug_PC
min_conc,Drug_PC
max_conc,Drug_PC
intercept,Drug_PC
beta,Drug_PC
beta_z,Drug_PC
beta_p,Drug_PC
aic,Drug_PC
pearson_chisq,Drug_PC
deviance,Drug_PC
converged,Drug_PC
ic10,Drug_PC
ic25,Drug_PC
ic50,Drug_PC
ic75,Drug_PC
ic90,Drug_PC
auc,Drug_PC
all_gt_50,Drug_PC
all_lt_50,Drug_PC
curve_type,Drug_PC
AUC__Hypoxia,Pathway
AUC__Mitotic_spindle,Pathway
AUC__Wnt_beta_catenin_signaling,Pathway
AUC__TGF_beta_signaling,Pathway
AUC__DNA_repair,Pathway
AUC__G2M_checkpoint,Pathway
AUC__Apoptosis,Pathway
AUC__Notch_signaling,Pathway
AUC__Hedgehog_signaling,Pathway
AUC__PI3K_Akt_mTOR_signaling,Pathway
AUC__mTORC1_signaling,Pathway
AUC__E2F_targets,Pathway
AUC__Epithelial_mesenchymal_transition,Pathway
AUC__Oxidative_phosphorylation,Pathway
AUC__Glycolysis,Pathway
AUC__Reactive_oxigen_species_pathway,Pathway
AUC__p53_pathway,Pathway
AUC__UV_response_up,Pathway
AUC__UV_response_down,Pathway
AUC__Angiogenesis,Pathway
AUC__KRAS_signaling_up,Pathway
AUC__KRAS_signaling_down,Pathway
AUC__Myc_targets,Pathway
AUC__Estrogen_response,Pathway
AUC__ERK_MAPK_Signaling,Pathway
AUC__HMGB1_Signaling,Pathway
AUC__ErbB_Signaling,Pathway
AUC__PTEN_Signaling,Pathway
AUC__PI3K_AKT_Signaling,Pathway
AUC__HER_2_Signaling_in_Breast_Cancer,Pathway
AUC__mTOR_Signaling,Pathway
AUC__AMPK_Signaling,Pathway
AUC__p38_MAPK_Signaling,Pathway
AUC__Myc_Mediated_Apoptosis_Signaling,Pathway
AUC__EGF_Signaling,Pathway
AUC__VEGF_Signaling,Pathway
AUC__Estrogen_Dependent_Breast_Cancer_Signaling,Pathway
AUC__TNFR1_Signaling,Pathway
AUC__ErbB2_ErbB3_Signaling,Pathway
AUC__UVC_Induced_MAPK_Signaling,Pathway
AUC__UVA_Induced_MAPK_Signaling,Pathway
AUC__UVB_Induced_MAPK_Signaling,Pathway
AUC__ERK5_Signaling,Pathway
AUC__Mismatch_Repair_in_Eukaryotes,Pathway
AUC__Telomere_Extension_by_Telomerase,Pathway
AUC__Barrier_genes,Pathway
AUC__MAPK_up_genes,Pathway
AUC__Phopholipase,Pathway
AUC__Proliferation,Pathway
AUC__PI3Kgamma_Signature,Pathway
AUC__NOS1_Signature,Pathway
AUC__SHC1/pSTAT3_Signature,Pathway
AUC__Hypoxia/Adenosine_Immune_Cell_Suppression,Pathway
AUC__Immunogenic_Cell_Death_(ICD),Pathway
LASP1_Expr,Gene_Expr
HOXA11_Expr,Gene_Expr
CREBBP_Expr,Gene_Expr
ETV1_Expr,Gene_Expr
GAS7_Expr,Gene_Expr
CD79B_Expr,Gene_Expr
BTK_Expr,Gene_Expr
BRCA1_Expr,Gene_Expr
WAS_Expr,Gene_Expr
WWTR1_Expr,Gene_Expr
CD74_Expr,Gene_Expr
BIRC3_Expr,Gene_Expr
FAS_Expr,Gene_Expr
BCLAF1_Expr,Gene_Expr
ANK1_Expr,Gene_Expr
RABEP1_Expr,Gene_Expr
ZCCHC8_Expr,Gene_Expr
CUL3_Expr,Gene_Expr
FLT4_Expr,Gene_Expr
CDH1_Expr,Gene_Expr
TNC_Expr,Gene_Expr
CTNNA1_Expr,Gene_Expr
PREX2_Expr,Gene_Expr
TPR_Expr,Gene_Expr
GOPC_Expr,Gene_Expr
TNFRSF17_Expr,Gene_Expr
SNX29_Expr,Gene_Expr
ELN_Expr,Gene_Expr
ARID1B_Expr,Gene_Expr
HERPUD1_Expr,Gene_Expr
POLQ_Expr,Gene_Expr
PIK3CB_Expr,Gene_Expr
THRAP3_Expr,Gene_Expr
KMT2C_Expr,Gene_Expr
PRDM1_Expr,Gene_Expr
POLD1_Expr,Gene_Expr
CASP8_Expr,Gene_Expr
PMS1_Expr,Gene_Expr
NTHL1_Expr,Gene_Expr
ERBB3_Expr,Gene_Expr
SPEN_Expr,Gene_Expr
MAP2K4_Expr,Gene_Expr
SMARCD1_Expr,Gene_Expr
GOLGA5_Expr,Gene_Expr
FGFR2_Expr,Gene_Expr
KLF6_Expr,Gene_Expr
RHOA_Expr,Gene_Expr
CBFB_Expr,Gene_Expr
FGFR3_Expr,Gene_Expr
TFE3_Expr,Gene_Expr
BCL3_Expr,Gene_Expr
CLTCL1_Expr,Gene_Expr
FSTL3_Expr,Gene_Expr
PABPC1_Expr,Gene_Expr
TCF3_Expr,Gene_Expr
PRKACA_Expr,Gene_Expr
TFRC_Expr,Gene_Expr
AFF4_Expr,Gene_Expr
SMC1A_Expr,Gene_Expr
FCGR2B_Expr,Gene_Expr
TP63_Expr,Gene_Expr
SDHA_Expr,Gene_Expr
SMARCE1_Expr,Gene_Expr
KDM5A_Expr,Gene_Expr
IGF2BP2_Expr,Gene_Expr
MAP3K13_Expr,Gene_Expr
PICALM_Expr,Gene_Expr
EED_Expr,Gene_Expr
ARHGEF10L_Expr,Gene_Expr
MLH1_Expr,Gene_Expr
NT5C2_Expr,Gene_Expr
NFKB2_Expr,Gene_Expr
FGFR1_Expr,Gene_Expr
ARAF_Expr,Gene_Expr
N4BP2_Expr,Gene_Expr
HOXA9_Expr,Gene_Expr
MLLT10_Expr,Gene_Expr
PCM1_Expr,Gene_Expr
CIC_Expr,Gene_Expr
DNM2_Expr,Gene_Expr
KEAP1_Expr,Gene_Expr
HSP90AA1_Expr,Gene_Expr
PTPRC_Expr,Gene_Expr
ERC1_Expr,Gene_Expr
XPO1_Expr,Gene_Expr
PALB2_Expr,Gene_Expr
KAT6A_Expr,Gene_Expr
CYLD_Expr,Gene_Expr
FAT1_Expr,Gene_Expr
NCOA1_Expr,Gene_Expr
BCORL1_Expr,Gene_Expr
ATRX_Expr,Gene_Expr
MECOM_Expr,Gene_Expr
EPS15_Expr,Gene_Expr
BAX_Expr,Gene_Expr
GNAS_Expr,Gene_Expr
CNOT3_Expr,Gene_Expr
GNA11_Expr,Gene_Expr
FUS_Expr,Gene_Expr
CD209_Expr,Gene_Expr
FH_Expr,Gene_Expr
ESR1_Expr,Gene_Expr
EZR_Expr,Gene_Expr
MSH2_Expr,Gene_Expr
MAP3K1_Expr,Gene_Expr
HSP90AB1_Expr,Gene_Expr
JAK2_Expr,Gene_Expr
ABL1_Expr,Gene_Expr
LZTR1_Expr,Gene_Expr
SMARCB1_Expr,Gene_Expr
MAPK1_Expr,Gene_Expr
PATZ1_Expr,Gene_Expr
PDGFB_Expr,Gene_Expr
MYH9_Expr,Gene_Expr
EP300_Expr,Gene_Expr
NIN_Expr,Gene_Expr
HIF1A_Expr,Gene_Expr
DICER1_Expr,Gene_Expr
TCL1A_Expr,Gene_Expr
CCNB1IP1_Expr,Gene_Expr
TRIP11_Expr,Gene_Expr
ARHGAP5_Expr,Gene_Expr
NFATC2_Expr,Gene_Expr
SALL4_Expr,Gene_Expr
