Metadata	Feature_Name
Patient	BARD1
Patient	IDH1_x
Patient	ITGAV
Patient	USP8
Patient	RAP1GDS1
Patient	LEF1
Patient	ETV6_x
Patient	ETNK1
Patient	COL2A1
Patient	BRCA2
Patient	RB1
Patient	SETD1B
Patient	TCF12
Patient	NCOA2
Patient	PML
Patient	POLG
Patient	NTRK3_x
Patient	CRTC3
Patient	ZFHX3
Patient	CDH11
Patient	NCOR1
Patient	CLTC
Patient	SS18
Patient	SMAD4
Patient	ERBB2
Patient	BRD4
Patient	VAV1
Patient	SH3GL1
Patient	AKT1
Patient	PRDM16
Patient	BCL10
Patient	SDHC
Patient	PRCC
Patient	ABL2
Patient	SETDB1
Patient	ARNT
Patient	TPM3
Patient	EML4
Patient	ASXL2
Patient	AFF3
Patient	ACKR3
Patient	FANCD2
Patient	LPP
Patient	MUC4
Patient	FIP1L1
Patient	PIK3R1
Patient	ARHGAP26
Patient	NFKBIE
Patient	EGFR
Patient	KDM6A
Patient	MSN
Patient	ZMYM3
Patient	NONO
Patient	GPC3
Patient	RPL10
Patient	RSPO2
Patient	NFIB
Patient	CDKN2A
Patient	NOTCH1
Patient	ZEB1
Patient	TCF7L2
Patient	ATM
Patient	HMGA2
Patient	LATS2
Patient	FOXO1
Patient	EXT2
Patient	VTI1A
Patient	FLI1
Patient	CYSLTR2
Patient	SETBP1_x
Patient	PTPRK
Patient	RAD17
Patient	RGPD3
Patient	RANBP2
Patient	PTPRD
Patient	JAZF1
Patient	MSI2
Patient	XPC
Patient	FLCN
Patient	GNAQ
Patient	PHF6_x
Patient	KAT6B_x
Patient	BUB1B
Patient	EIF4A2
Patient	NRG1
Patient	CACNA1D_x
Patient	KIT_x
Patient	ERG
Patient	CREB3L1
Patient	BRAF_x
Patient	TNFRSF14
Patient	SKI
Patient	FANCC
Patient	ELK4
Patient	SLC45A3
Patient	BTG2
Patient	FAM131B
Patient	ARHGAP35
Patient	U2AF1_x
Patient	RALGDS
Patient	LMNA
Patient	FGFR4
Patient	RECQL4
Patient	IKZF3
Patient	SRSF2_x
Patient	TAL1
Patient	JAK1
Patient	FUBP1
Patient	DDR2
Patient	RBM15
Patient	REL
Patient	H3F3A
Patient	ERCC3
Patient	ATP1A1
Patient	ELF3
Patient	TGFBR2
Patient	FBLN2_x
Patient	PTPN13
Patient	GMPS
Patient	RPN1
Patient	BAP1
Patient	PBRM1
Patient	CASP3
Patient	EBF1
Patient	TERT
Patient	ACSL6
Patient	HEY1
Patient	RAD21_x
Patient	COX6C
Patient	PSIP1
Patient	SYK
Patient	WNK2
Patient	FAT3
Patient	WRN
Patient	TSHR
Patient	CDX2
Patient	NSD1
Patient	TSC1
Patient	RET
Patient	PRKCB
Patient	B2M
Patient	NAB2
Patient	STAT6
Patient	SMAD3
Patient	CDK12
Patient	TPM4
Patient	KMT2D_x
Patient	SDHAF2
Patient	CTNNB1
Patient	FADD
Patient	PAFAH1B2
Patient	HOOK3
Patient	RFWD3
Patient	RHOH
Patient	FEN1
Patient	COL3A1
Patient	STAT3
Patient	AXIN2
Patient	IL7R
Patient	LRP1B
Patient	TET2_x
Patient	MAP2K1
Patient	AR
Patient	MN1
Patient	ZRSR2_x
Patient	PCBP1
Patient	ASPSCR1
Patient	CNBP
Patient	BRD3
Patient	PWWP2A
Patient	MGMT
Patient	KIF5B
Patient	CHCHD7
Patient	PPM1D
Patient	CANT1
Patient	CHST11
Patient	GPHN
Patient	CAMTA1
Patient	BCL2
Patient	MLLT3
Patient	PTEN
Patient	MALT1
Patient	CLP1
Patient	AFF1
Patient	TAF15
Patient	NBEA
Patient	MYD88
Patient	CHD2_x
Patient	EIF1AX
Patient	STAT5B
Patient	RNF213
Patient	CNTNAP2
Patient	HRAS
Patient	ATR
Patient	DDIT3
Patient	SMAD2
Patient	ERCC4
Patient	RMI2
Patient	ETV4
Patient	POLE
Patient	TBL1XR1_x
Patient	JUN
Patient	MLF1
Patient	PDE4DIP
Patient	DDX10
Patient	CD28
Patient	MAF
Patient	SUZ12_x
Patient	PER1
Patient	CALR_x
Patient	PTPN11_x
Patient	GATA2_x
Patient	HMGN2P46
Patient	GPC5
Patient	CIITA
Patient	APOBEC3B
Patient	MB21D2
Patient	PRF1
Patient	MUC16
Patient	POLR2A
Patient	SETD2_x
Patient	PLAG1
Patient	IDH2_x
Patient	CREB3L2
Patient	P2RY8
Patient	RAD51B
Patient	EXT1
Patient	FES
Patient	CSF1R
Patient	LCK
Patient	RBM10
Patient	EWSR1
Patient	FANCF
Patient	BCOR_x
Patient	ZNRF3
Patient	MACC1
Patient	CHEK2
Patient	CCR4
Patient	PRKD1
Patient	MAML2
Patient	SS18L1
Patient	FOXO4
Patient	MED12
Patient	SEPT9
Patient	AMER1
Patient	SEPT5
Patient	WT1_x
Patient	ROBO2
Patient	SOCS1
Patient	MUC1
Patient	PBX1
Patient	IKZF1_x
Patient	PTCH1
Patient	BCL9L
Patient	NF2
Patient	BCR
Patient	MITF
Patient	FNBP1
Patient	TCEA1
Patient	FANCA
Patient	NUTM2B
Patient	ARID2
Patient	FHIT
Patient	PAX5
Patient	FAT4
Patient	SRGAP3
Patient	TRRAP_x
Patient	NCOR2
Patient	NACA
Patient	NF1_x
Patient	ARHGEF12
Patient	FLNA
Patient	ZNF429
Patient	SRC
Patient	SND1
Patient	BLM
Patient	TRIM33
Patient	MYO5A
Patient	PDCD1LG2
Patient	MDS2
Patient	SIRPA
Patient	CARD11
Patient	HIST1H4I
Patient	NTRK1
Patient	CTNND1
Patient	BAZ1A
Patient	MDM4
Patient	MTOR
Patient	ZNF521
Patient	TOP1
Patient	MAFB
Patient	DAXX
Patient	SDHD
Patient	TRIM27
Patient	DCTN1
Patient	TMSB4X
Patient	CRLF2
Patient	OLIG2
Patient	HLAA
Patient	FGFR1OP
Patient	MLLT11
Patient	NRAS_x
Patient	NCKIPSD
Patient	NUTM2D
Patient	MTCP1
Patient	DDX3X
Patient	FANCG
Patient	ETV5
Patient	CEBPA_x
Patient	MALAT1
Patient	LYN
Patient	LSM14A
Patient	CUX1
Patient	C15orf65
Patient	SLC4A1_x
Patient	THSD7A
Patient	PRSS21
Patient	PROM1
Patient	LTF
Patient	KDM5D
Patient	VCAN
Patient	DSG2
Patient	FOXC1
Patient	SNCAIP_x
Patient	DDX3Y
Patient	ZFY
Patient	GPC4
Patient	SPAG6
Patient	ADCY2
Patient	CEACAM6
Patient	ADAMTS2
Patient	MMP2
Patient	PHACTR3
Patient	CRISP3
Patient	PRKY
Patient	LGALS2
Patient	CHRDL1
Patient	OLFM4
Patient	MSLN
Patient	HOXA3
Patient	HOXA5
Patient	HOXA6
Patient	NPTX2
Patient	DNTT
Patient	CXCL12
Patient	HOXB6
Patient	CCL2
Patient	PPARGC1A
Patient	MDFI
Patient	PRLR
Patient	USP9Y
Patient	FN1
Patient	MMP8
Patient	NKX23
Patient	HOXB8
Patient	HOXB5
Patient	HOXB3
Patient	EPX
Patient	DPPA4
Patient	KIAA0087
Patient	HOXA7
Patient	CEACAM8
Patient	EREG
Patient	LAMP5
Patient	RPS4Y1
Patient	PXDN
Patient	TXLNG2P
Patient	BEX1
Patient	MYO18B
Patient	CA1
Patient	GSTM1
Patient	DSC2
Patient	THBS1
Patient	CDC42BPA
Patient	MEIS1
Patient	DDIT4L
Patient	ST18
Patient	LCN2
Patient	LPHN3
Patient	DOCK1
Patient	POU4F1
Patient	IGSF10
Patient	GJA1
Patient	PLEKHG4B
Patient	FGD5
Patient	PIEZO2
Patient	RBPMS
Patient	CLSTN2
Patient	ALAS2
Patient	HPGDS
Patient	DEFA4
Patient	DEFB1
Patient	CYYR1
Patient	SCN9A_x
Patient	AHSP
Patient	GYPA
Patient	CDH2
Patient	GTSF1
Patient	HOXB9
Patient	TRH
Patient	RXFP1
Patient	LAMB2
Patient	ARPP21
Patient	CSPG4
Patient	CD34
Patient	C20orf166AS1
Patient	DPP10
Patient	KCNE1L
Patient	TTTY14
Patient	IRX5
Patient	LINC00982
Patient	IRX3
Patient	CDH4
Patient	MKRN3
Patient	SLITRK4
Patient	SAGE1
Patient	NDN
Patient	GPC6
Patient	WT1AS
Patient	UTY
Patient	DLK1
Patient	PRAME
Patient	CD300E
Patient	COL4A5
Patient	HBA2
Patient	S100A16
Patient	PAX8AS1
Patient	EIF1AY
Patient	CES1
Patient	ZFP57
Patient	CASC10
Patient	CD177
Patient	DEFA1
Patient	MEG3
Patient	AC0167351
Patient	AL5897431
Patient	AC0918142
Patient	XIST
Patient	RP11388P92
Patient	HOXBAS3
Patient	AC1048094
Patient	TTTY15
Patient	DEFA3
Patient	DEFA1B
Patient	HOXA11AS
Patient	IL12AAS1
Patient	HBB
Patient	KIAA1456
Patient	RP11704M141
Patient	IGKV223
Patient	RP11129J122
Patient	RP11497G192
Patient	RP11497G191
Patient	RP11424G141
Patient	AC0047912
Patient	RP11114I84
Patient	Tsne1
Patient	Tsne2
Patient	overallSurvival
Patient	HMHypoxia
Patient	HMMitoticspindle
Patient	HMWntbetacateninsignaling
Patient	HMTGFbetasignaling
Patient	HMDNArepair
Patient	HMG2Mcheckpoint
Patient	HMApoptosis
Patient	HMNotchsignaling
Patient	HMHedgehogsignaling
Patient	HMPI3KAktmTORsignaling
Patient	HMmTORC1signaling
Patient	HME2Ftargets
Patient	HMEpithelialmesenchymaltransition
Patient	HMOxidativephosphorylation
Patient	HMGlycolysis
Patient	HMReactiveoxigenspeciespathway
Patient	HMp53pathway
Patient	HMUVresponseup
Patient	HMUVresponsedown
Patient	HMAngiogenesis
Patient	HMKRASsignalingup
Patient	HMKRASsignalingdown
Patient	HMMyctargets
Patient	HMEstrogenresponse
Patient	IPAERKMAPKSignaling
Patient	IPAHMGB1Signaling
Patient	IPAErbBSignaling
Patient	IPAPTENSignaling
Patient	IPAPI3KAKTSignaling
Patient	IPAHER2SignalinginBreastCancer
Patient	IPAmTORSignaling
Patient	IPAAMPKSignaling
Patient	IPAp38MAPKSignaling
Patient	IPAMycMediatedApoptosisSignaling
Patient	IPAEGFSignaling
Patient	IPAVEGFSignaling
Patient	IPAEstrogenDependentBreastCancerSignaling
Patient	IPATNFR1Signaling
Patient	IPAErbB2ErbB3Signaling
Patient	IPAUVCInducedMAPKSignaling
Patient	IPAUVAInducedMAPKSignaling
Patient	IPAUVBInducedMAPKSignaling
Patient	IPAERK5Signaling
Patient	IPAMismatchRepairinEukaryotes
Patient	IPATelomereExtensionbyTelomerase
Patient	TBIBarriergenes
Patient	TBIMAPKupgenes
Patient	TBIPhopholipase
Patient	LMProliferation
Patient	TPWPI3KgammaSignature
Patient	TPWNOS1Signature
Patient	TPWSHC1pSTAT3Signature
Patient	TPWHypoxiaAdenosineImmuneCellSuppression
Patient	TPWImmunogenicCellDeathICD
Patient	HSClike
Patient	Progenitorlike
Patient	GMPlike
Patient	Promonolike
Patient	Monocytelike
Patient	cDClike
Patient	M0
Patient	M1
Patient	M11
Patient	M12
Patient	M14
Patient	M16
Patient	M21
Patient	M23
Patient	M3
Patient	M4
Patient	M6
Patient	M7
Patient	M8
Patient	M9
Patient	DNMT3A_y
Patient	TET2_y
Patient	NRAS_y
Patient	TP53
Patient	RUNX1
Patient	IDH2_y
Patient	FLT3_y
Patient	SRSF2_y
Patient	WT1_y
Patient	IDH1_y
Patient	KRAS_y
Patient	SF3B1_y
Patient	U2AF1_y
Patient	GATA2_y
Patient	PTPN11_y
Patient	NPM1
Patient	STAG2_y
Patient	CEBPA_y
Patient	ASXL1
Patient	BCOR_y
Patient	PHF6_y
Patient	JAK2_y
Patient	NF1_y
Patient	EZH2_y
Patient	KIT_y
Patient	CSF3R_y
Patient	SMC1A_y
Patient	RAD21_y
Patient	CBL_y
Patient	OTOP2
Patient	SMC3
Patient	IKZF1_y
Patient	PDS5B
Patient	SETBP1_y
Patient	ZRSR2_y
Patient	CCND3_y
Patient	ACAN
Patient	CSMD2
Patient	PUF60
Patient	MYH13
Patient	TRRAP_y
Patient	BRCC3
Patient	TCHH
Patient	DOCK7
Patient	ADCY8
Patient	SORCS2
Patient	NFATC4
Patient	TEX15
Patient	MAMLD1
Patient	BBS10
Patient	RPAP1
Patient	SH2D7
Patient	DCDC1
Patient	ATP8B3
Patient	LPIN2
Patient	MYB_y
Patient	GJA8
Patient	GRM4
Patient	KCNH7
Patient	GRM3
Patient	UBR5_y
Patient	ARHGEF10_y
Patient	BCORL1_y
Patient	ACOT2
Patient	ETV6_y
Patient	TENM2
Patient	EP300_y
Patient	JAK3_y
Patient	NFIA
Patient	TOPAZ1
Patient	IGFN1
Patient	BRAF_y
Patient	PRPH
Patient	MPL_y
Patient	NOS1
Patient	RBBP6
Patient	RIT1
Patient	DSCAM
Patient	GNAS_y
Patient	TMPRSS6
Patient	CHD7
Patient	CREBBP_y
Patient	SYCP2
Patient	HUNK
Patient	MAP2
Patient	RPGRIP1
Patient	TCTN2
Patient	MYO1A
Patient	RIMS1
Patient	NBEAL2
Patient	PCDH1
Patient	SPEG
Patient	FILIP1
Patient	CTCF_y
Patient	FOLR4
Patient	CNTNAP3B
Patient	TSHZ2
Patient	SERPINI1
Patient	FER1L6
Patient	NAV3
Patient	HIST1H1C
Patient	PAPPA2
Patient	CHD2_y
Patient	RANBP17
Patient	SI
Patient	FBLN2_y
Patient	MYH14
Patient	C6
Patient	BRINP1
Patient	DUOX1
Patient	FRYL
Patient	SCN5A
Patient	COL12A1
Patient	EPHA3
Patient	SNCAIP_y
Patient	PRPF8
Patient	ADAMTSL1
Patient	AS3MT
Patient	SUSD5
Patient	CHD6
Patient	COL6A6
Patient	MYO6
Patient	UNC80
Patient	HTR4
Patient	WDR72
Patient	MYO16
Patient	KIF2B
Patient	ATG2A
Patient	BMP2K
Patient	CALR_y
Patient	TBL1XR1_y
Patient	SETD2_y
Patient	MYC_y
Patient	TMEM132D
Patient	KCNMA1
Patient	RSPH6A
Patient	CACNA2D3
Patient	MXRA5
Patient	SH3KBP1
Patient	NUP98_y
Patient	NFE2
Patient	SUZ12_y
Patient	WDR87
Patient	LOXHD1
Patient	ZFHX4
Patient	SLC9B1P1
Patient	RIN3
Patient	UGT2B10
Patient	GRIK2
Patient	ZNF285
Patient	STAG1_y
Patient	NLRP1
Patient	DGKI
Patient	MMRN2
Patient	EYS
Patient	KAT6B_y
Patient	PKD1L2
Patient	GRIN2B
Patient	SCN1A
Patient	MSH2_y
Patient	KIF26A
Patient	PAPD7
Patient	RIMBP3
Patient	SEMA5A
Patient	ABCC8
Patient	PCDH15
Patient	WDR52
Patient	DMBT1
Patient	OTOGL
Patient	TBL3
Patient	SGSM1
Patient	TIAM1
Patient	XIRP1
Patient	RSL1D1
Patient	BARHL1
Patient	TPTE2
Patient	AQR
Patient	PPIL4
Patient	NEO1
Patient	TRPM3
Patient	MED14
Patient	MAN2C1
Patient	IARS
Patient	DOCK3
Patient	INCENP
Patient	MDM1
Patient	PRKAR2B
Patient	CLCA2
Patient	CHI3L1
Patient	SENP1
Patient	MTUS2
Patient	SCN9A_y
Patient	DOCK4
Patient	MED13
Patient	EFCC1
Patient	KDM5C_y
Patient	AGR3
Patient	XKR4
Patient	CTSD
Patient	SLC4A1_y
Patient	SLC5A1
Patient	FSTL1
Patient	CCDC129
Patient	SART1
Patient	PIKFYVE
Patient	WNT7B
Patient	APBB2
Patient	ADAMTS6
Patient	CREB5
Patient	SLC4A2
Patient	SLC44A1
Patient	HTR1D
Patient	PGBD5
Patient	SERPINA11
Patient	PTPRS
Patient	USP9X_y
Patient	APCDD1
Patient	FLNB
Patient	SSC5D
Patient	CADPS2
Patient	POLQ_y
Patient	TMC3
Patient	CCDC141
Patient	PXDNL
Patient	NPR3
Patient	SPRED2
Patient	ARHGEF10L_y
Patient	COL19A1
Patient	LRRIQ1
Patient	IMPG1
Patient	A1CF
Patient	ESPL1
Patient	CA10
Patient	SCN11A
Patient	CHIA
Patient	TNIK
Patient	CAPN6
Patient	HERC1
Patient	RSAD2
Patient	KLHL9
Patient	LGALS13
Patient	ROS1
Patient	HUWE1
Patient	WDFY4
Patient	GRIN2A
Patient	BAI3
Patient	LRRN1
Patient	TRPM1
Patient	FAM135B
Patient	POLI
Patient	PLXNA4
Patient	HIST1H3C
Patient	MYO7B
Patient	AMOTL2
Patient	NRAP
Patient	KPNB1
Patient	CNTN4
Patient	KAT2A
Patient	GRIP1
Patient	RAB33B
Patient	ADAMTS15
Patient	ZNF467
Patient	CFP
Patient	CTNNA2
Patient	PC
Patient	ADAMTS16
Patient	CLTCL1_y
Patient	PRKAG3
Patient	UBTF
Patient	DIAPH2
Patient	TMEM132C
Patient	SATB2
Patient	TNS1
Patient	HTR3D
Patient	IBTK
Patient	KIAA1549_y
Patient	PPIC
Patient	TSKS
Patient	GLDC
Patient	TTBK1
Patient	CDH20
Patient	EED_y
Patient	GIT2
Patient	KCNH6
Patient	MAN2A2
Patient	TENM4
Patient	DPF2
Patient	ADAMTS12
Patient	KRT14
Patient	FREM3
Patient	COL22A1
Patient	MAPK13
Patient	SLC30A2
Patient	CLPX
Patient	CERS3
Patient	PRR14
Patient	PIGS
Patient	PTPRA
Patient	CACNA1D_y
Patient	MARCH11
Patient	EPB41L2
Patient	SGK223
Patient	HEPH
Patient	NTRK3_y
Patient	DLG3
Patient	CARNS1
Patient	CDON
Patient	SLC13A1
Patient	AARS2
Patient	ULK1
Patient	TGFBI
Patient	CSN2
Patient	CRHR2
Patient	FGD6
Patient	ATG2B
Patient	GABRB3
Patient	BTBD2
Patient	RTL1
Patient	AGBL1
Patient	CYP2S1
Patient	KCNB1
Patient	HEG1
Patient	NPAP1
Patient	NR1H4
Patient	TTC17
Patient	A4GALT
Patient	ROBO1
Patient	SMR3B
Patient	SPEF2
Patient	WWC1
Patient	TAF1L
Patient	DSTYK
Patient	ADARB2
Patient	STK24
Patient	SALL4_y
Patient	TGFBR3
Patient	LPIN3
Patient	SLC12A1
Patient	RIPK1
Patient	SAMD7
Patient	NPNT
Patient	SPG11
Patient	CNTNAP1
Patient	RBMS1
Patient	BMP3
Patient	BRINP2
Patient	TET1_y
Patient	CYTIP
Patient	PUM1
Patient	ZNF644
Patient	NLRP3
Patient	BAIAP3
Patient	REXO1
Patient	ZNF518B
Patient	KCNG4
Patient	CDH24
Patient	PPP1R3A
Patient	KMT2D_y
Patient	ADAMTS7
Patient	CTNND2
Patient	ZIC2
Patient	CPS1
Patient	CELSR2
Patient	C2orf71
Patient	ARID1B_y
Patient	CRY1
Patient	ZBTB47
Patient	WDR43
Patient	TRPM4
Patient	MYT1
Patient	FAM155A
Patient	ZNF687
Patient	SF3A1
Patient	frameshift_variant
Patient	missense_variant
Patient	stop_gained
Patient	inframe_deletion
Patient	protein_altering_variant
Patient	splice_acceptor_variant
Patient	splice_donor_variant
Patient	start_lost
Patient	inframe_insertion
Patient	stop_lost
