Sample_ID,Compound_ID,Chemical_compound,EC50,SLOPE,MAX,MIN,C_1,C_2,C_3,C_4,C_5,V_1,V_2,V_3,V_4,V_5,DSS,sDSS
AML_079_01,FIMM003756,Ruxolitinib,602.6,-0.8,100,29.4,1.0,10,100,1000,10000,101.8,89.0,84.9,62.7,29.4,9.3,5.78
AML_079_01,FIMM003793,Vismodegib,10000.0,-2.5,100,93.6,1.0,10,100,1000,10000,95.5,101.1,93.6,103.9,100.3,0.0,0.0
AML_079_01,FIMM000176,Vatalanib,10000.0,-2.5,100,86.3,1.0,10,100,1000,10000,110.9,100.2,107.4,104.8,86.3,0.1,0.1
AML_079_01,FIMM133821,Tozasertib,930.7,-1.3,100,56.1,1.0,10,100,1000,10000,107.1,106.2,95.4,77.7,56.1,4.7,3.0
AML_079_01,FIMM000170,Metformin,100000.0,-1.0,100,87.4,10.0,100,1000,10000,100000,95.5,91.3,95.9,93.3,87.4,0.0,0.0
AML_079_01,FIMM003776,Tofacitinib,586.5,-1.5,100,60.7,0.5,5,50,500,5000,96.0,118.5,95.1,83.2,60.7,3.7,3.1
AML_079_01,FIMM109463,Ralimetinib,1729.7,-2.4,100,27.6,1.0,10,100,1000,10000,97.2,106.5,85.4,84.7,27.6,6.3,6.3
AML_079_01,FIMM003711,Dovitinib,1393.0,-1.3,100,70.4,1.0,10,100,1000,10000,91.8,94.9,95.2,89.5,70.4,2.1,2.1
AML_079_01,FIMM000143,Lovastatin,10000.0,-2.5,100,96.1,1.0,10,100,1000,10000,101.2,96.1,101.3,105.7,98.7,0.0,
AML_079_01,FIMM003763,Nilotinib,1163.0,-2.2,100,59.3,1.0,10,100,1000,10000,109.6,94.6,99.2,83.0,59.3,4.2,4.2
AML_079_01,FIMM133832,AGI-5198,10000.0,-2.5,100,87.9,1.0,10,100,1000,10000,108.0,104.9,87.9,107.8,101.9,0.0,-1.3
AML_079_01,FIMM003761,Alisertib,10000.0,-2.5,100,75.4,1.0,10,100,1000,10000,93.0,104.3,95.6,96.8,75.4,1.4,0.98
AML_079_01,FIMM100364,Regorafenib,1553.3,-2.1,100,13.1,1.0,10,100,1000,10000,92.5,111.2,88.7,75.4,13.1,8.0,7.63
AML_079_01,FIMM133874,SGX-523,5000.0,-2.5,100,92.8,0.5,5,50,500,5000,106.5,113.2,97.9,104.3,92.8,0.0,0.0
AML_079_01,FIMM003713,Crizotinib,198.1,-2.5,100,44.9,0.1,1,10,100,1000,93.6,98.2,98.2,91.7,44.9,4.4,3.05
AML_079_01,FIMM023812,Cytarabine,1679.7,-2.5,100,38.0,1.0,10,100,1000,10000,98.7,102.7,97.8,86.7,38.0,5.5,
AML_079_01,FIMM003746,Doramapimod,1730.1,-2.5,100,28.8,1.0,10,100,1000,10000,101.5,95.6,86.8,85.7,28.8,6.3,5.3
AML_079_01,FIMM133846,TG100-115,10000.0,-0.8,100,80.4,1.0,10,100,1000,10000,96.2,111.0,87.8,97.2,80.4,0.6,0.6
AML_079_01,FIMM003750,Idelalisib,1063.4,-1.2,100,50.5,1.0,10,100,1000,10000,97.1,94.2,94.0,77.8,50.5,5.0,4.58
AML_079_01,FIMM133780,GSK-1904529A,10000.0,-2.5,100,87.8,1.0,10,100,1000,10000,109.4,104.3,87.8,89.9,95.4,1.1,1.1
AML_079_01,FIMM023820,Sunitinib,36.4,-0.9,100,70.4,0.1,1,10,100,1000,108.6,103.1,89.5,81.2,70.4,3.7,3.7
AML_079_01,FIMM003733,Motesanib,10000.0,-1.0,100,79.3,1.0,10,100,1000,10000,99.5,101.9,94.3,93.1,79.3,0.9,0.88
AML_079_01,FIMM003782,Lenalidomide,100000.0,-0.6,100,79.0,10.0,100,1000,10000,100000,101.6,106.4,83.5,93.6,79.0,1.4,1.4
AML_079_01,FIMM100415,Ibrutinib,1000.0,-1.2,100,99.7,0.1,1,10,100,1000,104.7,102.4,102.4,99.7,108.4,0.0,0.0
AML_079_01,FIMM136402,Entospletinib,5000.0,-0.9,100,92.7,0.5,5,50,500,5000,100.1,115.0,117.1,92.7,102.8,0.0,0.0
AML_079_01,FIMM003742,AZD2811,1000.0,-2.5,100,90.1,0.1,1,10,100,1000,119.0,109.5,109.0,97.3,90.1,0.0,-0.2
AML_079_01,FIMM100382,Neratinib,156.9,-2.2,100,34.7,0.1,1,10,100,1000,101.2,98.6,91.8,82.2,34.7,6.0,5.78
AML_079_01,FIMM003710,Afatinib,168.6,-2.5,100,58.7,0.1,1,10,100,1000,104.6,95.5,93.4,91.1,58.7,3.5,2.63
AML_079_01,FIMM003719,SNS-032,40.0,-0.9,100,1.1,1.0,10,100,1000,10000,101.9,74.7,34.2,1.1,3.2,27.6,4.1
AML_079_01,FIMM100386,Linifanib,1000.0,-2.5,100,80.9,0.1,1,10,100,1000,108.0,98.0,107.2,101.0,80.9,0.5,0.5
AML_079_01,FIMM003784,Pazopanib,10000.0,-0.7,100,76.0,1.0,10,100,1000,10000,98.5,95.2,88.5,79.9,76.0,3.7,3.7
AML_079_01,FIMM003778,Axitinib,1563.2,-2.0,100,50.7,1.0,10,100,1000,10000,93.2,98.1,93.0,85.9,50.7,4.3,4.18
AML_079_01,FIMM003774,Lestaurtinib,92.5,-1.1,100,26.2,0.1,1,10,100,1000,112.7,109.5,88.3,64.1,26.2,8.4,5.8
AML_079_01,FIMM133867,KW-2449,429.0,-1.9,100,64.7,0.2,2,20,200,2500,105.4,105.2,90.7,91.0,64.7,2.6,2.6
AML_079_01,FIMM133891,Birinapant,92.1,-0.7,100,63.5,0.1,1,10,100,1000,95.2,101.3,88.6,86.7,63.5,3.2,0.1
AML_079_01,FIMM000183,Erlotinib,1711.0,-2.1,100,47.4,1.0,10,100,1000,10000,94.7,88.9,88.7,87.6,47.4,4.5,3.88
AML_079_01,FIMM133827,AT7519,262.2,-0.9,100,0.6,1.0,10,100,1000,10000,88.2,91.0,72.1,24.2,0.6,17.7,-0.88
AML_079_01,FIMM003791,Masitinib,1331.9,-2.5,100,50.8,1.0,10,100,1000,10000,109.2,114.2,103.3,83.8,50.8,4.9,1.55
AML_079_01,FIMM100395,Cabozantinib,1000.0,-0.3,100,77.5,0.1,1,10,100,1000,98.8,96.7,81.2,100.5,77.5,1.1,1.05
AML_079_01,FIMM000274,Lapatinib,1000.0,-0.2,100,81.8,0.1,1,10,100,1000,97.6,86.7,101.2,94.6,86.8,0.0,0.0
AML_079_01,FIMM003781,Canertinib,987.9,-1.4,100,1.9,1.0,10,100,1000,10000,100.7,105.1,91.3,51.9,1.9,11.1,4.38
AML_079_01,FIMM133875,JNJ-38877605,10000.0,-1.0,100,67.8,1.0,10,100,1000,10000,77.6,87.4,99.9,93.1,67.8,0.0,0.0
AML_079_01,FIMM003708,Selumetinib,628.1,-1.0,100,64.7,1.0,10,100,1000,10000,99.5,106.2,92.1,79.9,64.7,4.0,1.65
AML_079_01,FIMM003779,Saracatinib,10000.0,-2.5,100,80.5,1.0,10,100,1000,10000,99.4,107.3,102.8,92.7,80.5,1.4,1.4
AML_079_01,FIMM003783,Panobinostat,17.5,-2.5,100,2.6,0.1,1,10,100,1000,111.9,103.9,80.9,2.6,2.7,20.7,6.88
AML_079_01,FIMM133878,NVP-AEW541,1704.5,-2.5,100,1.1,1.0,10,100,1000,10000,105.3,93.6,86.8,79.5,1.1,8.8,2.85
AML_079_01,FIMM133902,Selinexor,91.6,-0.6,100,1.4,1.0,10,100,1000,10000,92.0,84.0,43.1,28.0,1.4,22.5,8.08
AML_079_01,FIMM023830,Bortezomib,2.3,-2.5,100,0.0,0.1,1,10,100,1000,100.5,88.6,2.4,0.2,-0.2,32.3,
AML_079_01,FIMM100396,AZD1480,130.4,-2.5,100,53.8,0.1,1,10,100,1000,101.8,103.9,110.4,84.2,53.8,4.7,4.48
AML_079_01,FIMM003738,Tivozanib,396.3,-0.5,100,53.7,1.0,10,100,1000,10000,95.9,91.8,81.5,80.5,53.7,6.2,5.98
AML_079_01,FIMM003705,Palbociclib,1662.2,-1.6,100,42.8,1.0,10,100,1000,10000,95.6,97.0,85.2,83.9,42.8,4.8,2.13
AML_079_01,FIMM100418,JQ1,416.7,-0.9,100,55.4,1.0,10,100,1000,10000,107.1,114.9,82.2,73.7,55.4,6.3,2.65
AML_079_01,FIMM003751,Trametinib,250.0,-2.5,100,79.2,0.0,0,0,0,250,113.8,111.0,94.7,79.2,81.6,3.7,3.13
AML_079_01,FIMM133779,GSK-1838705A,352.9,-2.5,100,39.0,0.2,2,20,200,2500,104.7,103.5,102.8,81.9,39.0,6.0,5.88
AML_079_01,FIMM133844,PH-797804,1000.0,-0.5,100,86.0,0.1,1,10,100,1000,109.5,91.2,94.7,86.0,94.1,0.5,0.5
AML_079_01,FIMM003760,MK-2206,74.1,-0.7,100,56.8,0.1,1,10,100,1000,95.7,93.1,90.5,80.6,56.8,4.6,0.98
AML_079_01,FIMM003767,Vemurafenib,10000.0,-2.5,100,91.6,1.0,10,100,1000,10000,102.3,103.1,114.1,103.9,91.6,0.0,-0.18
AML_079_01,FIMM000160,Gefitinib,2073.6,-2.5,100,36.9,1.0,10,100,1000,10000,97.1,100.9,86.0,91.5,36.9,4.9,3.65
AML_079_01,FIMM003717,Tanespimycin,600.4,-1.8,100,8.3,1.0,10,100,1000,10000,107.7,102.4,96.2,34.6,8.3,13.1,4.6
AML_079_01,FIMM003749,BMS-754807,290.7,-0.4,100,22.8,1.0,10,100,1000,10000,96.0,79.2,69.9,63.4,22.8,13.0,10.83
AML_079_01,FIMM133818,Pelitinib,330.3,-2.5,100,19.6,0.2,2,20,200,2500,99.5,105.4,100.8,73.3,19.6,8.3,4.8
AML_079_01,FIMM003734,Cediranib,1000.0,-0.4,100,91.0,0.1,1,10,100,1000,111.0,98.2,91.0,98.1,95.7,0.0,-0.03
AML_079_01,FIMM100375,Volasertib,60.4,-0.8,100,63.4,0.1,1,10,100,1000,95.8,98.3,91.5,80.5,63.4,4.0,1.23
AML_079_01,FIMM000172,Imatinib,1499.8,-2.5,100,53.3,1.0,10,100,1000,10000,111.5,107.7,99.8,87.6,53.3,4.3,3.6
AML_079_01,FIMM003785,Tandutinib,1000.0,-2.5,100,82.9,0.1,1,10,100,1000,109.2,114.7,100.0,97.4,82.9,0.7,-0.18
AML_079_01,FIMM003794,Sorafenib,1000.0,-2.5,100,97.8,0.1,1,10,100,1000,106.4,112.0,108.7,103.3,97.8,0.0,0.0
AML_079_01,FIMM003790,Olaparib,10000.0,-2.5,100,85.5,1.0,10,100,1000,10000,114.2,100.4,89.0,91.2,85.5,2.0,1.23
AML_079_01,FIMM115484,Venetoclax,0.3,-0.2,100,5.3,0.1,1,10,100,1000,66.5,19.1,66.9,25.1,5.3,30.0,30.0
AML_079_01,FIMM136387,AGI-6780,10000.0,-2.5,100,84.6,1.0,10,100,1000,10000,103.8,96.5,106.5,105.3,84.6,0.1,-0.15
AML_079_01,FIMM133840,PD184352,547.4,-0.7,100,63.5,1.0,10,100,1000,10000,99.0,91.2,93.3,79.8,63.5,4.1,2.15
AML_079_01,FIMM109464,Crenolanib,863.4,-0.7,100,0.7,1.0,10,100,1000,10000,100.0,91.2,68.6,65.2,0.7,11.9,3.63
AML_079_01,FIMM003715,Foretinib,174.7,-2.3,100,58.5,0.1,1,10,100,1000,105.0,109.6,90.5,91.2,58.5,3.4,2.28
AML_079_01,FIMM100362,Midostaurin,215.3,-0.8,100,54.4,1.0,10,100,1000,10000,105.2,87.7,88.4,62.5,54.4,8.0,7.13
AML_079_01,FIMM003780,Bosutinib,1670.4,-2.5,100,3.3,1.0,10,100,1000,10000,108.0,114.2,106.1,79.0,3.3,8.7,4.18
AML_079_01,FIMM003775,Dasatinib,11.4,-0.8,100,73.8,0.1,1,10,100,1000,107.4,94.8,87.6,78.2,73.8,4.5,4.5
AML_079_01,FIMM003769,Vandetanib,1000.0,-2.5,100,91.0,0.1,1,10,100,1000,107.7,109.8,105.8,106.4,91.0,0.0,-0.38
AML_079_01,FIMM023833,Quizartinib,26.9,-0.7,100,62.6,0.1,1,10,100,1000,99.4,98.6,84.9,76.2,62.6,5.5,5.45
AML_079_01,FIMM133809,Lenvatinib,354.4,-1.6,100,59.9,0.2,2,20,200,2500,108.8,99.0,94.7,86.0,59.9,3.4,3.4
AML_083_01,FIMM003734,Cediranib,1000.0,-2.5,100,84.4,0.1,1,10,100,1000,84.4,111.2,105.1,109.3,97.5,0.0,-1.37
AML_083_01,FIMM003742,AZD2811,1000.0,-2.5,100,81.4,0.1,1,10,100,1000,81.4,103.2,98.9,111.8,105.3,0.0,-1.53
AML_083_01,FIMM000143,Lovastatin,10000.0,-2.5,100,93.1,1.0,10,100,1000,10000,93.1,105.5,104.2,121.5,96.1,0.0,
AML_083_01,FIMM003785,Tandutinib,118.5,-2.5,100,63.4,0.1,1,10,100,1000,97.4,111.4,115.2,85.4,63.4,3.7,1.67
AML_083_01,FIMM133874,SGX-523,5000.0,-2.5,100,77.6,0.5,5,50,500,5000,93.1,92.4,107.9,103.3,77.6,0.6,0.6
AML_083_01,FIMM100362,Midostaurin,10000.0,-2.5,100,81.9,1.0,10,100,1000,10000,87.2,81.9,96.3,115.5,103.4,0.0,-2.23
AML_083_01,FIMM133844,PH-797804,53.2,-1.1,100,45.6,0.1,1,10,100,1000,300.0,99.5,88.3,66.7,45.6,7.6,7.17
AML_083_01,FIMM100395,Cabozantinib,246.8,-2.5,100,65.7,0.1,1,10,100,1000,95.3,110.5,108.8,97.0,65.7,2.1,-0.83
AML_083_01,FIMM003711,Dovitinib,10000.0,-2.5,100,76.4,1.0,10,100,1000,10000,106.9,98.2,104.7,95.6,76.4,1.5,-1.7
AML_083_01,FIMM003760,MK-2206,1000.0,-0.3,100,85.1,0.1,1,10,100,1000,85.1,112.0,100.2,85.5,101.1,0.0,-5.03
AML_083_01,FIMM100418,JQ1,61.0,-1.5,100,13.7,1.0,10,100,1000,10000,87.9,96.5,41.0,20.1,13.7,22.9,11.93
AML_083_01,FIMM003750,Idelalisib,125.4,-0.4,100,46.6,1.0,10,100,1000,10000,86.7,85.8,80.1,64.1,46.6,10.3,4.47
AML_083_01,FIMM100386,Linifanib,1000.0,-2.5,100,89.1,0.1,1,10,100,1000,108.9,96.6,100.4,89.1,90.5,0.2,-0.27
AML_083_01,FIMM133818,Pelitinib,151.4,-2.5,100,9.3,0.2,2,20,200,2500,96.0,108.2,105.2,29.1,9.3,13.2,5.97
AML_083_01,FIMM003715,Foretinib,42.8,-0.8,100,47.6,0.1,1,10,100,1000,101.8,94.2,86.2,68.4,47.6,7.4,3.53
AML_083_01,FIMM133809,Lenvatinib,366.9,-2.0,100,39.8,0.2,2,20,200,2500,93.9,102.2,94.3,81.3,39.8,5.7,4.67
AML_083_01,FIMM000172,Imatinib,1547.7,-2.4,100,39.8,1.0,10,100,1000,10000,112.4,97.7,94.5,84.4,39.8,5.6,2.03
AML_083_01,FIMM023820,Sunitinib,135.4,-2.5,100,53.9,0.1,1,10,100,1000,102.2,95.1,108.6,85.2,53.9,4.5,3.0
AML_083_01,FIMM136387,AGI-6780,1533.1,-2.5,100,38.8,1.0,10,100,1000,10000,101.7,98.8,95.8,84.4,38.8,5.8,5.4
AML_083_01,FIMM100415,Ibrutinib,193.3,-2.5,100,66.6,0.1,1,10,100,1000,101.1,98.6,96.5,94.7,66.6,2.4,2.4
AML_083_01,FIMM100382,Neratinib,113.4,-2.5,100,10.0,0.1,1,10,100,1000,91.7,105.7,107.9,62.0,10.0,10.0,7.67
AML_083_01,FIMM133827,AT7519,42.1,-1.2,100,9.0,1.0,10,100,1000,10000,89.7,87.3,33.0,9.0,10.8,25.6,6.53
AML_083_01,FIMM133902,Selinexor,53.4,-0.5,100,8.0,1.0,10,100,1000,10000,83.4,70.7,50.9,28.5,8.0,23.1,6.13
AML_083_01,FIMM003784,Pazopanib,230.6,-2.5,100,55.5,1.0,10,100,1000,10000,82.5,87.2,95.4,55.5,57.4,8.8,2.93
AML_083_01,FIMM003790,Olaparib,10000.0,-2.5,100,76.4,1.0,10,100,1000,10000,76.4,89.3,93.7,124.6,98.7,0.0,-0.53
AML_083_01,FIMM023812,Cytarabine,1201.9,-2.5,100,20.9,1.0,10,100,1000,10000,82.8,103.0,100.2,69.4,20.9,8.6,
AML_083_01,FIMM003782,Lenalidomide,2088.4,-1.0,100,60.8,10.0,100,1000,10000,100000,84.1,107.8,84.1,70.0,60.8,6.9,5.1
AML_083_01,FIMM100364,Regorafenib,612.4,-1.4,100,10.8,1.0,10,100,1000,10000,96.5,93.0,93.1,41.4,10.8,12.3,10.87
AML_083_01,FIMM133875,JNJ-38877605,10000.0,-2.5,100,88.7,1.0,10,100,1000,10000,88.7,90.5,107.9,103.6,154.8,0.0,-0.13
AML_083_01,FIMM133878,NVP-AEW541,1904.3,-2.5,100,11.0,1.0,10,100,1000,10000,88.2,96.1,74.6,85.4,11.0,7.4,-1.07
AML_083_01,FIMM003767,Vemurafenib,3573.8,-2.5,100,58.7,1.0,10,100,1000,10000,117.0,90.7,84.0,103.5,58.7,1.8,-0.7
AML_083_01,FIMM003776,Tofacitinib,5000.0,-2.5,100,89.8,0.5,5,50,500,5000,89.8,92.8,92.4,116.2,122.2,0.0,0.0
AML_083_01,FIMM003751,Trametinib,8.2,-1.3,100,72.4,0.0,0,0,0,250,106.1,92.0,96.2,77.3,72.4,4.0,3.4
AML_083_01,FIMM003719,SNS-032,4.1,-0.9,100,10.3,1.0,10,100,1000,10000,78.4,41.1,11.0,10.3,12.7,35.9,7.67
AML_083_01,FIMM003756,Ruxolitinib,1749.5,-2.5,100,45.8,1.0,10,100,1000,10000,79.9,94.5,97.1,89.3,45.8,4.7,0.0
AML_083_01,FIMM003733,Motesanib,10000.0,-2.5,100,87.3,1.0,10,100,1000,10000,87.3,94.0,94.0,106.3,92.1,0.0,-1.37
AML_083_01,FIMM003778,Axitinib,359.2,-0.8,100,17.3,1.0,10,100,1000,10000,93.4,98.2,74.1,47.6,17.3,13.2,9.17
AML_083_01,FIMM000160,Gefitinib,1971.5,-2.5,100,14.2,1.0,10,100,1000,10000,89.1,115.9,104.0,86.9,14.2,6.9,4.6
AML_083_01,FIMM000176,Vatalanib,2558.3,-2.5,100,54.0,1.0,10,100,1000,10000,95.9,99.6,106.9,96.5,54.0,2.9,2.17
AML_083_01,FIMM003780,Bosutinib,679.6,-2.5,100,10.0,1.0,10,100,1000,10000,99.0,84.2,108.3,34.5,10.0,12.5,4.67
AML_083_01,FIMM003705,Palbociclib,1659.5,-2.5,100,19.1,1.0,10,100,1000,10000,86.7,107.3,98.7,82.3,19.1,7.3,2.9
AML_083_01,FIMM003749,BMS-754807,10000.0,-2.5,100,83.9,1.0,10,100,1000,10000,100.2,83.9,106.2,115.1,140.7,0.0,-7.17
AML_083_01,FIMM133840,PD184352,267.4,-0.4,100,18.9,1.0,10,100,1000,10000,82.6,78.5,76.8,55.3,18.9,14.1,11.63
AML_083_01,FIMM003710,Afatinib,194.0,-2.5,100,48.3,0.1,1,10,100,1000,87.5,102.2,111.4,91.8,48.3,4.1,1.97
AML_083_01,FIMM000274,Lapatinib,1000.0,-2.5,100,87.6,0.1,1,10,100,1000,99.8,100.5,102.5,101.2,87.6,0.0,0.0
AML_083_01,FIMM003781,Canertinib,706.9,-1.5,100,6.0,1.0,10,100,1000,10000,93.4,109.5,94.4,41.0,6.0,12.4,2.37
AML_083_01,FIMM133780,GSK-1904529A,10000.0,-2.5,100,83.8,1.0,10,100,1000,10000,96.5,83.8,102.8,107.8,102.3,0.0,-1.17
AML_083_01,FIMM109464,Crenolanib,382.8,-0.3,100,8.4,1.0,10,100,1000,10000,81.8,73.3,67.2,69.0,8.4,15.3,5.47
AML_083_01,FIMM000170,Metformin,100000.0,-2.5,100,93.1,10.0,100,1000,10000,100000,103.8,101.0,99.4,107.3,93.1,0.0,0.0
AML_083_01,FIMM003775,Dasatinib,6.2,-0.9,100,47.9,0.1,1,10,100,1000,105.1,90.3,68.0,53.8,47.9,13.1,9.87
AML_083_01,FIMM003746,Doramapimod,971.7,-1.1,100,15.6,1.0,10,100,1000,10000,95.7,98.1,88.1,60.4,15.6,9.5,1.77
AML_083_01,FIMM133846,TG100-115,10000.0,-2.5,100,91.5,1.0,10,100,1000,10000,91.5,111.3,103.2,111.3,100.2,0.0,-2.53
AML_083_01,FIMM133832,AGI-5198,10000.0,-2.5,100,82.8,1.0,10,100,1000,10000,87.9,108.4,108.0,103.8,82.8,0.3,-1.7
AML_083_01,FIMM003769,Vandetanib,1000.0,-2.5,100,80.5,0.1,1,10,100,1000,82.6,111.9,110.9,108.0,80.5,0.3,-0.87
AML_083_01,FIMM115484,Venetoclax,1.8,-0.9,100,9.9,1.0,10,100,1000,10000,67.2,25.8,11.2,12.0,9.9,39.4,31.67
AML_083_01,FIMM003708,Selumetinib,117.3,-0.5,100,63.5,1.0,10,100,1000,10000,97.3,88.4,87.0,71.0,63.5,6.5,4.43
AML_083_01,FIMM003774,Lestaurtinib,14.9,-1.4,100,39.2,0.1,1,10,100,1000,93.8,99.3,78.0,43.0,39.2,13.2,9.27
AML_083_01,FIMM003717,Tanespimycin,116.4,-1.5,100,19.4,1.0,10,100,1000,10000,109.3,100.8,63.7,24.6,19.4,18.6,8.73
AML_083_01,FIMM100396,AZD1480,1000.0,-2.5,100,95.6,0.1,1,10,100,1000,95.6,101.7,112.5,118.5,108.0,0.0,-0.03
AML_083_01,FIMM003783,Panobinostat,1.1,-0.9,100,12.5,0.1,1,10,100,1000,83.5,63.5,15.4,12.5,14.4,30.8,7.53
AML_083_01,FIMM133821,Tozasertib,10000.0,-2.5,100,89.9,1.0,10,100,1000,10000,89.9,100.3,104.4,108.7,110.9,0.0,-3.37
AML_083_01,FIMM023833,Quizartinib,116.8,-1.1,100,34.8,0.1,1,10,100,1000,95.2,101.8,87.1,74.3,34.8,6.5,5.3
AML_083_01,FIMM000183,Erlotinib,2589.5,-2.5,100,27.8,1.0,10,100,1000,10000,84.7,96.6,102.1,94.8,27.8,4.8,3.0
AML_083_01,FIMM003794,Sorafenib,261.7,-2.5,100,56.1,0.1,1,10,100,1000,111.5,94.0,111.0,97.0,56.1,2.7,2.7
AML_083_01,FIMM003761,Alisertib,3545.2,-2.5,100,61.5,1.0,10,100,1000,10000,102.2,91.1,86.0,103.0,61.5,1.7,-4.3
AML_083_01,FIMM003793,Vismodegib,10000.0,-2.5,100,81.2,1.0,10,100,1000,10000,110.5,95.5,106.1,101.4,81.2,0.4,0.4
AML_083_01,FIMM003713,Crizotinib,1000.0,-2.5,100,83.2,0.1,1,10,100,1000,100.6,103.8,98.8,97.9,83.2,0.6,-2.17
AML_083_01,FIMM133779,GSK-1838705A,892.5,-2.5,100,70.7,0.2,2,20,200,2500,98.5,91.3,100.0,102.4,70.7,1.1,0.23
AML_083_01,FIMM109463,Ralimetinib,205.1,-0.3,100,39.5,1.0,10,100,1000,10000,89.3,73.6,78.7,75.9,39.5,10.9,10.0
AML_083_01,FIMM133867,KW-2449,1095.7,-2.5,100,69.9,0.2,2,20,200,2500,101.7,107.7,101.7,113.6,69.9,0.8,0.47
AML_083_01,FIMM133891,Birinapant,66.4,-1.4,100,24.7,0.1,1,10,100,1000,101.5,97.6,94.7,52.1,24.7,10.1,0.43
AML_083_01,FIMM003763,Nilotinib,920.4,-2.5,100,45.0,1.0,10,100,1000,10000,93.0,108.2,101.6,69.6,45.0,6.7,2.2
AML_083_01,FIMM003779,Saracatinib,1800.8,-2.4,100,44.4,1.0,10,100,1000,10000,96.2,97.8,85.1,89.1,44.4,4.7,0.63
AML_083_01,FIMM003791,Masitinib,1420.3,-2.5,100,18.8,1.0,10,100,1000,10000,98.2,90.6,109.0,76.1,18.8,8.0,2.97
AML_083_01,FIMM023830,Bortezomib,2.8,-2.5,100,8.1,0.1,1,10,100,1000,99.0,93.6,11.8,8.1,8.9,28.8,
AML_083_01,FIMM100375,Volasertib,145.0,-1.8,100,29.8,0.1,1,10,100,1000,98.1,109.0,91.5,76.8,29.8,6.6,2.93
AML_083_01,FIMM003738,Tivozanib,160.8,-0.6,100,43.3,1.0,10,100,1000,10000,86.2,95.2,74.7,60.4,43.3,10.7,6.23
AML_084_02,FIMM100375,Volasertib,21.4,-0.3,100,32.4,0.1,1,10,100,1000,77.0,79.8,75.9,73.1,32.4,12.5,5.74
AML_084_02,FIMM100362,Midostaurin,10000.0,-2.5,100,87.4,1.0,10,100,1000,10000,93.9,96.1,124.2,87.4,91.2,0.6,-5.46
AML_084_02,FIMM100386,Linifanib,1000.0,-2.5,100,80.3,0.1,1,10,100,1000,109.9,101.7,111.6,92.0,80.3,1.4,1.4
AML_084_02,FIMM003705,Palbociclib,1893.8,-2.5,100,55.0,1.0,10,100,1000,10000,96.6,94.4,83.5,92.5,55.0,3.6,0.96
AML_084_02,FIMM003780,Bosutinib,1216.7,-2.5,100,26.8,1.0,10,100,1000,10000,87.5,91.2,106.8,72.2,26.8,7.9,-0.38
AML_084_02,FIMM003749,BMS-754807,6825.8,-0.1,100,72.2,1.0,10,100,1000,10000,102.9,89.7,72.2,73.1,107.6,1.1,-2.84
AML_084_02,FIMM003794,Sorafenib,1000.0,-2.5,100,87.0,0.1,1,10,100,1000,116.1,104.9,120.2,144.2,87.0,0.0,-1.14
AML_084_02,FIMM003763,Nilotinib,10000.0,-1.7,100,92.8,1.0,10,100,1000,10000,108.9,92.8,108.7,99.5,104.7,0.0,-1.38
AML_084_02,FIMM003738,Tivozanib,710.0,-0.3,100,62.5,1.0,10,100,1000,10000,99.9,82.5,76.9,103.2,62.5,3.7,-0.64
AML_084_02,FIMM003791,Masitinib,10000.0,-2.5,100,81.8,1.0,10,100,1000,10000,94.9,101.3,107.0,104.1,81.8,0.3,-2.6
AML_084_02,FIMM003715,Foretinib,1000.0,-2.5,100,83.9,0.1,1,10,100,1000,110.0,98.3,101.4,96.7,83.9,0.7,-3.3
AML_084_02,FIMM003710,Afatinib,10.0,-1.0,100,64.8,0.1,1,10,100,1000,81.1,81.3,94.4,81.8,64.8,7.4,5.2
AML_084_02,FIMM003713,Crizotinib,1000.0,-2.5,100,95.3,0.1,1,10,100,1000,100.4,100.6,95.3,111.8,96.5,0.0,-0.1
AML_084_02,FIMM003783,Panobinostat,7.2,-2.5,100,13.6,0.1,1,10,100,1000,117.0,109.2,39.5,13.6,14.4,22.7,0.58
AML_084_02,FIMM109463,Ralimetinib,174.1,-0.3,100,66.3,1.0,10,100,1000,10000,96.0,80.0,92.8,79.9,71.3,4.4,2.04
AML_084_02,FIMM003717,Tanespimycin,202.0,-2.1,100,26.6,1.0,10,100,1000,10000,102.4,89.8,86.3,28.6,26.6,15.1,6.32
AML_084_02,FIMM100382,Neratinib,112.5,-2.2,100,30.0,0.1,1,10,100,1000,85.6,91.7,98.9,69.6,30.0,7.7,4.6
AML_084_02,FIMM003774,Lestaurtinib,38.1,-1.5,100,35.9,0.1,1,10,100,1000,98.4,93.9,92.6,48.3,35.9,10.6,4.9
AML_084_02,FIMM003742,AZD2811,1000.0,-2.5,100,92.9,0.1,1,10,100,1000,123.8,92.9,138.7,109.4,124.7,0.0,-1.4
AML_084_02,FIMM023830,Bortezomib,4.9,-1.6,100,10.5,0.1,1,10,100,1000,101.4,93.2,32.5,12.8,10.5,24.9,
AML_084_02,FIMM023820,Sunitinib,424.3,-2.5,100,66.9,0.1,1,10,100,1000,120.8,113.6,106.2,111.9,66.9,1.0,-2.92
AML_084_02,FIMM003708,Selumetinib,1.9,-0.5,100,40.6,1.0,10,100,1000,10000,74.1,60.0,47.0,40.6,44.0,24.1,17.66
AML_084_02,FIMM003779,Saracatinib,10000.0,-2.5,100,78.9,1.0,10,100,1000,10000,78.9,87.3,83.1,103.3,94.8,0.0,-4.9
