Column_Label,Type
INTS2,Gene_Expr
CAMTA2,Gene_Expr
MED13,Gene_Expr
HOXB6,Gene_Expr
ENO3,Gene_Expr
PFN1,Gene_Expr
RNF167,Gene_Expr
SLC25A11,Gene_Expr
RASD1,Gene_Expr
CHRNE,Gene_Expr
RAI1,Gene_Expr
NUP88,Gene_Expr
C1QBP,Gene_Expr
SLC6A4,Gene_Expr
BLMH,Gene_Expr
CPD,Gene_Expr
GOSR1,Gene_Expr
CCDC47,Gene_Expr
MED31,Gene_Expr
DRG2,Gene_Expr
FTSJ3,Gene_Expr
AKAP10,Gene_Expr
ALDH3A1,Gene_Expr
SMARCD2,Gene_Expr
ICAM2,Gene_Expr
SYNGR2,Gene_Expr
B9D1,Gene_Expr
UTP6,Gene_Expr
DDX5,Gene_Expr
C17orf75,Gene_Expr
CYTH1,Gene_Expr
PSMD11,Gene_Expr
LGALS3BP,Gene_Expr
ASIC2,Gene_Expr
CCL7,Gene_Expr
CCL2,Gene_Expr
CCL8,Gene_Expr
CCL1,Gene_Expr
PEX12,Gene_Expr
KRT32,Gene_Expr
DHX58,Gene_Expr
KAT2A,Gene_Expr
RAB5C,Gene_Expr
NAGLU,Gene_Expr
HSD17B1,Gene_Expr
MLX,Gene_Expr
CNTNAP1,Gene_Expr
ABI3,Gene_Expr
EZH1,Gene_Expr
DLX4,Gene_Expr
PPP1R9B,Gene_Expr
COL1A1,Gene_Expr
PTGES3L-AARSD1,Gene_Expr
MRPL27,Gene_Expr
VAT1,Gene_Expr
LRRC59,Gene_Expr
RND2,Gene_Expr
ALOX12,Gene_Expr
HDAC5,Gene_Expr
ABCC3,Gene_Expr
LUC7L3,Gene_Expr
MPP2,Gene_Expr
SMURF2,Gene_Expr
DUSP3,Gene_Expr
EFTUD2,Gene_Expr
HLF,Gene_Expr
SLC16A6,Gene_Expr
PRKAR1A,Gene_Expr
EFNB3,Gene_Expr
FAM20A,Gene_Expr
YWHAE,Gene_Expr
MMD,Gene_Expr
RANGRF,Gene_Expr
DPH1,Gene_Expr
MAP2K6,Gene_Expr
DHRS7B,Gene_Expr
WSB1,Gene_Expr
RCVRN,Gene_Expr
MYH1,Gene_Expr
NHERF1,Gene_Expr
MYH3,Gene_Expr
NAT9,Gene_Expr
TMEM104,Gene_Expr
VTN,Gene_Expr
TNFAIP1,Gene_Expr
IFT20,Gene_Expr
TMEM97,Gene_Expr
CDR2L,Gene_Expr
PMP22,Gene_Expr
FOXN1,Gene_Expr
UNC119,Gene_Expr
ALDOC,Gene_Expr
SUPT6H,Gene_Expr
RAB34,Gene_Expr
PHF12,Gene_Expr
TMEM33,Gene_Expr
GABRA4,Gene_Expr
GNRHR,Gene_Expr
SLAIN2,Gene_Expr
OCIAD1,Gene_Expr
UGT2B10,Gene_Expr
CWH43,Gene_Expr
DCUN1D4,Gene_Expr
USP46,Gene_Expr
SULT1E1,Gene_Expr
ODAM,Gene_Expr
CHIC2,Gene_Expr
NMU,Gene_Expr
CRACD,Gene_Expr
LAMTOR3,Gene_Expr
PF4V1,Gene_Expr
NFKB1,Gene_Expr
AREG,Gene_Expr
MANBA,Gene_Expr
UBE2D3,Gene_Expr
MAPK10,Gene_Expr
ELF2,Gene_Expr
NDUFC1,Gene_Expr
UCP1,Gene_Expr
TBC1D9,Gene_Expr
ZNF330,Gene_Expr
INPP4B,Gene_Expr
GAB1,Gene_Expr
KLHL2,Gene_Expr
IL2,Gene_Expr
CPE,Gene_Expr
RPL34,Gene_Expr
WFS1,Gene_Expr
ANXA10,Gene_Expr
GRPEL1,Gene_Expr
GAR1,Gene_Expr
FRG1,Gene_Expr
CLCN3,Gene_Expr
AADAT,Gene_Expr
GALNT7,Gene_Expr
DHX15,Gene_Expr
SOD3,Gene_Expr
SEPSECS,Gene_Expr
CPZ,Gene_Expr
TRIM2,Gene_Expr
SLC2A9,Gene_Expr
FBXW7,Gene_Expr
NEIL3,Gene_Expr
TBC1D19,Gene_Expr
CLNK,Gene_Expr
NSD2,Gene_Expr
SH3D19,Gene_Expr
STIM2,Gene_Expr
NKX3-2,Gene_Expr
MFSD10,Gene_Expr
GLRB,Gene_Expr
BST1,Gene_Expr
RAPGEF2,Gene_Expr
HGFAC,Gene_Expr
SNX25,Gene_Expr
LRP2BP,Gene_Expr
UFSP2,Gene_Expr
KLF3,Gene_Expr
KLHL5,Gene_Expr
FAM149A,Gene_Expr
NCAPG,Gene_Expr
UGDH,Gene_Expr
PPARGC1A,Gene_Expr
DDX25,Gene_Expr
CRYAB,Gene_Expr
HTATIP2,Gene_Expr
CTSC,Gene_Expr
CCDC34,Gene_Expr
ZBTB16,Gene_Expr
ELP4,Gene_Expr
ZPR1,Gene_Expr
MTCH2,Gene_Expr
FNBP4,Gene_Expr
TECTA,Gene_Expr
SC5D,Gene_Expr
CRTAM,Gene_Expr
JHY,Gene_Expr
B3GAT1,Gene_Expr
HSPA8,Gene_Expr
VWA5A,Gene_Expr
DNAJC4,Gene_Expr
SIAE,Gene_Expr
SNX15,Gene_Expr
LPXN,Gene_Expr
DTX4,Gene_Expr
ATG2A,Gene_Expr
EHD1,Gene_Expr
OSBP,Gene_Expr
UNC93B1,Gene_Expr
PUS3,Gene_Expr
DCPS,Gene_Expr
KMT5B,Gene_Expr
FOXRED1,Gene_Expr
PPP6R3,Gene_Expr
NRXN2,Gene_Expr
MS4A6A,Gene_Expr
MS4A4A,Gene_Expr
ST3GAL4,Gene_Expr
CPT1A,Gene_Expr
CCND1,Gene_Expr
CCDC86,Gene_Expr
PRPF19,Gene_Expr
TMEM109,Gene_Expr
HPX,Gene_Expr
TRIM3,Gene_Expr
CHORDC1,Gene_Expr
ANAPC15,Gene_Expr
FOLR3,Gene_Expr
PANX1,Gene_Expr
ARHGEF17,Gene_Expr
CEP164,Gene_Expr
RNF141,Gene_Expr
CEP126,Gene_Expr
EIF4G2,Gene_Expr
IL10RA,Gene_Expr
GALNT18,Gene_Expr
BIRC2,Gene_Expr
UBE4A,Gene_Expr
DDX6,Gene_Expr
UPK2,Gene_Expr
CBL,Gene_Expr
NECTIN1,Gene_Expr
HIPK3,Gene_Expr
KIAA1549L,Gene_Expr
FBXO3,Gene_Expr
PDHX,Gene_Expr
SLC1A2,Gene_Expr
COMMD9,Gene_Expr
SLC15A3,Gene_Expr
CD5,Gene_Expr
ACCS,Gene_Expr
SCGB2A2,Gene_Expr
MDK,Gene_Expr
AMBRA1,Gene_Expr
MADD,Gene_Expr
PTPMT1,Gene_Expr
NAA40,Gene_Expr
CARS1,Gene_Expr
SLC67A1,Gene_Expr
CD81,Gene_Expr
SLC35F2,Gene_Expr
C11orf21,Gene_Expr
ELMOD1,Gene_Expr
CALCA,Gene_Expr
SOX6,Gene_Expr
C11orf58,Gene_Expr
PITPNM1,Gene_Expr
RPS13,Gene_Expr
AIP,Gene_Expr
NUP98,Gene_Expr
NDUFS8,Gene_Expr
TCIRG1,Gene_Expr
CHKA,Gene_Expr
EXPH5,Gene_Expr
HPS5,Gene_Expr
GTF2H1,Gene_Expr
POU2AF1,Gene_Expr
PTPN5,Gene_Expr
VWF,Gene_Expr
PSMD9,Gene_Expr
P3H3,Gene_Expr
PPFIBP1,Gene_Expr
PRPF40B,Gene_Expr
CD69,Gene_Expr
PRDM4,Gene_Expr
CLEC2B,Gene_Expr
COQ5,Gene_Expr
SELPLG,Gene_Expr
CORO1C,Gene_Expr
ASIC1,Gene_Expr
DAO,Gene_Expr
CAPRIN2,Gene_Expr
TSPAN11,Gene_Expr
KCTD10,Gene_Expr
SLC11A2,Gene_Expr
MLEC,Gene_Expr
MVK,Gene_Expr
CSRNP2,Gene_Expr
CAMKK2,Gene_Expr
BIN2,Gene_Expr
IL23A,Gene_Expr
ATP5F1B,Gene_Expr
PTGES3,Gene_Expr
SYT10,Gene_Expr
BCL7A,Gene_Expr
RSRC2,Gene_Expr
CYP27B1,Gene_Expr
MYF6,Gene_Expr
LIN7A,Gene_Expr
KRT18,Gene_Expr
ACSS3,Gene_Expr
TNS2,Gene_Expr
GLI1,Gene_Expr
PPM1H,Gene_Expr
METAP2,Gene_Expr
LTA4H,Gene_Expr
ELK3,Gene_Expr
SLC6A12,Gene_Expr
WNT5B,Gene_Expr
MAGOHB,Gene_Expr
TRPV4,Gene_Expr
ITFG2,Gene_Expr
FOXM1,Gene_Expr
PRR4,Gene_Expr
PRMT8,Gene_Expr
PARP11,Gene_Expr
ARPC3,Gene_Expr
GPN3,Gene_Expr
VPS29,Gene_Expr
RAD51AP1,Gene_Expr
CUX2,Gene_Expr
SH2B3,Gene_Expr
AKAP3,Gene_Expr
MANSC1,Gene_Expr
KCNA1,Gene_Expr
DUSP16,Gene_Expr
CREBL2,Gene_Expr
ACAD10,Gene_Expr
ALDH2,Gene_Expr
CDKN1B,Gene_Expr
GPRC5D,Gene_Expr
NAA25,Gene_Expr
GSG1,Gene_Expr
SCNN1A,Gene_Expr
LTBR,Gene_Expr
OGFOD2,Gene_Expr
CDK2AP1,Gene_Expr
OAS3,Gene_Expr
OAS2,Gene_Expr
ART4,Gene_Expr
MGP,Gene_Expr
RASAL1,Gene_Expr
ARHGDIB,Gene_Expr
GTF2H3,Gene_Expr
EIF2B1,Gene_Expr
DDX55,Gene_Expr
SLC38A1,Gene_Expr
RERGL,Gene_Expr
ENDOU,Gene_Expr
SPRING1,Gene_Expr
VDR,Gene_Expr
RFC5,Gene_Expr
STX2,Gene_Expr
ADGRD1,Gene_Expr
COPZ1,Gene_Expr
TBC1D30,Gene_Expr
CAND1,Gene_Expr
IL26,Gene_Expr
IFNG,Gene_Expr
RAB5B,Gene_Expr
MDM1,Gene_Expr
NUP107,Gene_Expr
CNOT2,Gene_Expr
TIMELESS,Gene_Expr
CPSF6,Gene_Expr
KRR1,Gene_Expr
MRPL51,Gene_Expr
GAPDH,Gene_Expr
NOP2,Gene_Expr
CHD4,Gene_Expr
ACRBP,Gene_Expr
BLTP3B,Gene_Expr
COPS7A,Gene_Expr
ING4,Gene_Expr
GNB3,Gene_Expr
CDCA3,Gene_Expr
CHPT1,Gene_Expr
USP5,Gene_Expr
TPI1,Gene_Expr
GNPTAB,Gene_Expr
SPSB2,Gene_Expr
ENO2,Gene_Expr
ATN1,Gene_Expr
C12orf57,Gene_Expr
PTPN6,Gene_Expr
LPCAT3,Gene_Expr
NT5DC3,Gene_Expr
SLCO1B3,Gene_Expr
NANOG,Gene_Expr
SUDS3,Gene_Expr
GOLT1B,Gene_Expr
GYS2,Gene_Expr
LDHB,Gene_Expr
PRKAB1,Gene_Expr
CMAS,Gene_Expr
HCFC2,Gene_Expr
ST8SIA1,Gene_Expr
CLEC4A,Gene_Expr
C2CD5,Gene_Expr
AICDA,Gene_Expr
RAB35,Gene_Expr
PHC1,Gene_Expr
COX6A1,Gene_Expr
RFX4,Gene_Expr
RIC8B,Gene_Expr
SRSF9,Gene_Expr
FGFR1OP2,Gene_Expr
KLRB1,Gene_Expr
COL12A1,Gene_Expr
BTN3A3,Gene_Expr
TDP2,Gene_Expr
FRK,Gene_Expr
DSE,Gene_Expr
RWDD1,Gene_Expr
RSPH4A,Gene_Expr
MAK,Gene_Expr
TMEM14C,Gene_Expr
PAK1IP1,Gene_Expr
GCNT2,Gene_Expr
SMIM8,Gene_Expr
NEDD9,Gene_Expr
CEP85L,Gene_Expr
ADTRP,Gene_Expr
ASF1A,Gene_Expr
MCM9,Gene_Expr
FAM184A,Gene_Expr
RNGTT,Gene_Expr
MAN1A1,Gene_Expr
GABRR2,Gene_Expr
SERINC1,Gene_Expr
HDDC2,Gene_Expr
TPD52L1,Gene_Expr
HINT3,Gene_Expr
NCOA7,Gene_Expr
RIPOR2,Gene_Expr
SASH1,Gene_Expr
UST,Gene_Expr
ULBP1,Gene_Expr
FBXO5,Gene_Expr
MTRF1L,Gene_Expr
PPARD,Gene_Expr
OPRM1,Gene_Expr
FANCE,Gene_Expr
TULP1,Gene_Expr
SLC26A8,Gene_Expr
MAPK14,Gene_Expr
RHAG,Gene_Expr
KCTD20,Gene_Expr
STK38,Gene_Expr
SRSF3,Gene_Expr
MRPL18,Gene_Expr
IL17A,Gene_Expr
MCM3,Gene_Expr
RNF8,Gene_Expr
PHACTR1,Gene_Expr
MDGA1,Gene_Expr
CILK1,Gene_Expr
FBXO9,Gene_Expr
CD83,Gene_Expr
MDN1,Gene_Expr
GLP1R,Gene_Expr
SAYSD1,Gene_Expr
BMP5,Gene_Expr
BACH2,Gene_Expr
RBM24,Gene_Expr
CAP2,Gene_Expr
TREML2,Gene_Expr
ZNF451,Gene_Expr
BAG2,Gene_Expr
RAB23,Gene_Expr
TSPO2,Gene_Expr
FHL5,Gene_Expr
GPR63,Gene_Expr
KHDRBS2,Gene_Expr
FBXL4,Gene_Expr
CCNC,Gene_Expr
PRDM13,Gene_Expr
E2F3,Gene_Expr
PTP4A1,Gene_Expr
SIM1,Gene_Expr
ASCC3,Gene_Expr
POPDC1,Gene_Expr
COL9A1,Gene_Expr
MED23,Gene_Expr
WASF1,Gene_Expr
GPLD1,Gene_Expr
ALDH5A1,Gene_Expr
CRYBG1,Gene_Expr
VNN1,Gene_Expr
VNN2,Gene_Expr
ACOT13,Gene_Expr
SMAP1,Gene_Expr
RPS12,Gene_Expr
C6orf62,Gene_Expr
B3GAT2,Gene_Expr
GMNN,Gene_Expr
EYA4,Gene_Expr
SOBP,Gene_Expr
NR2E1,Gene_Expr
SNX3,Gene_Expr
SLC17A2,Gene_Expr
HBS1L,Gene_Expr
TRIM38,Gene_Expr
PEX7,Gene_Expr
ZBTB24,Gene_Expr
FIG4,Gene_Expr
PERP,Gene_Expr
ARFGEF3,Gene_Expr
SLC16A10,Gene_Expr
HECA,Gene_Expr
ADGRG6,Gene_Expr
PHACTR2,Gene_Expr
EPM2A,Gene_Expr
OR12D3,Gene_Expr
SLC39A7,Gene_Expr
CCR6,Gene_Expr
UNC93A,Gene_Expr
SLC22A2,Gene_Expr
PHF1,Gene_Expr
CUTA,Gene_Expr
PACRG,Gene_Expr
QKI,Gene_Expr
C6orf118,Gene_Expr
PDE10A,Gene_Expr
MDFI,Gene_Expr
TFEB,Gene_Expr
SMOC2,Gene_Expr
CCND3,Gene_Expr
BYSL,Gene_Expr
FAM120B,Gene_Expr
TBP,Gene_Expr
GUCA1B,Gene_Expr
PRPH2,Gene_Expr
BICRAL,Gene_Expr
PPP2R5D,Gene_Expr
MRPL2,Gene_Expr
PTK7,Gene_Expr
SRF,Gene_Expr
CUL9,Gene_Expr
DNPH1,Gene_Expr
DUSP22,Gene_Expr
EXOC2,Gene_Expr
COX7A2,Gene_Expr
TMEM30A,Gene_Expr
GMDS,Gene_Expr
SENP6,Gene_Expr
IMPG1,Gene_Expr
VEGFA,Gene_Expr
PRP4K,Gene_Expr
TTK,Gene_Expr
SLC29A1,Gene_Expr
CCN6,Gene_Expr
BTN2A1,Gene_Expr
LAMA4,Gene_Expr
TENT5A,Gene_Expr
CLIC5,Gene_Expr
FBRSL1,Gene_Expr
ENPP5,Gene_Expr
LY86,Gene_Expr
PRSS16,Gene_Expr
MEP1A,Gene_Expr
TBX18,Gene_Expr
ERBIN,Gene_Expr
PCDHB2,Gene_Expr
HARS2,Gene_Expr
NUDT12,Gene_Expr
CEP72,Gene_Expr
MAN2A1,Gene_Expr
SEMA5A,Gene_Expr
C7,Gene_Expr
TENT4A,Gene_Expr
GHR,Gene_Expr
HMGCS1,Gene_Expr
DAP,Gene_Expr
NME5,Gene_Expr
BRD8,Gene_Expr
KIF20A,Gene_Expr
NNT,Gene_Expr
MRPS30,Gene_Expr
HSPA9,Gene_Expr
MRPS27,Gene_Expr
PFDN1,Gene_Expr
HBEGF,Gene_Expr
SLC4A9,Gene_Expr
LOX,Gene_Expr
GZMK,Gene_Expr
CDH9,Gene_Expr
APBB3,Gene_Expr
TMCO6,Gene_Expr
SPARC,Gene_Expr
IK,Gene_Expr
HMGCR,Gene_Expr
CERT1,Gene_Expr
FAF2,Gene_Expr
HAND1,Gene_Expr
PCDHB3,Gene_Expr
PCDHB5,Gene_Expr
PCDHB6,Gene_Expr
PCDHB7,Gene_Expr
PDE8B,Gene_Expr
CLK4,Gene_Expr
PCDHB15,Gene_Expr
HAVCR1,Gene_Expr
GRM6,Gene_Expr
ITK,Gene_Expr
RNF130,Gene_Expr
THG1L,Gene_Expr
ARSB,Gene_Expr
CLINT1,Gene_Expr
THBS4,Gene_Expr
CNOT6,Gene_Expr
IL12B,Gene_Expr
BTNL8,Gene_Expr
TTC1,Gene_Expr
MSH3,Gene_Expr
RASGRF2,Gene_Expr
GABRG2,Gene_Expr
CCNG1,Gene_Expr
POLR3G,Gene_Expr
DROSHA,Gene_Expr
CDH6,Gene_Expr
LMNB1,Gene_Expr
ARRDC3,Gene_Expr
GOLPH3,Gene_Expr
SUB1,Gene_Expr
NPR3,Gene_Expr
ARB2A,Gene_Expr
SLC27A6,Gene_Expr
TARS1,Gene_Expr
LNPEP,Gene_Expr
PDE4D,Gene_Expr
RAD1,Gene_Expr
BRIX1,Gene_Expr
AGXT2,Gene_Expr
PRLR,Gene_Expr
SLC12A7,Gene_Expr
IL4,Gene_Expr
RAD50,Gene_Expr
IL5,Gene_Expr
ST8SIA4,Gene_Expr
GNPDA1,Gene_Expr
PCDH12,Gene_Expr
SKP1,Gene_Expr
NUP155,Gene_Expr
PPP2CA,Gene_Expr
FGF1,Gene_Expr
NR3C1,Gene_Expr
C5orf15,Gene_Expr
PPWD1,Gene_Expr
LIFR,Gene_Expr
TRIM23,Gene_Expr
TRAPPC13,Gene_Expr
C9,Gene_Expr
SEC24A,Gene_Expr
TXNDC15,Gene_Expr
TTC33,Gene_Expr
RARS1,Gene_Expr
WWC1,Gene_Expr
MACROH2A1,Gene_Expr
TCERG1,Gene_Expr
DPYSL3,Gene_Expr
SMAD5,Gene_Expr
CSNK1A1,Gene_Expr
HMGXB3,Gene_Expr
ERGIC1,Gene_Expr
PDGFRB,Gene_Expr
ATP6V0E1,Gene_Expr
BNIP1,Gene_Expr
STC2,Gene_Expr
CPEB4,Gene_Expr
HRH2,Gene_Expr
DBN1,Gene_Expr
ZNF346,Gene_Expr
UNC5A,Gene_Expr
EHHADH,Gene_Expr
CNTN3,Gene_Expr
SMC4,Gene_Expr
SELENOK,Gene_Expr
ACTR8,Gene_Expr
TBCCD1,Gene_Expr
TIMMDC1,Gene_Expr
CRBN,Gene_Expr
KNG1,Gene_Expr
HRG,Gene_Expr
BCL6,Gene_Expr
HGD,Gene_Expr
CLDN16,Gene_Expr
ARL6,Gene_Expr
NPHP3,Gene_Expr
CD86,Gene_Expr
AMOTL2,Gene_Expr
NIT2,Gene_Expr
FAM162A,Gene_Expr
OGG1,Gene_Expr
KPNA1,Gene_Expr
PCCB,Gene_Expr
UBE3A,Gene_Expr
ARMC8,Gene_Expr
CEP70,Gene_Expr
RBP2,Gene_Expr
RBP1,Gene_Expr
SLC25A36,Gene_Expr
GRK7,Gene_Expr
RNF7,Gene_Expr
TFDP2,Gene_Expr
XRN1,Gene_Expr
KAT2B,Gene_Expr
BCHE,Gene_Expr
SERPINI2,Gene_Expr
PDCD10,Gene_Expr
LRRC31,Gene_Expr
WNT5A,Gene_Expr
PFKFB4,Gene_Expr
COL7A1,Gene_Expr
FGF12,Gene_Expr
PRKAR2A,Gene_Expr
HES1,Gene_Expr
USP4,Gene_Expr
ACAP2,Gene_Expr
ECT2,Gene_Expr
GNAI2,Gene_Expr
TFG,Gene_Expr
USP9Y,Gene_Expr
HYAL1,Gene_Expr
TUSC2,Gene_Expr
NPRL2,Gene_Expr
RPL24,Gene_Expr
CYB561D2,Gene_Expr
CEP15,Gene_Expr
FXR1,Gene_Expr
CBLB,Gene_Expr
BBX,Gene_Expr
IFT57,Gene_Expr
GNB4,Gene_Expr
HHLA2,Gene_Expr
IQCG,Gene_Expr
GBE1,Gene_Expr
MORC1,Gene_Expr
UMPS,Gene_Expr
NCBP2,Gene_Expr
SNX4,Gene_Expr
C3orf52,Gene_Expr
FRMD4B,Gene_Expr
SLC41A3,Gene_Expr
ROPN1B,Gene_Expr
PLXNA1,Gene_Expr
ATP6V1A,Gene_Expr
ABTB1,Gene_Expr
PODXL2,Gene_Expr
UPK1B,Gene_Expr
CSPG5,Gene_Expr
KLHL18,Gene_Expr
SCAP,Gene_Expr
EFCC1,Gene_Expr
CFAP92,Gene_Expr
NEK11,Gene_Expr
MRPL3,Gene_Expr
PLSCR4,Gene_Expr
HEMK1,Gene_Expr
CISH,Gene_Expr
MAPKAPK3,Gene_Expr
ACVR2B,Gene_Expr
WDR48,Gene_Expr
COMMD2,Gene_Expr
GORASP1,Gene_Expr
PEX5L,Gene_Expr
RRP9,Gene_Expr
ABCC5,Gene_Expr
AADAC,Gene_Expr
ABHD14B,Gene_Expr
EIF1B,Gene_Expr
ABHD14A-ACY1,Gene_Expr
ARHGEF26,Gene_Expr
KLHL24,Gene_Expr
PLCH1,Gene_Expr
VIPR1,Gene_Expr
DNAH1,Gene_Expr
SSR3,Gene_Expr
ZBTB47,Gene_Expr
NKTR,Gene_Expr
CLCN2,Gene_Expr
FOXP1,Gene_Expr
EIF4G1,Gene_Expr
SPCS1,Gene_Expr
NEK4,Gene_Expr
SLC4A3,Gene_Expr
INO80D,Gene_Expr
EEF1B2,Gene_Expr
ADAM23,Gene_Expr
DGUOK,Gene_Expr
MOB1A,Gene_Expr
KANSL3,Gene_Expr
LMAN2L,Gene_Expr
RTKN,Gene_Expr
TTL,Gene_Expr
IL1A,Gene_Expr
CCL20,Gene_Expr
PIKFYVE,Gene_Expr
KCNIP3,Gene_Expr
FAHD2A,Gene_Expr
NCL,Gene_Expr
ACTR1B,Gene_Expr
SLC35F5,Gene_Expr
ZAP70,Gene_Expr
ACTR3,Gene_Expr
STEAP3,Gene_Expr
EPB41L5,Gene_Expr
TFCP2L1,Gene_Expr
SF3B6,Gene_Expr
TP53I3,Gene_Expr
DNAJC27,Gene_Expr
POMC,Gene_Expr
STAM2,Gene_Expr
OTOF,Gene_Expr
GPD2,Gene_Expr
CENPA,Gene_Expr
CYTIP,Gene_Expr
ACVR1,Gene_Expr
TANC1,Gene_Expr
SLC30A3,Gene_Expr
MPV17,Gene_Expr
GTF3C2,Gene_Expr
EIF2B4,Gene_Expr
NRBP1,Gene_Expr
ITGB6,Gene_Expr
FNDC4,Gene_Expr
ITGA4,Gene_Expr
PSMD14,Gene_Expr
SNX17,Gene_Expr
ASB3,Gene_Expr
PPM1G,Gene_Expr
PDE1A,Gene_Expr
REEP6,Gene_Expr
PCSK4,Gene_Expr
GCG,Gene_Expr
APC2,Gene_Expr
IFIH1,Gene_Expr
RPS15,Gene_Expr
GCA,Gene_Expr
INO80B,Gene_Expr
MOGS,Gene_Expr
TTC31,Gene_Expr
NDUFS7,Gene_Expr
PCGF1,Gene_Expr
GRB14,Gene_Expr
CLIP4,Gene_Expr
TLX2,Gene_Expr
SPTBN1,Gene_Expr
AUP1,Gene_Expr
RTN4,Gene_Expr
HTRA2,Gene_Expr
LOXL3,Gene_Expr
DOK1,Gene_Expr
GALNT3,Gene_Expr
POLE4,Gene_Expr
TACR1,Gene_Expr
CCDC88A,Gene_Expr
ACADL,Gene_Expr
EVA1A,Gene_Expr
MRPL19,Gene_Expr
LANCL1,Gene_Expr
WDR75,Gene_Expr
EFEMP1,Gene_Expr
REG1A,Gene_Expr
FANCL,Gene_Expr
FN1,Gene_Expr
STAT1,Gene_Expr
GLS,Gene_Expr
PAPOLG,Gene_Expr
DNAH6,Gene_Expr
PECR,Gene_Expr
UNC50,Gene_Expr
IGFBP2,Gene_Expr
ELMOD3,Gene_Expr
IGFBP5,Gene_Expr
USP34,Gene_Expr
KCNJ13,Gene_Expr
CCT4,Gene_Expr
GGCX,Gene_Expr
EHBP1,Gene_Expr
OTX1,Gene_Expr
TXNDC9,Gene_Expr
COQ10B,Gene_Expr
GNLY,Gene_Expr
SF3B1,Gene_Expr
ST3GAL5,Gene_Expr
CHST10,Gene_Expr
PDCL3,Gene_Expr
MOB4,Gene_Expr
HSPE1,Gene_Expr
KDM3A,Gene_Expr
PLCD4,Gene_Expr
CHMP3,Gene_Expr
ZNF142,Gene_Expr
IL1R2,Gene_Expr
PRKAG3,Gene_Expr
SMYD1,Gene_Expr
IL1R1,Gene_Expr
WNT6,Gene_Expr
IL1RL2,Gene_Expr
IL1RL1,Gene_Expr
IL18R1,Gene_Expr
IL18RAP,Gene_Expr
SLC9A2,Gene_Expr
FHL2,Gene_Expr
MLPH,Gene_Expr
CNPPD1,Gene_Expr
UXS1,Gene_Expr
ABCB6,Gene_Expr
STK16,Gene_Expr
SLC5A7,Gene_Expr
HDLBP,Gene_Expr
PPP1R7,Gene_Expr
PASK,Gene_Expr
STK25,Gene_Expr
TPO,Gene_Expr
PROC,Gene_Expr
ID2,Gene_Expr
TAF1B,Gene_Expr
HPCAL1,Gene_Expr
ODC1,Gene_Expr
BIRC6,Gene_Expr
NOL10,Gene_Expr
PLEKHB2,Gene_Expr
GORASP2,Gene_Expr
STRN,Gene_Expr
CEBPZ,Gene_Expr
PRKD3,Gene_Expr
DCAF17,Gene_Expr
QPCT,Gene_Expr
RAB3GAP1,Gene_Expr
SLC25A12,Gene_Expr
RMDN2,Gene_Expr
DLX2,Gene_Expr
LCT,Gene_Expr
DARS1,Gene_Expr
SRSF7,Gene_Expr
SDC1,Gene_Expr
PLCL1,Gene_Expr
SLC1A4,Gene_Expr
SOS1,Gene_Expr
KYNU,Gene_Expr
WIPF1,Gene_Expr
ORC2,Gene_Expr
COX7A2L,Gene_Expr
PNO1,Gene_Expr
ORC4,Gene_Expr
PLEK,Gene_Expr
RND3,Gene_Expr
ATF2,Gene_Expr
THADA,Gene_Expr
AAK1,Gene_Expr
TRAK2,Gene_Expr
C2orf42,Gene_Expr
TIA1,Gene_Expr
PCYOX1,Gene_Expr
KISS1R,Gene_Expr
EPAS1,Gene_Expr
ARID3A,Gene_Expr
SUMO1,Gene_Expr
CD207,Gene_Expr
GRIN3B,Gene_Expr
ATP6V1B1,Gene_Expr
NFE2L2,Gene_Expr
MSH6,Gene_Expr
PLEKHA3,Gene_Expr
SPR,Gene_Expr
EPHA4,Gene_Expr
PARD3B,Gene_Expr
FARSB,Gene_Expr
ALMS1,Gene_Expr
BCL9,Gene_Expr
PRRX1,Gene_Expr
DHCR24,Gene_Expr
DNAJC16,Gene_Expr
MARK1,Gene_Expr
TNR,Gene_Expr
MORN1,Gene_Expr
GPX7,Gene_Expr
CACYBP,Gene_Expr
SCP2,Gene_Expr
TPSG1,Gene_Expr
PAPPA2,Gene_Expr
RALGPS2,Gene_Expr
ANGPTL1,Gene_Expr
CEP104,Gene_Expr
FAM20B,Gene_Expr
TCEANC2,Gene_Expr
TMEM59,Gene_Expr
LRRC42,Gene_Expr
WRAP73,Gene_Expr
NPHS2,Gene_Expr
MRPL37,Gene_Expr
ICMT,Gene_Expr
RPL22,Gene_Expr
CHD5,Gene_Expr
QSOX1,Gene_Expr
STXBP3,Gene_Expr
PHF13,Gene_Expr
ERRFI1,Gene_Expr
PARK7,Gene_Expr
ELAPOR1,Gene_Expr
OPRD1,Gene_Expr
AMPD2,Gene_Expr
SRSF4,Gene_Expr
MECR,Gene_Expr
KCNC4,Gene_Expr
EDEM3,Gene_Expr
WDR77,Gene_Expr
ATP5PB,Gene_Expr
RAP1A,Gene_Expr
HDAC1,Gene_Expr
CAPZA1,Gene_Expr
S100PBP,Gene_Expr
RNF19B,Gene_Expr
SCAMP3,Gene_Expr
TRIM62,Gene_Expr
ASH1L,Gene_Expr
DLGAP3,Gene_Expr
SFPQ,Gene_Expr
RHOU,Gene_Expr
GON4L,Gene_Expr
ARHGEF2,Gene_Expr
